gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3
('quella_quello_PRON', 'era_essere_AUX', 'una_uno_DET')	10	quella era una	quella	era	una	quello	essere	uno	PRON	AUX	DET
('diversa_diverso_ADJ', 'dalla_da_ADP', 'mia_mio_PRON')	10	diversa dalla mia	diversa	dalla	mia	diverso	da	mio	ADJ	ADP	PRON
('mai_mai_ADV', 'visto_vedere_VERB', 'ballare_ballare_VERB')	10	mai visto ballare	mai	visto	ballare	mai	vedere	ballare	ADV	VERB	VERB
('vai_andare_VERB', 'a_a_ADP', 'costruire_costruire_VERB')	10	vai a costruire	vai	a	costruire	andare	a	costruire	VERB	ADP	VERB
('treno_treno_NOUN', 'parte_partire_VERB', 'alle_a_ADP')	10	treno parte alle	treno	parte	alle	treno	partire	a	NOUN	VERB	ADP
('non_non_ADV', 'lo_lo_PRON', 'conosciamo_conoscere_VERB')	10	non lo conosciamo	non	lo	conosciamo	non	lo	conoscere	ADV	PRON	VERB
('so_sapere_VERB', 'molto_molto_ADV', 'di_di_ADP')	10	so molto di	so	molto	di	sapere	molto	di	VERB	ADV	ADP
('madre_madre_NOUN', 'è_essere_AUX', 'una_uno_DET')	10	madre è una	madre	è	una	madre	essere	uno	NOUN	AUX	DET
('la_il_DET', 'sua_suo_DET', 'sorella_sorella_NOUN')	10	la sua sorella	la	sua	sorella	il	suo	sorella	DET	DET	NOUN
('io_io_PRON', 'sia_essere_AUX', 'troppo_troppo_ADV')	10	io sia troppo	io	sia	troppo	io	essere	troppo	PRON	AUX	ADV
('non_non_ADV', 'sta_stare_AUX', 'succedendo_succedere_VERB')	10	non sta succedendo	non	sta	succedendo	non	stare	succedere	ADV	AUX	VERB
('avere_avere_VERB', 'il_il_DET', 'numero_numero_NOUN')	10	avere il numero	avere	il	numero	avere	il	numero	VERB	DET	NOUN
('mi_mi_PRON', 'piacciono_piacere_VERB', 'veramente_veramente_ADV')	10	mi piacciono veramente	mi	piacciono	veramente	mi	piacere	veramente	PRON	VERB	ADV
('con_con_ADP', 'lui_lui_PRON', 'ora_ora_ADV')	10	con lui ora	con	lui	ora	con	lui	ora	ADP	PRON	ADV
('parla_parlare_VERB', 'in_in_ADP', 'esperanto_esperanto_NOUN')	10	parla in esperanto	parla	in	esperanto	parlare	in	esperanto	VERB	ADP	NOUN
('libro_libro_NOUN', 'che_che_PRON', 'ho_avere_AUX')	10	libro che ho	libro	che	ho	libro	che	avere	NOUN	PRON	AUX
('devi_dovere_AUX', 'smettere_smettere_VERB', 'di_di_ADP')	10	devi smettere di	devi	smettere	di	dovere	smettere	di	AUX	VERB	ADP
('libro_libro_NOUN', 'della_di_ADP', 'biblioteca_biblioteca_NOUN')	10	libro della biblioteca	libro	della	biblioteca	libro	di	biblioteca	NOUN	ADP	NOUN
('saremo_essere_AUX', 'felici_felice_ADJ', 'di_di_ADP')	10	saremo felici di	saremo	felici	di	essere	felice	di	AUX	ADJ	ADP
('li_li_PRON', 'ha_avere_AUX', 'fatti_fare_VERB')	10	li ha fatti	li	ha	fatti	li	avere	fare	PRON	AUX	VERB
"('ho_avere_VERB', ""un'_uno_DET"", 'opinione_opinione_NOUN')"	10	ho un'opinione	ho	un'	opinione	avere	uno	opinione	VERB	DET	NOUN
('abituato_abituare_VERB', 'al_a_ADP', 'lavoro_lavoro_NOUN')	10	abituato al lavoro	abituato	al	lavoro	abituare	a	lavoro	VERB	ADP	NOUN
"(""l'_lo_PRON"", 'hai_avere_AUX', 'trovata_trovare_VERB')"	10	l'hai trovata	l'	hai	trovata	lo	avere	trovare	PRON	AUX	VERB
('cadde_cadere_VERB', 'e_e_CCONJ', 'si_si_PRON')	10	cadde e si	cadde	e	si	cadere	e	si	VERB	CCONJ	PRON
"('sta_stare_AUX', 'bevendo_bere_VERB', ""dell'_di_ADP"")"	10	sta bevendo dell'	sta	bevendo	dell'	stare	bere	di	AUX	VERB	ADP
('vorrei_volere_AUX', 'andare_andare_VERB', 'con_con_ADP')	10	vorrei andare con	vorrei	andare	con	volere	andare	con	AUX	VERB	ADP
"(""un'_uno_DET"", 'automobile_automobile_NOUN', 'sportiva_sportivo_ADJ')"	10	un'automobile sportiva	un'	automobile	sportiva	uno	automobile	sportivo	DET	NOUN	ADJ
('ti_ti_PRON', 'ha_avere_AUX', 'portato_portare_VERB')	10	ti ha portato	ti	ha	portato	ti	avere	portare	PRON	AUX	VERB
('sono_essere_AUX', 'troppo_troppo_ADV', 'anziano_anziano_ADJ')	10	sono troppo anziano	sono	troppo	anziano	essere	troppo	anziano	AUX	ADV	ADJ
('avete_avere_AUX', 'promesso_promettere_VERB', 'di_di_ADP')	10	avete promesso di	avete	promesso	di	avere	promettere	di	AUX	VERB	ADP
('innamorato_innamorare_VERB', 'di_di_ADP', 'voi_voi_PRON')	10	innamorato di voi	innamorato	di	voi	innamorare	di	voi	VERB	ADP	PRON
('morì_morire_VERB', 'quando_quando_SCONJ', 'aveva_avere_VERB')	10	morì quando aveva	morì	quando	aveva	morire	quando	avere	VERB	SCONJ	VERB
('sembra_sembrare_VERB', 'che_che_SCONJ', 'ci_ci_PRON')	10	sembra che ci	sembra	che	ci	sembrare	che	ci	VERB	SCONJ	PRON
('è_essere_AUX', 'più_più_ADV', 'piccolo_piccolo_ADJ')	10	è più piccolo	è	più	piccolo	essere	più	piccolo	AUX	ADV	ADJ
('una_uno_DET', 'sorta_sorta_NOUN', 'di_di_ADP')	10	una sorta di	una	sorta	di	uno	sorta	di	DET	NOUN	ADP
('ci_ci_PRON', 'vollero_volere_VERB', 'diverse_diverso_DET')	10	ci vollero diverse	ci	vollero	diverse	ci	volere	diverso	PRON	VERB	DET
('vollero_volere_VERB', 'diverse_diverso_DET', 'ore_ora_NOUN')	10	vollero diverse ore	vollero	diverse	ore	volere	diverso	ora	VERB	DET	NOUN
('lettera_lettera_NOUN', 'a_a_ADP', 'se_se_PRON')	10	lettera a se	lettera	a	se	lettera	a	se	NOUN	ADP	PRON
"('ho_avere_AUX', 'visto_vedere_VERB', ""cos'_cos'_PRON"")"	10	ho visto cos'	ho	visto	cos'	avere	vedere	cos'	AUX	VERB	PRON
('metà_metà_NOUN', 'dei_di_ADP', 'suoi_suo_DET')	10	metà dei suoi	metà	dei	suoi	metà	di	suo	NOUN	ADP	DET
('quale_quale_PRON', 'le_le_PRON', 'piace_piacere_VERB')	10	quale le piace	quale	le	piace	quale	le	piacere	PRON	PRON	VERB
('dichiara_dichiarare_VERB', 'di_di_ADP', 'non_non_ADV')	10	dichiara di non	dichiara	di	non	dichiarare	di	non	VERB	ADP	ADV
('dato_dare_VERB', 'a_a_ADP', 'lei_lei_PRON')	10	dato a lei	dato	a	lei	dare	a	lei	VERB	ADP	PRON
"('di_di_ADP', 'studiare_studiare_VERB', ""all'_a_ADP"")"	10	di studiare all'	di	studiare	all'	di	studiare	a	ADP	VERB	ADP
('suo_suo_DET', 'francese_francese_NOUN', 'è_essere_AUX')	10	suo francese è	suo	francese	è	suo	francese	essere	DET	NOUN	AUX
('si_si_PRON', 'può_potere_AUX', 'comprare_comprare_VERB')	10	si può comprare	si	può	comprare	si	potere	comprare	PRON	AUX	VERB
('non_non_ADV', 'voleva_volere_AUX', 'lavorare_lavorare_VERB')	10	non voleva lavorare	non	voleva	lavorare	non	volere	lavorare	ADV	AUX	VERB
('hai_avere_VERB', 'un_uno_DET', 'buon_buono_ADJ')	10	hai un buon	hai	un	buon	avere	uno	buono	VERB	DET	ADJ
('riuscivo_riuscire_VERB', 'a_a_ADP', 'trovare_trovare_VERB')	10	riuscivo a trovare	riuscivo	a	trovare	riuscire	a	trovare	VERB	ADP	VERB
('ha_avere_VERB', 'un_uno_DET', 'fiore_fiore_NOUN')	10	ha un fiore	ha	un	fiore	avere	uno	fiore	VERB	DET	NOUN
('di_di_ADP', 'fumare_fumare_VERB', 'e_e_CCONJ')	10		di	fumare	e	di	fumare	e	ADP	VERB	CCONJ
('fumare_fumare_VERB', 'e_e_CCONJ', 'di_di_ADP')	10		fumare	e	di	fumare	e	di	VERB	CCONJ	ADP
('e_e_CCONJ', 'di_di_ADP', 'bere_bere_VERB')	10	este smettere di fumare e di bere	e	di	bere	e	di	bere	CCONJ	ADP	VERB
('non_non_ADV', 'so_sapere_VERB', 'più_più_ADV')	10	non so più	non	so	più	non	sapere	più	ADV	VERB	ADV
"('chi_chi_PRON', ""l'_lo_PRON"", 'abbia_avere_AUX')"	10	chiedo chi l'abbia	chi	l'	abbia	chi	lo	avere	PRON	PRON	AUX
('un_uno_DET', 'altro_altro_ADJ', 'passo_passo_NOUN')	10	un altro passo	un	altro	passo	uno	altro	passo	DET	ADJ	NOUN
('io_io_PRON', 'ho_avere_AUX', 'giocato_giocare_VERB')	10	io ho giocato	io	ho	giocato	io	avere	giocare	PRON	AUX	VERB
('dal_da_ADP', 'profondo_profondo_NOUN', 'del_di_ADP')	10	dal profondo del	dal	profondo	del	da	profondo	di	ADP	NOUN	ADP
('coltello_coltello_NOUN', 'da_da_ADP', 'cucina_cucina_NOUN')	10	coltello da cucina	coltello	da	cucina	coltello	da	cucina	NOUN	ADP	NOUN
('sta_stare_AUX', 'cercando_cercare_VERB', 'il_il_DET')	10	sta cercando il	sta	cercando	il	stare	cercare	il	AUX	VERB	DET
('cercando_cercare_VERB', 'il_il_DET', 'suo_suo_DET')	10	cercando il suo	cercando	il	suo	cercare	il	suo	VERB	DET	DET
('dissero_dire_VERB', 'che_che_SCONJ', 'stavano_stare_AUX')	10	dissero che stavano	dissero	che	stavano	dire	che	stare	VERB	SCONJ	AUX
('lei_lei_PRON', 'ha_avere_AUX', 'iniziato_iniziare_VERB')	10	lei ha iniziato	lei	ha	iniziato	lei	avere	iniziare	PRON	AUX	VERB
('è_essere_AUX', 'il_il_DET', 'ristorante_ristorante_NOUN')	10	è il ristorante	è	il	ristorante	essere	il	ristorante	AUX	DET	NOUN
('nonno_nonno_NOUN', 'era_essere_AUX', 'un_uno_DET')	10	nonno era un	nonno	era	un	nonno	essere	uno	NOUN	AUX	DET
"('un_uno_DET', ""po'_poco_ADV"", 'geloso_geloso_ADJ')"	10	un po' geloso	un	po'	geloso	uno	poco	geloso	DET	ADV	ADJ
('molte_molto_DET', 'cose_cosa_NOUN', 'sui_su_ADP')	10	molte cose sui	molte	cose	sui	molto	cosa	su	DET	NOUN	ADP
('provo_provare_VERB', 'ad_a_ADP', 'essere_essere_AUX')	10	provo ad essere	provo	ad	essere	provare	a	essere	VERB	ADP	AUX
('non_non_ADV', 'toccare_toccare_VERB', 'la_il_DET')	10	non toccare la	non	toccare	la	non	toccare	il	ADV	VERB	DET
('è_essere_AUX', 'migliore_migliore_ADJ', 'del_di_ADP')	10	è migliore del	è	migliore	del	essere	migliore	di	AUX	ADJ	ADP
('a_a_ADP', 'un_uno_DET', 'altro_altro_ADJ')	10	are a un altro	a	un	altro	a	uno	altro	ADP	DET	ADJ
('brava_bravo_ADJ', 'a_a_ADP', 'golf_golf_NOUN')	10	brava a golf	brava	a	golf	bravo	a	golf	ADJ	ADP	NOUN
('lo_lo_PRON', 'posso_potere_AUX', 'dire_dire_VERB')	10	lo posso dire	lo	posso	dire	lo	potere	dire	PRON	AUX	VERB
('qualcosa_qualcosa_PRON', 'che_che_PRON', 'posso_potere_AUX')	10	qualcosa che posso	qualcosa	che	posso	qualcosa	che	potere	PRON	PRON	AUX
('perché_perché_ADV', 'qualcuno_qualcuno_PRON', 'non_non_ADV')	10	perché qualcuno non	perché	qualcuno	non	perché	qualcuno	non	ADV	PRON	ADV
('non_non_ADV', 'ha_avere_AUX', 'nuotato_nuotare_VERB')	10	non ha nuotato	non	ha	nuotato	non	avere	nuotare	ADV	AUX	VERB
('che_che_SCONJ', 'abbia_avere_AUX', 'detto_dire_VERB')	10	che abbia detto	che	abbia	detto	che	avere	dire	SCONJ	AUX	VERB
('cercando_cercare_VERB', 'di_di_ADP', 'non_non_ADV')	10	cercando di non	cercando	di	non	cercare	di	non	VERB	ADP	ADV
('non_non_ADV', 'beve_bere_VERB', 'caffè_caffè_NOUN')	10	non beve caffè	non	beve	caffè	non	bere	caffè	ADV	VERB	NOUN
('molto_molto_ADV', 'meglio_meglio_ADV', 'adesso_adesso_ADV')	10	molto meglio adesso	molto	meglio	adesso	molto	meglio	adesso	ADV	ADV	ADV
('sentito_sentire_VERB', 'quel_quello_DET', 'suono_suono_NOUN')	10	sentito quel suono	sentito	quel	suono	sentire	quello	suono	VERB	DET	NOUN
('riesce_riuscire_VERB', 'a_a_ADP', 'giocare_giocare_VERB')	10	riesce a giocare	riesce	a	giocare	riuscire	a	giocare	VERB	ADP	VERB
('perché_perché_ADV', 'qualcuno_qualcuno_PRON', 'vorrebbe_volere_AUX')	10	perché qualcuno vorrebbe	perché	qualcuno	vorrebbe	perché	qualcuno	volere	ADV	PRON	AUX
"('morto_morire_VERB', ""l'_il_DET"", 'anno_anno_NOUN')"	10	morto l'anno	morto	l'	anno	morire	il	anno	VERB	DET	NOUN
('stufato_stufare_NOUN', 'di_di_ADP', 'manzo_manzo_NOUN')	10	stufato di manzo	stufato	di	manzo	stufare	di	manzo	NOUN	ADP	NOUN
"('tutte_tutto_PRON', ""d'_di_ADP"", 'accordo_accordo_NOUN')"	10	tutte d'accordo	tutte	d'	accordo	tutto	di	accordo	PRON	ADP	NOUN
('cercato_cercare_VERB', 'di_di_ADP', 'farlo_fare_VERB')	10	cercato di farlo	cercato	di	farlo	cercare	di	fare	VERB	ADP	VERB
('raramente_raramente_ADV', 'a_a_ADP', 'casa_casa_NOUN')	10	raramente a casa	raramente	a	casa	raramente	a	casa	ADV	ADP	NOUN
('ad_a_ADP', 'ascoltare_ascoltare_VERB', 'la_il_DET')	10	ad ascoltare la	ad	ascoltare	la	a	ascoltare	il	ADP	VERB	DET
('la_il_DET', 'prima_primo_ADJ', 'a_a_ADP')	10	la	la	prima	a	il	primo	a	DET	ADJ	ADP
"('state_essere_AUX', 'imparando_imparare_VERB', ""l'_il_DET"")"	10	state imparando l'	state	imparando	l'	essere	imparare	il	AUX	VERB	DET
"('imparando_imparare_VERB', ""l'_il_DET"", 'arabo_arabo_NOUN')"	10	imparando l'arabo	imparando	l'	arabo	imparare	il	arabo	VERB	DET	NOUN
('di_di_ADP', 'quanto_quanto_PRON', 'pensa_pensare_VERB')	10	di quanto pensa	di	quanto	pensa	di	quanto	pensare	ADP	PRON	VERB
('iniziato_iniziare_VERB', 'a_a_ADP', 'piovere_piovere_VERB')	10	iniziato a piovere	iniziato	a	piovere	iniziare	a	piovere	VERB	ADP	VERB
('vuol_volere_AUX', 'dire_dire_VERB', 'questa_questo_DET')	10	vuol dire questa	vuol	dire	questa	volere	dire	questo	AUX	VERB	DET
('un_uno_DET', 'film_film_NOUN', 'francese_francese_ADJ')	10	un film francese	un	film	francese	uno	film	francese	DET	NOUN	ADJ
('tennis_tennis_NOUN', 'la_il_DET', 'domenica_domenica_NOUN')	10	tennis la domenica	tennis	la	domenica	tennis	il	domenica	NOUN	DET	NOUN
('è_essere_AUX', 'una_uno_DET', 'piccola_piccolo_ADJ')	10	è una piccola	è	una	piccola	essere	uno	piccolo	AUX	DET	ADJ
('lasciare_lasciare_VERB', 'entrare_entrare_VERB', 'il_il_DET')	10	lasciare entrare il	lasciare	entrare	il	lasciare	entrare	il	VERB	VERB	DET
('hanno_avere_AUX', 'perso_perdere_VERB', 'le_il_DET')	10	hanno perso le	hanno	perso	le	avere	perdere	il	AUX	VERB	DET
('perso_perdere_VERB', 'le_il_DET', 'loro_loro_DET')	10	perso le loro	perso	le	loro	perdere	il	loro	VERB	DET	DET
('fumare_fumare_VERB', 'una_uno_DET', 'sigaretta_sigaretta_NOUN')	10	fumare una sigaretta	fumare	una	sigaretta	fumare	uno	sigaretta	VERB	DET	NOUN
"(""c'_ci_PRON"", 'era_essere_VERB', 'molta_molto_DET')"	10	c'era molta	c'	era	molta	ci	essere	molto	PRON	VERB	DET
('nella_in_ADP', 'camera_camera_NOUN', 'da_da_ADP')	10	nella camera da	nella	camera	da	in	camera	da	ADP	NOUN	ADP
('dammi_dare_VERB', 'una_uno_DET', 'mano_mano_NOUN')	10	dammi una mano	dammi	una	mano	dare	uno	mano	VERB	DET	NOUN
('sono_essere_AUX', 'così_così_ADV', 'fiero_fiero_ADJ')	10	sono così fiero	sono	così	fiero	essere	così	fiero	AUX	ADV	ADJ
('essere_essere_AUX', 'uno_uno_DET', 'scienziato_scienziato_NOUN')	10	essere uno scienziato	essere	uno	scienziato	essere	uno	scienziato	AUX	DET	NOUN
('non_non_ADV', 'stavo_essere_AUX', 'cercando_cercare_VERB')	10	non stavo cercando	non	stavo	cercando	non	essere	cercare	ADV	AUX	VERB
('io_io_PRON', 'ho_avere_AUX', 'smesso_smettere_VERB')	10	io ho smesso	io	ho	smesso	io	avere	smettere	PRON	AUX	VERB
"('è_essere_AUX', 'andata_andare_VERB', ""all'_a_ADP"")"	10	è andata all'	è	andata	all'	essere	andare	a	AUX	VERB	ADP
('o_o_CCONJ', 'in_in_ADP', 'auto_auto_NOUN')	10	o	o	in	auto	o	in	auto	CCONJ	ADP	NOUN
('scavando_scavare_VERB', 'una_uno_DET', 'buca_buca_NOUN')	10	scavando una buca	scavando	una	buca	scavare	uno	buca	VERB	DET	NOUN
('è_essere_AUX', 'un_uno_DET', 'batterista_batterista_NOUN')	10	è un batterista	è	un	batterista	essere	uno	batterista	AUX	DET	NOUN
('il_il_DET', 'latte_latte_NOUN', 'in_in_ADP')	10	il latte in	il	latte	in	il	latte	in	DET	NOUN	ADP
('tipo_tipo_NOUN', 'di_di_ADP', 'vino_vino_NOUN')	10	tipo di vino	tipo	di	vino	tipo	di	vino	NOUN	ADP	NOUN
('una_uno_DET', 'canzone_canzone_NOUN', 'su_su_ADP')	10	una canzone su	una	canzone	su	uno	canzone	su	DET	NOUN	ADP
('mi_mi_PRON', 'riesco_riuscire_VERB', 'a_a_ADP')	10	mi riesco a	mi	riesco	a	mi	riuscire	a	PRON	VERB	ADP
('in_in_ADP', 'mezzo_mezzo_NOUN', 'alla_a_ADP')	10	in mezzo alla	in	mezzo	alla	in	mezzo	a	ADP	NOUN	ADP
('inciampare_inciampare_VERB', 'e_e_CCONJ', 'cadere_cadere_VERB')	10	inciampare e cadere	inciampare	e	cadere	inciampare	e	cadere	VERB	CCONJ	VERB
('dista_distare_VERB', 'la_il_DET', 'stazione_stazione_NOUN')	10	dista la stazione	dista	la	stazione	distare	il	stazione	VERB	DET	NOUN
('la_il_DET', 'stazione_stazione_NOUN', 'dal_da_ADP')	10	la stazione dal	la	stazione	dal	il	stazione	da	DET	NOUN	ADP
('stazione_stazione_NOUN', 'dal_da_ADP', 'municipio_municipio_NOUN')	10	stazione dal municipio	stazione	dal	municipio	stazione	da	municipio	NOUN	ADP	NOUN
('non_non_ADV', 'vado_andare_VERB', 'più_più_ADV')	10	non vado più	non	vado	più	non	andare	più	ADV	VERB	ADV
('lo_lo_PRON', 'debbano_dovere_AUX', 'fare_fare_VERB')	10	lo debbano fare	lo	debbano	fare	lo	dovere	fare	PRON	AUX	VERB
('è_essere_AUX', 'appassionata_appassionato_ADJ', 'di_di_ADP')	10	è appassionata di	è	appassionata	di	essere	appassionato	di	AUX	ADJ	ADP
('lo_lo_PRON', 'faccia_fare_VERB', 'da_da_ADP')	10	lo faccia da	lo	faccia	da	lo	fare	da	PRON	VERB	ADP
('seguito_seguire_VERB', 'il_il_DET', 'consiglio_consiglio_NOUN')	10	seguito il consiglio	seguito	il	consiglio	seguire	il	consiglio	VERB	DET	NOUN
('guardando_guardare_VERB', 'la_il_DET', 'televisione_televisione_NOUN')	10	guardando la televisione	guardando	la	televisione	guardare	il	televisione	VERB	DET	NOUN
('voi_voi_PRON', 'avete_avere_VERB', 'il_il_DET')	10	voi avete il	voi	avete	il	voi	avere	il	PRON	VERB	DET
('siete_essere_AUX', 'arrivati_arrivare_VERB', 'qui_qui_ADV')	10	siete arrivati qui	siete	arrivati	qui	essere	arrivare	qui	AUX	VERB	ADV
('con_con_ADP', 'mia_mio_DET', 'madre_madre_NOUN')	10	con mia madre	con	mia	madre	con	mio	madre	ADP	DET	NOUN
('davanti_davanti_ADV', 'a_a_ADP', 'me_me_PRON')	10	davanti a me	davanti	a	me	davanti	a	me	ADV	ADP	PRON
"(""l'_il_DET"", 'orario_orario_NOUN', 'di_di_ADP')"	10	l'orario di	l'	orario	di	il	orario	di	DET	NOUN	ADP
('è_essere_AUX', 'il_il_DET', 'dizionario_dizionario_NOUN')	10	è il dizionario	è	il	dizionario	essere	il	dizionario	AUX	DET	NOUN
('più_più_ADV', 'esperienza_esperienza_NOUN', 'di_di_ADP')	10	più esperienza di	più	esperienza	di	più	esperienza	di	ADV	NOUN	ADP
('a_a_ADP', 'casa_casa_NOUN', 'fino_fino_ADV')	10	andare a casa fino	a	casa	fino	a	casa	fino	ADP	NOUN	ADV
('indossando_indossare_VERB', 'dei_di_ADP', 'guanti_guanto_NOUN')	10	indossando dei guanti	indossando	dei	guanti	indossare	di	guanto	VERB	ADP	NOUN
('io_io_PRON', 'sono_essere_AUX', 'occupato_occupare_VERB')	10	io sono occupato	io	sono	occupato	io	essere	occupare	PRON	AUX	VERB
('potrei_potere_AUX', 'provare_provare_VERB', 'a_a_ADP')	10	potrei prova	potrei	provare	a	potere	provare	a	AUX	VERB	ADP
('non_non_ADV', 'mi_mi_PRON', 'ascolterà_ascoltare_VERB')	10	non mi ascolterà	non	mi	ascolterà	non	mi	ascoltare	ADV	PRON	VERB
('ha_avere_AUX', 'seguito_seguire_VERB', 'il_il_DET')	10	ha seguito il	ha	seguito	il	avere	seguire	il	AUX	VERB	DET
('è_essere_AUX', 'come_come_ADP', 'sua_suo_DET')	10	è come sua	è	come	sua	essere	come	suo	AUX	ADP	DET
('ma_ma_CCONJ', 'io_io_PRON', 'non_non_ADV')	10	ma io non	ma	io	non	ma	io	non	CCONJ	PRON	ADV
('sta_stare_AUX', 'facendo_fare_VERB', 'impazzire_impazzire_VERB')	10	sta facendo impazzire	sta	facendo	impazzire	stare	fare	impazzire	AUX	VERB	VERB
('un_uno_DET', 'pessimo_pessimo_ADJ', 'lavoro_lavoro_NOUN')	10	un pessimo lavoro	un	pessimo	lavoro	uno	pessimo	lavoro	DET	ADJ	NOUN
('questo_questo_DET', 'problema_problema_NOUN', 'è_essere_AUX')	10	questo problema è	questo	problema	è	questo	problema	essere	DET	NOUN	AUX
"('aver_avere_AUX', 'visto_vedere_VERB', ""l'_il_DET"")"	10	aver visto l'	aver	visto	l'	avere	vedere	il	AUX	VERB	DET
('che_che_SCONJ', 'è_essere_AUX', 'già_già_ADV')	10	che è già	che	è	già	che	essere	già	SCONJ	AUX	ADV
('il_il_DET', 'figlio_figlio_NOUN', 'del_di_ADP')	10	il figlio del	il	figlio	del	il	figlio	di	DET	NOUN	ADP
"('non_non_ADV', 'ha_avere_VERB', ""un'_uno_DET"")"	10	non ha un'	non	ha	un'	non	avere	uno	ADV	VERB	DET
('prenda_prendere_VERB', 'in_in_ADP', 'giro_giro_NOUN')	10	prenda in giro	prenda	in	giro	prendere	in	giro	VERB	ADP	NOUN
('avrei_avere_AUX', 'dovuto_dovere_AUX', 'studiare_studiare_VERB')	10	avrei dovuto studiare	avrei	dovuto	studiare	avere	dovere	studiare	AUX	AUX	VERB
('riesco_riuscire_VERB', 'a_a_ADP', 'sentirti_sentire_VERB')	10	riesco a sentirti	riesco	a	sentirti	riuscire	a	sentire	VERB	ADP	VERB
('hai_avere_AUX', 'visto_vedere_VERB', 'un_uno_DET')	10	hai visto un	hai	visto	un	avere	vedere	uno	AUX	VERB	DET
('abbiamo_avere_VERB', 'tutto_tutto_DET', 'quello_quello_PRON')	10	abbiamo tutto quello	abbiamo	tutto	quello	avere	tutto	quello	VERB	DET	PRON
('loro_loro_PRON', 'un_uno_DET', 'passaggio_passaggio_NOUN')	10	loro un passaggio	loro	un	passaggio	loro	uno	passaggio	PRON	DET	NOUN
('non_non_ADV', 'era_essere_AUX', 'troppo_troppo_ADV')	10	non era troppo	non	era	troppo	non	essere	troppo	ADV	AUX	ADV
('che_che_SCONJ', 'volevo_volere_AUX', 'andare_andare_VERB')	10	che volevo andare	che	volevo	andare	che	volere	andare	SCONJ	AUX	VERB
('ho_avere_VERB', 'un_uno_DET', 'figlio_figlio_NOUN')	10	ho un figlio	ho	un	figlio	avere	uno	figlio	VERB	DET	NOUN
('mi_mi_PRON', 'ha_avere_AUX', 'svegliato_svegliare_VERB')	10	mi ha svegliato	mi	ha	svegliato	mi	avere	svegliare	PRON	AUX	VERB
('non_non_ADV', 'piace_piacere_VERB', 'che_che_SCONJ')	10	non piace che	non	piace	che	non	piacere	che	ADV	VERB	SCONJ
('avete_avere_VERB', 'una_uno_DET', 'casa_casa_NOUN')	10	avete una casa	avete	una	casa	avere	uno	casa	VERB	DET	NOUN
('fiero_fiero_ADJ', 'di_di_ADP', 'mio_mio_DET')	10	fiero di mio	fiero	di	mio	fiero	di	mio	ADJ	ADP	DET
('avete_avere_AUX', 'sentito_sentire_VERB', 'la_il_DET')	10	avete sentito la	avete	sentito	la	avere	sentire	il	AUX	VERB	DET
('nessuno_nessuno_PRON', 'sa_sapere_VERB', 'cosa_cosa_PRON')	10	nessuno sa cosa	nessuno	sa	cosa	nessuno	sapere	cosa	PRON	VERB	PRON
('cosa_cosa_PRON', 'intendi_intendere_VERB', 'fare_fare_VERB')	10	cosa intendi fare	cosa	intendi	fare	cosa	intendere	fare	PRON	VERB	VERB
('sta_stare_AUX', 'comportando_comportare_VERB', 'in_in_ADP')	10	sta comportando in	sta	comportando	in	stare	comportare	in	AUX	VERB	ADP
('chiesto_chiedere_VERB', 'dei_di_ADP', 'consigli_consiglio_NOUN')	10	chiesto dei consigli	chiesto	dei	consigli	chiedere	di	consiglio	VERB	ADP	NOUN
('cercando_cercare_VERB', 'di_di_ADP', 'proteggervi_proteggere_VERB')	10	cercando di proteggervi	cercando	di	proteggervi	cercare	di	proteggere	VERB	ADP	VERB
('alcun_alcuno_DET', 'posto_posto_NOUN', 'in_in_ADP')	10	alcun posto in	alcun	posto	in	alcuno	posto	in	DET	NOUN	ADP
('posso_potere_AUX', 'andare_andare_VERB', 'in_in_ADP')	10	posso andare in	posso	andare	in	potere	andare	in	AUX	VERB	ADP
('se_se_SCONJ', 'non_non_ADV', 'le_le_PRON')	10	se non le	se	non	le	se	non	le	SCONJ	ADV	PRON
('si_si_PRON', 'coprì_coprire_VERB', 'la_il_DET')	10	si coprì la	si	coprì	la	si	coprire	il	PRON	VERB	DET
('la_il_DET', 'libertà_libertà_NOUN', 'è_essere_AUX')	10	la libertà è	la	libertà	è	il	libertà	essere	DET	NOUN	AUX
('è_essere_AUX', 'una_uno_DET', 'menzogna_menzogna_NOUN')	10	è una menzogna	è	una	menzogna	essere	uno	menzogna	AUX	DET	NOUN
('mio_mio_DET', 'nome_nome_NOUN', 'non_non_ADV')	10	mio nome non	mio	nome	non	mio	nome	non	DET	NOUN	ADV
('ricevetti_ricevere_VERB', 'una_uno_DET', 'lettera_lettera_NOUN')	10	ricevetti una lettera	ricevetti	una	lettera	ricevere	uno	lettera	VERB	DET	NOUN
('essere_essere_AUX', 'più_più_ADV', 'specifico_specifico_ADJ')	10	essere più specifico	essere	più	specifico	essere	più	specifico	AUX	ADV	ADJ
('non_non_ADV', 'poteva_potere_AUX', 'più_più_ADV')	10	non poteva più	non	poteva	più	non	potere	più	ADV	AUX	ADV
"('paura_paura_NOUN', ""dell'_di_ADP"", 'acqua_acqua_NOUN')"	10	paura dell'acqua	paura	dell'	acqua	paura	di	acqua	NOUN	ADP	NOUN
