gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('riesco_riuscire_VERB', 'a_a_ADP', 'farlo_fare_VERB')	5	riesco a farlo	riesco	a	farlo	riuscire	a	fare	VERB	ADP	VERB	
('ha_avere_AUX', 'messo_mettere_VERB', 'le_il_DET')	5	ha messo le	ha	messo	le	avere	mettere	il	AUX	VERB	DET	
('stato_essere_AUX', 'detto_dire_VERB', 'che_che_SCONJ')	5	stato detto che	stato	detto	che	essere	dire	che	AUX	VERB	SCONJ	
"(""c'_ci_PRON"", 'è_essere_VERB', 'che_che_PRON')"	5	c'è che	c'	è	che	ci	essere	che	PRON	VERB	PRON	
('è_essere_VERB', 'che_che_PRON', 'non_non_ADV')	5	è che non	è	che	non	essere	che	non	VERB	PRON	ADV	
('è_essere_AUX', 'il_il_DET', 'posto_posto_NOUN')	5	è il posto	è	il	posto	essere	il	posto	AUX	DET	NOUN	
('che_che_PRON', 'le_le_PRON', 'ho_avere_AUX')	5	che le ho	che	le	ho	che	le	avere	PRON	PRON	AUX	
('che_che_SCONJ', 'voi_voi_PRON', 'conosciate_conosciare_VERB')	5	che voi conosciate	che	voi	conosciate	che	voi	conosciare	SCONJ	PRON	VERB	
('io_io_PRON', 'ho_avere_VERB', 'ancora_ancora_ADV')	5	io ho ancora	io	ho	ancora	io	avere	ancora	PRON	VERB	ADV	
"(""l'_il_DET"", 'acqua_acqua_NOUN', 'era_essere_AUX')"	5	l'acqua era	l'	acqua	era	il	acqua	essere	DET	NOUN	AUX	
('stava_stare_VERB', 'per_per_ADP', 'morire_morire_VERB')	5	stava per morire	stava	per	morire	stare	per	morire	VERB	ADP	VERB	
('io_io_PRON', 'non_non_ADV', 'volevo_volere_VERB')	5	io non volevo	io	non	volevo	io	non	volere	PRON	ADV	VERB	
('apprezzo_apprezzare_VERB', 'davvero_davvero_ADV', 'la_il_DET')	5	apprezzo davvero la	apprezzo	davvero	la	apprezzare	davvero	il	VERB	ADV	DET	
('non_non_ADV', 'te_te_PRON', 'ne_ne_PRON')	5	non te ne	non	te	ne	non	te	ne	ADV	PRON	PRON	
('deve_dovere_AUX', 'essere_essere_AUX', 'stato_essere_AUX')	5	deve essere stato	deve	essere	stato	dovere	essere	essere	AUX	AUX	AUX	
('è_essere_VERB', 'un_uno_DET', 'problema_problema_NOUN')	5	è un problema	è	un	problema	essere	uno	problema	VERB	DET	NOUN	
('potrebbe_potere_AUX', 'essere_essere_AUX', 'un_uno_DET')	5	potrebbe essere un	potrebbe	essere	un	potere	essere	uno	AUX	AUX	DET	
('come_come_ADV', 'se_se_SCONJ', 'fossi_essere_AUX')	5	come se fossi	come	se	fossi	come	se	essere	ADV	SCONJ	AUX	
('paio_paio_NOUN', 'di_di_ADP', 'stivali_stivale_NOUN')	5	paio di stivali	paio	di	stivali	paio	di	stivale	NOUN	ADP	NOUN	
('la_il_DET', 'tua_tuo_DET', 'borsa_borsa_NOUN')	5	la tua borsa	la	tua	borsa	il	tuo	borsa	DET	DET	NOUN	
('farvi_fare_VERB', 'del_di_ADP', 'male_male_NOUN')	5	farvi del male	farvi	del	male	fare	di	male	VERB	ADP	NOUN	
('al_a_ADP', 'cane_cane_NOUN', 'di_di_ADP')	5		al	cane	di	a	cane	di	ADP	NOUN	ADP	
('aiutare_aiutare_VERB', 'a_a_ADP', 'trovare_trovare_VERB')	5	aiutare a trovare	aiutare	a	trovare	aiutare	a	trovare	VERB	ADP	VERB	
('trovare_trovare_VERB', 'il_il_DET', 'posto_posto_NOUN')	5	trovare il posto	trovare	il	posto	trovare	il	posto	VERB	DET	NOUN	
('qualche_qualche_DET', 'anno_anno_NOUN', 'fa_fa_ADV')	5	qualche anno fa	qualche	anno	fa	qualche	anno	fa	DET	NOUN	ADV	
('era_essere_VERB', 'molta_molto_DET', 'gente_gente_NOUN')	5	era molta gente	era	molta	gente	essere	molto	gente	VERB	DET	NOUN	
('disse_dire_VERB', 'che_che_SCONJ', 'aveva_avere_AUX')	5	disse che aveva	disse	che	aveva	dire	che	avere	VERB	SCONJ	AUX	
('io_io_PRON', 'penso_pensare_VERB', 'ancora_ancora_ADV')	5	io penso ancora	io	penso	ancora	io	pensare	ancora	PRON	VERB	ADV	
('io_io_PRON', 'non_non_ADV', 'vado_andare_VERB')	5	io non vado	io	non	vado	io	non	andare	PRON	ADV	VERB	
('io_io_PRON', 'sono_essere_AUX', 'al_a_ADP')	5	io sono al	io	sono	al	io	essere	a	PRON	AUX	ADP	
('sono_essere_AUX', 'al_a_ADP', 'lavoro_lavoro_NOUN')	5	sono al lavoro	sono	al	lavoro	essere	a	lavoro	AUX	ADP	NOUN	
('loro_loro_PRON', 'mi_mi_PRON', 'hanno_avere_AUX')	5	loro mi hanno	loro	mi	hanno	loro	mi	avere	PRON	PRON	AUX	
('il_il_DET', 'suo_suo_DET', 'vecchio_vecchio_ADJ')	5	il suo vecchio	il	suo	vecchio	il	suo	vecchio	DET	DET	ADJ	
('ancora_ancora_ADV', 'nella_in_ADP', 'sua_suo_DET')	5	ancora nella sua	ancora	nella	sua	ancora	in	suo	ADV	ADP	DET	
('ci_ci_PRON', 'sono_essere_VERB', 'alcuni_alcuno_DET')	5	ci sono alcuni	ci	sono	alcuni	ci	essere	alcuno	PRON	VERB	DET	
('a_a_ADP', 'fare_fare_VERB', 'acquisti_acquisto_NOUN')	5	andare a fare acquisti	a	fare	acquisti	a	fare	acquisto	ADP	VERB	NOUN	
('si_si_PRON', 'stava_stare_AUX', 'nascondendo_nascondere_VERB')	5	si stava nascondendo	si	stava	nascondendo	si	stare	nascondere	PRON	AUX	VERB	
('era_essere_AUX', 'al_a_ADP', 'verde_verde_NOUN')	5	era al verde	era	al	verde	essere	a	verde	AUX	ADP	NOUN	
('mi_mi_PRON', 'riesco_riuscire_VERB', 'a_a_ADP')	5	mi riesco a	mi	riesco	a	mi	riuscire	a	PRON	VERB	ADP	
('in_in_ADP', 'vita_vita_NOUN', 'mia_mio_DET')	5	in vita mia	in	vita	mia	in	vita	mio	ADP	NOUN	DET	
"(""c'_ci_PRON"", 'era_essere_VERB', 'molta_molto_DET')"	5	c'era molta	c'	era	molta	ci	essere	molto	PRON	VERB	DET	
('ha_avere_AUX', 'mai_mai_ADV', 'vista_vedere_VERB')	5	ha mai vista	ha	mai	vista	avere	mai	vedere	AUX	ADV	VERB	
('è_essere_AUX', 'un_uno_DET', 'dizionario_dizionario_NOUN')	5	è un dizionario	è	un	dizionario	essere	uno	dizionario	AUX	DET	NOUN	
('un_uno_DET', 'certo_certo_ADJ', 'signor_signore_NOUN')	5	un certo signor	un	certo	signor	uno	certo	signore	DET	ADJ	NOUN	
('non_non_ADV', 'sarà_essere_AUX', 'qua_qua_ADV')	5	non sarà qua	non	sarà	qua	non	essere	qua	ADV	AUX	ADV	
('faccia_faccia_VERB', 'quello_quello_PRON', 'che_che_PRON')	5	faccia quello che	faccia	quello	che	faccia	quello	che	VERB	PRON	PRON	
('abbiamo_avere_AUX', 'preso_prendere_VERB', 'un_uno_DET')	5	abbiamo preso un	abbiamo	preso	un	avere	prendere	uno	AUX	VERB	DET	
('è_essere_AUX', 'molto_molto_ADV', 'vecchio_vecchio_ADJ')	5	è molto vecchio	è	molto	vecchio	essere	molto	vecchio	AUX	ADV	ADJ	
('noi_noi_PRON', 'abbiamo_avere_AUX', 'parlato_parlare_VERB')	5	noi abbiamo parlato	noi	abbiamo	parlato	noi	avere	parlare	PRON	AUX	VERB	
('il_il_DET', 'tipo_tipo_NOUN', 'di_di_ADP')	5	il tipo di	il	tipo	di	il	tipo	di	DET	NOUN	ADP	
('parlare_parlare_VERB', 'in_in_ADP', 'inglese_inglese_NOUN')	5	parlare in inglese	parlare	in	inglese	parlare	in	inglese	VERB	ADP	NOUN	
('le_il_DET', 'cose_cosa_NOUN', 'troppo_troppo_ADV')	5	le cose troppo	le	cose	troppo	il	cosa	troppo	DET	NOUN	ADV	
('dato_dare_VERB', 'la_il_DET', 'sua_suo_DET')	5	dato la sua	dato	la	sua	dare	il	suo	VERB	DET	DET	
('una_uno_DET', 'partita_partita_NOUN', 'a_a_ADP')	5		una	partita	a	uno	partita	a	DET	NOUN	ADP	
('stava_stare_AUX', 'cercando_cercare_VERB', 'di_di_ADP')	5	stava cercando di	stava	cercando	di	stare	cercare	di	AUX	VERB	ADP	
('sono_essere_AUX', 'cresciuto_crescere_VERB', 'in_in_ADP')	5	sono cresciuto in	sono	cresciuto	in	essere	crescere	in	AUX	VERB	ADP	
('disse_dire_VERB', 'che_che_SCONJ', 'mi_mi_PRON')	5	disse che mi	disse	che	mi	dire	che	mi	VERB	SCONJ	PRON	
"('che_che_SCONJ', 'sia_essere_AUX', ""un'_uno_DET"")"	5	che sia un'	che	sia	un'	che	essere	uno	SCONJ	AUX	DET	
('tornata_tornare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	5	tornata a casa	tornata	a	casa	tornare	a	casa	VERB	ADP	NOUN	
('possiamo_potere_AUX', 'parlare_parlare_VERB', 'con_con_ADP')	5	possiamo parlare con	possiamo	parlare	con	potere	parlare	con	AUX	VERB	ADP	
('il_il_DET', 'cane_cane_NOUN', 'sta_stare_AUX')	5	il cane sta	il	cane	sta	il	cane	stare	DET	NOUN	AUX	
('andate_andare_VERB', 'a_a_ADP', 'letto_letto_NOUN')	5	andate a letto	andate	a	letto	andare	a	letto	VERB	ADP	NOUN	
('amici_amico_NOUN', 'con_con_ADP', 'cui_cui_PRON')	5	amici con cui	amici	con	cui	amico	con	cui	NOUN	ADP	PRON	
('è_essere_AUX', 'caduto_cadere_VERB', 'dal_da_ADP')	5	è caduto dal	è	caduto	dal	essere	cadere	da	AUX	VERB	ADP	
('è_essere_AUX', 'giovane_giovane_ADJ', 'e_e_CCONJ')	5	è giovane	è	giovane	e	essere	giovane	e	AUX	ADJ	CCONJ	
('rispondere_rispondere_VERB', 'alla_a_ADP', 'tua_tuo_DET')	5	rispondere alla tua	rispondere	alla	tua	rispondere	a	tuo	VERB	ADP	DET	
('so_sapere_VERB', 'di_di_ADP', 'non_non_ADV')	5	so di non	so	di	non	sapere	di	non	VERB	ADP	ADV	
('aereo_aereo_NOUN', 'è_essere_AUX', 'arrivato_arrivare_VERB')	5	aereo è arrivato	aereo	è	arrivato	aereo	essere	arrivare	NOUN	AUX	VERB	
('ha_avere_AUX', 'rotto_rompere_VERB', 'il_il_DET')	5	ha rotto il	ha	rotto	il	avere	rompere	il	AUX	VERB	DET	
('piace_piacere_VERB', 'il_il_DET', 'trekking_trekking_NOUN')	5	piace il trekking	piace	il	trekking	piacere	il	trekking	VERB	DET	NOUN	
('si_si_PRON', 'è_essere_AUX', 'lavato_lavare_VERB')	5	si è lavato	si	è	lavato	si	essere	lavare	PRON	AUX	VERB	
('ho_avere_AUX', 'ancora_ancora_ADV', 'deciso_decidere_VERB')	5	ho ancora deciso	ho	ancora	deciso	avere	ancora	decidere	AUX	ADV	VERB	
('sto_essere_AUX', 'chiedendo_chiedere_VERB', 'a_a_ADP')	5	sto chiedendo a	sto	chiedendo	a	essere	chiedere	a	AUX	VERB	ADP	
('molto_molto_ADV', 'fieri_fiero_ADJ', 'di_di_ADP')	5	molto fieri di	molto	fieri	di	molto	fiero	di	ADV	ADJ	ADP	
('lo_lo_PRON', 'farò_fare_VERB', 'io_io_PRON')	5	lo dici a loro, lo farò io	lo	farò	io	lo	fare	io	PRON	VERB	PRON	
('è_essere_AUX', 'piaciuto_piacere_VERB', 'leggere_leggere_VERB')	5	è piaciuto leggere	è	piaciuto	leggere	essere	piacere	leggere	AUX	VERB	VERB	
('piaciuto_piacere_VERB', 'leggere_leggere_VERB', 'questo_questo_DET')	5	piaciuto leggere questo	piaciuto	leggere	questo	piacere	leggere	questo	VERB	VERB	DET	
('la_il_DET', 'bottiglia_bottiglia_NOUN', 'è_essere_AUX')	5	la bottiglia è	la	bottiglia	è	il	bottiglia	essere	DET	NOUN	AUX	
('è_essere_AUX', 'colui_colui_PRON', 'che_che_PRON')	5	è colui che	è	colui	che	essere	colui	che	AUX	PRON	PRON	
('promesso_promettere_VERB', 'che_che_SCONJ', 'sarebbe_essere_AUX')	5	promesso che sarebbe	promesso	che	sarebbe	promettere	che	essere	VERB	SCONJ	AUX	
('lì_lì_ADV', 'per_per_ADP', 'parlare_parlare_VERB')	5	lì per parlare	lì	per	parlare	lì	per	parlare	ADV	ADP	VERB	
('voi_voi_PRON', 'piacciono_piacere_VERB', 'i_il_DET')	5	voi	voi	piacciono	i	voi	piacere	il	PRON	VERB	DET	
('abbiamo_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	5	abbiamo intenzione di	abbiamo	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP	
('polizia_polizia_NOUN', 'ha_avere_AUX', 'arrestato_arrestare_VERB')	5	polizia ha arrestato	polizia	ha	arrestato	polizia	avere	arrestare	NOUN	AUX	VERB	
('ha_avere_AUX', 'sparato_sparare_VERB', 'a_a_ADP')	5	ha	ha	sparato	a	avere	sparare	a	AUX	VERB	ADP	
('sembra_sembrare_VERB', 'che_che_SCONJ', 'si_si_PRON')	5	sembra che si	sembra	che	si	sembrare	che	si	VERB	SCONJ	PRON	
('in_in_ADP', 'questo_questo_DET', 'fiume_fiume_NOUN')	5	in questo fiume	in	questo	fiume	in	questo	fiume	ADP	DET	NOUN	
('per_per_ADP', 'la_il_DET', 'musica_musica_NOUN')	5	per la musica	per	la	musica	per	il	musica	ADP	DET	NOUN	
('ciò_ciò_PRON', 'che_che_PRON', 'gli_gli_PRON')	5	ciò che gli	ciò	che	gli	ciò	che	gli	PRON	PRON	PRON	
('si_si_PRON', 'sta_stare_AUX', 'lavando_lavare_VERB')	5	si sta lavando	si	sta	lavando	si	stare	lavare	PRON	AUX	VERB	
('ha_avere_AUX', 'ringraziato_ringraziare_VERB', 'per_per_ADP')	5	ha ringraziato per	ha	ringraziato	per	avere	ringraziare	per	AUX	VERB	ADP	
('mi_mi_PRON', 'sento_sentire_VERB', 'un_uno_DET')	5	mi sento un	mi	sento	un	mi	sentire	uno	PRON	VERB	DET	
('una_uno_DET', 'macchina_macchina_NOUN', 'fotografica_fotografico_ADJ')	5	una macchina fotografica	una	macchina	fotografica	uno	macchina	fotografico	DET	NOUN	ADJ	
('non_non_ADV', 'mangia_mangiare_VERB', 'carne_carne_NOUN')	5	non mangia carne	non	mangia	carne	non	mangiare	carne	ADV	VERB	NOUN	
('che_che_DET', 'cosa_cosa_PRON', 'volete_volere_AUX')	5	che cosa volete	che	cosa	volete	che	cosa	volere	DET	PRON	AUX	
('che_che_SCONJ', 'si_si_PRON', 'sta_stare_AUX')	5	che si sta	che	si	sta	che	si	stare	SCONJ	PRON	AUX	
('loro_loro_PRON', 'di_di_ADP', 'sbrigarsi_sbrigare_VERB')	5	loro di sbrigarsi	loro	di	sbrigarsi	loro	di	sbrigare	PRON	ADP	VERB	
('si_si_PRON', 'è_essere_AUX', 'laureato_laureare_VERB')	5	si è laureato	si	è	laureato	si	essere	laureare	PRON	AUX	VERB	
('che_che_PRON', 'le_le_PRON', 'ha_avere_AUX')	5	che le ha	che	le	ha	che	le	avere	PRON	PRON	AUX	
('lui_lui_PRON', 'piace_piacere_VERB', 'il_il_DET')	5	lui piace il	lui	piace	il	lui	piacere	il	PRON	VERB	DET	
('è_essere_AUX', 'andata_andare_VERB', 'con_con_ADP')	5	è andata con	è	andata	con	essere	andare	con	AUX	VERB	ADP	
('non_non_ADV', 'è_essere_AUX', 'lei_lei_PRON')	5	non è lei	non	è	lei	non	essere	lei	ADV	AUX	PRON	
('pensavo_pensare_VERB', 'di_di_ADP', 'aver_avere_AUX')	5	pensavo di aver	pensavo	di	aver	pensare	di	avere	VERB	ADP	AUX	
('lei_lei_PRON', 'non_non_ADV', 'sembra_sembrare_VERB')	5	lei non sembra	lei	non	sembra	lei	non	sembrare	PRON	ADV	VERB	
('non_non_ADV', 'capisco_capire_VERB', 'il_il_DET')	5	non capisco il	non	capisco	il	non	capire	il	ADV	VERB	DET	
('sto_stare_AUX', 'aspettando_aspettare_VERB', 'che_che_SCONJ')	5	sto aspettando che	sto	aspettando	che	stare	aspettare	che	AUX	VERB	SCONJ	
('non_non_ADV', 'posso_potere_AUX', 'vedere_vedere_VERB')	5	non posso vedere	non	posso	vedere	non	potere	vedere	ADV	AUX	VERB	
('a_a_ADP', 'spasso_spasso_NOUN', 'il_il_DET')	5	attina tom porta a spasso il	a	spasso	il	a	spasso	il	ADP	NOUN	DET	
('amava_amare_VERB', 'il_il_DET', 'suo_suo_DET')	5	amava il suo	amava	il	suo	amare	il	suo	VERB	DET	DET	
('suona_suonare_VERB', 'la_il_DET', 'chitarra_chitarra_NOUN')	5	suona la chitarra	suona	la	chitarra	suonare	il	chitarra	VERB	DET	NOUN	
('spesso_spesso_ADV', 'a_a_ADP', 'tennis_tennis_NOUN')	5	spesso a tennis	spesso	a	tennis	spesso	a	tennis	ADV	ADP	NOUN	
('abbiamo_avere_AUX', 'finito_finire_VERB', 'di_di_ADP')	5	abbiamo finito di	abbiamo	finito	di	avere	finire	di	AUX	VERB	ADP	
('al_a_ADP', 'suo_suo_DET', 'matrimonio_matrimonio_NOUN')	5	al suo matrimonio	al	suo	matrimonio	a	suo	matrimonio	ADP	DET	NOUN	
('che_che_SCONJ', 'era_essere_AUX', 'gelosa_geloso_ADJ')	5	che era gelosa	che	era	gelosa	che	essere	geloso	SCONJ	AUX	ADJ	
('danzare_danzare_VERB', 'con_con_ADP', 'lui_lui_PRON')	5	danzare con lui	danzare	con	lui	danzare	con	lui	VERB	ADP	PRON	
('sta_stare_AUX', 'bevendo_bere_VERB', 'del_di_ADP')	5	sta bevendo del	sta	bevendo	del	stare	bere	di	AUX	VERB	ADP	
('latte_latte_NOUN', 'al_a_ADP', 'gatto_gatto_NOUN')	5	latte al gatto	latte	al	gatto	latte	a	gatto	NOUN	ADP	NOUN	
('del_di_ADP', 'latte_latte_NOUN', 'al_a_ADP')	5	del latte al	del	latte	al	di	latte	a	ADP	NOUN	ADP	
('è_essere_AUX', 'un_uno_DET', 'conducente_conducente_NOUN')	5	è un conducente	è	un	conducente	essere	uno	conducente	AUX	DET	NOUN	
('vuole_volere_AUX', 'imparare_imparare_VERB', 'a_a_ADP')	5	vuole impa	vuole	imparare	a	volere	imparare	a	AUX	VERB	ADP	
('gli_gli_PRON', 'diedi_dare_VERB', 'un_uno_DET')	5	gli diedi un	gli	diedi	un	gli	dare	uno	PRON	VERB	DET	
('non_non_ADV', 'so_sapere_VERB', 'neanche_neanche_ADV')	5	non so neanche	non	so	neanche	non	sapere	neanche	ADV	VERB	ADV	
('tu_tu_PRON', 'ti_ti_PRON', 'sei_essere_AUX')	5	tu ti sei	tu	ti	sei	tu	ti	essere	PRON	PRON	AUX	
('di_di_ADP', 'aver_avere_AUX', 'preso_prendere_VERB')	5	di aver preso	di	aver	preso	di	avere	prendere	ADP	AUX	VERB	
('io_io_PRON', 'sto_essere_AUX', 'venendo_venire_VERB')	5	io sto venendo	io	sto	venendo	io	essere	venire	PRON	AUX	VERB	
('ho_avere_AUX', 'ancora_ancora_ADV', 'finito_finire_VERB')	5	ho ancora finito	ho	ancora	finito	avere	ancora	finire	AUX	ADV	VERB	
('è_essere_AUX', 'molto_molto_ADV', 'alto_alto_ADJ')	5	è molto alto	è	molto	alto	essere	molto	alto	AUX	ADV	ADJ	
('avete_avere_AUX', 'mai_mai_ADV', 'vista_vedere_VERB')	5	avete mai vista	avete	mai	vista	avere	mai	vedere	AUX	ADV	VERB	
('io_io_PRON', 'voglio_volere_AUX', 'sentire_sentire_VERB')	5	io voglio sentire	io	voglio	sentire	io	volere	sentire	PRON	AUX	VERB	
"('una_uno_DET', 'lettera_lettera_NOUN', ""d'_di_ADP"")"	5	una lettera d'	una	lettera	d'	uno	lettera	di	DET	NOUN	ADP	
"('lettera_lettera_NOUN', ""d'_di_ADP"", 'amore_amore_NOUN')"	5	lettera d'amore	lettera	d'	amore	lettera	di	amore	NOUN	ADP	NOUN	
('è_essere_AUX', 'uscito_uscire_VERB', 'di_di_ADP')	5	è uscito di	è	uscito	di	essere	uscire	di	AUX	VERB	ADP	
('si_si_PRON', 'è_essere_AUX', 'sposata_sposare_VERB')	5	si è sposata	si	è	sposata	si	essere	sposare	PRON	AUX	VERB	
('non_non_ADV', 'ce_ce_PRON', 'la_la_PRON')	5	non ce la	non	ce	la	non	ce	la	ADV	PRON	PRON	
('non_non_ADV', 'lo_lo_PRON', 'voglio_volere_AUX')	5	non lo voglio	non	lo	voglio	non	lo	volere	ADV	PRON	AUX	
('molto_molto_ADV', 'orgogliosi_orgoglioso_ADJ', 'di_di_ADP')	5	molto orgogliosi di	molto	orgogliosi	di	molto	orgoglioso	di	ADV	ADJ	ADP	
('cosa_cosa_PRON', 'stava_stare_AUX', 'succedendo_succedere_VERB')	5	cosa stava succedendo	cosa	stava	succedendo	cosa	stare	succedere	PRON	AUX	VERB	
('dove_dove_PRON', 'siete_essere_AUX', 'andati_andare_VERB')	5	dove siete andati	dove	siete	andati	dove	essere	andare	PRON	AUX	VERB	
('giù_giù_ADV', 'il_il_DET', 'suo_suo_DET')	5	giù il suo	giù	il	suo	giù	il	suo	ADV	DET	DET	
('venuta_venire_VERB', 'qui_qui_ADV', 'per_per_ADP')	5	venuta qui per	venuta	qui	per	venire	qui	per	VERB	ADV	ADP	
('piace_piacere_VERB', 'osservare_osservare_VERB', 'gli_il_DET')	5	piace osservare gli	piace	osservare	gli	piacere	osservare	il	VERB	VERB	DET	
('ha_avere_AUX', 'giocato_giocare_VERB', 'con_con_ADP')	5	ha giocato con	ha	giocato	con	avere	giocare	con	AUX	VERB	ADP	
('importa_importare_VERB', 'cosa_cosa_PRON', 'capita_capitare_VERB')	5	importa cosa capita	importa	cosa	capita	importare	cosa	capitare	VERB	PRON	VERB	
('gli_gli_PRON', 'chiesi_chiedere_VERB', 'di_di_ADP')	5	gli chiesi di	gli	chiesi	di	gli	chiedere	di	PRON	VERB	ADP	
('mi_mi_PRON', 'rifiuto_rifiuto_VERB', 'di_di_ADP')	5	mi rifiuto di	mi	rifiuto	di	mi	rifiuto	di	PRON	VERB	ADP	
('solo_solo_ADV', 'che_che_SCONJ', 'non_non_ADV')	5	solo che non	solo	che	non	solo	che	non	ADV	SCONJ	ADV	
('può_potere_AUX', 'essere_essere_AUX', 'vera_vero_ADJ')	5	può essere vera	può	essere	vera	potere	essere	vero	AUX	AUX	ADJ	
('ha_avere_AUX', 'spiegato_spiegare_VERB', 'la_il_DET')	5	ha spiegato la	ha	spiegato	la	avere	spiegare	il	AUX	VERB	DET	
('mi_mi_PRON', 'piacerebbe_piacere_VERB', 'andare_andare_VERB')	5	mi piacerebbe andare	mi	piacerebbe	andare	mi	piacere	andare	PRON	VERB	VERB	
('promise_promettere_VERB', 'che_che_SCONJ', 'non_non_ADV')	5	promise che non	promise	che	non	promettere	che	non	VERB	SCONJ	ADV	
('sono_essere_AUX', 'sentito_sentire_VERB', 'bene_bene_ADV')	5	sono sentito bene	sono	sentito	bene	essere	sentire	bene	AUX	VERB	ADV	
('vado_andare_VERB', 'a_a_ADP', 'letto_letto_NOUN')	5	vado a letto	vado	a	letto	andare	a	letto	VERB	ADP	NOUN	
('in_in_ADP', 'una_uno_DET', 'biblioteca_biblioteca_NOUN')	5	in una biblioteca	in	una	biblioteca	in	uno	biblioteca	ADP	DET	NOUN	
('riesco_riuscire_VERB', 'a_a_ADP', 'seguire_seguire_VERB')	5	riesco a seguire	riesco	a	seguire	riuscire	a	seguire	VERB	ADP	VERB	
('a_a_ADP', 'seguire_seguire_VERB', 'la_il_DET')	5	a seguire la	a	seguire	la	a	seguire	il	ADP	VERB	DET	
('della_di_ADP', 'sua_suo_DET', 'innocenza_innocenza_NOUN')	5	della sua innocenza	della	sua	innocenza	di	suo	innocenza	ADP	DET	NOUN	
('le_il_DET', 'mie_mio_DET', 'frasi_frase_NOUN')	5	le mie frasi	le	mie	frasi	il	mio	frase	DET	DET	NOUN	
('invitato_invitare_VERB', 'alla_a_ADP', 'festa_festa_NOUN')	5	invitato alla festa	invitato	alla	festa	invitare	a	festa	VERB	ADP	NOUN	
('a_a_ADP', 'nuotare_nuotare_VERB', 'oggi_oggi_ADV')	5	andare a nuotare oggi	a	nuotare	oggi	a	nuotare	oggi	ADP	VERB	ADV	
('mio_mio_DET', 'figlio_figlio_NOUN', 'è_essere_AUX')	5	mio figlio è	mio	figlio	è	mio	figlio	essere	DET	NOUN	AUX	
"('io_io_PRON', 'sono_essere_AUX', ""l'_il_DET"")"	5	io sono l'	io	sono	l'	io	essere	il	PRON	AUX	DET	
('io_io_PRON', 'sono_essere_AUX', 'arrivato_arrivare_VERB')	5	io sono arrivato	io	sono	arrivato	io	essere	arrivare	PRON	AUX	VERB	
('alla_a_ADP', 'mia_mio_DET', 'famiglia_famiglia_NOUN')	5	alla mia famiglia	alla	mia	famiglia	a	mio	famiglia	ADP	DET	NOUN	
('è_essere_VERB', 'niente_niente_PRON', 'di_di_ADP')	5	è niente di	è	niente	di	essere	niente	di	VERB	PRON	ADP	
('le_le_PRON', 'ha_avere_AUX', 'fatto_fare_VERB')	5	le ha fatto	le	ha	fatto	le	avere	fare	PRON	AUX	VERB	
('colore_colore_NOUN', 'è_essere_AUX', 'la_il_DET')	5	colore è la	colore	è	la	colore	essere	il	NOUN	AUX	DET	
('ha_avere_AUX', 'ordinato_ordinare_VERB', 'il_il_DET')	5	ha ordinato il	ha	ordinato	il	avere	ordinare	il	AUX	VERB	DET	
('a_a_ADP', 'prendere_prendere_VERB', 'un_uno_DET')	5	ai a prendere un	a	prendere	un	a	prendere	uno	ADP	VERB	DET	
('è_essere_AUX', 'una_uno_DET', 'tale_tale_ADJ')	5	è una tale	è	una	tale	essere	uno	tale	AUX	DET	ADJ	
('non_non_ADV', 'piace_piacere_VERB', 'parlare_parlare_VERB')	5	non piace parlare	non	piace	parlare	non	piacere	parlare	ADV	VERB	VERB	
('non_non_ADV', 'vogliamo_volere_VERB', 'che_che_SCONJ')	5	non vogliamo che	non	vogliamo	che	non	volere	che	ADV	VERB	SCONJ	
('a_a_ADP', 'poker_poker_NOUN', 'con_con_ADP')	5	a volta giocava a poker con	a	poker	con	a	poker	con	ADP	NOUN	ADP	
('che_che_SCONJ', 'lo_lo_PRON', 'aiuti_aiutare_VERB')	5	che lo aiuti	che	lo	aiuti	che	lo	aiutare	SCONJ	PRON	VERB	
('sta_stare_AUX', 'indossando_indossare_VERB', 'una_uno_DET')	5	sta indossando una	sta	indossando	una	stare	indossare	uno	AUX	VERB	DET	
('andate_andare_VERB', 'a_a_ADP', 'parlare_parlare_VERB')	5	andate a parlare	andate	a	parlare	andare	a	parlare	VERB	ADP	VERB	
('lui_lui_PRON', 'e_e_CCONJ', 'basta_bastare_VERB')	5	lui e basta	lui	e	basta	lui	e	bastare	PRON	CCONJ	VERB	
('penso_pensare_VERB', 'che_che_SCONJ', 'mi_mi_PRON')	5	penso che mi	penso	che	mi	pensare	che	mi	VERB	SCONJ	PRON	
('non_non_ADV', 'aveva_avere_AUX', 'mai_mai_ADV')	5	non aveva mai	non	aveva	mai	non	avere	mai	ADV	AUX	ADV	
('è_essere_AUX', 'in_in_ADP', 'pensione_pensione_NOUN')	5	è in pensione	è	in	pensione	essere	in	pensione	AUX	ADP	NOUN	
('un_uno_DET', 'buon_buono_ADJ', 'dizionario_dizionario_NOUN')	5	un buon dizionario	un	buon	dizionario	uno	buono	dizionario	DET	ADJ	NOUN	
