term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
abbiamo preso,false,prendere,verb,we have taken / we took,"actions,possession",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere' to form compound tenses; past participle normally invariable,Abbiamo preso due taxi.,We took two taxis.
abbiamo preso,false,prendere,verb,we have taken / we took,"actions,possession",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere' to form compound tenses; past participle normally invariable,Abbiamo preso le chiavi.,We took the keys.
avete preso,false,prendere,verb,you (plural) have taken / you (plural) took,"actions,possession",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere' to form compound tenses; past participle normally invariable,Avete preso le foto?,Did you (pl.) take the photos?
avete preso,false,prendere,verb,you (plural) have taken / you (plural) took,"actions,possession",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere' to form compound tenses; past participle normally invariable,Avete preso le borse al controllo?,Did you (pl.) take the bags at security?
hanno preso,false,prendere,verb,they have taken / they took,"actions,possession",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere' to form compound tenses; past participle normally invariable,Hanno preso i soldi.,They took the money.
hanno preso,false,prendere,verb,they have taken / they took,"actions,possession",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere' to form compound tenses; past participle normally invariable,Hanno preso le misure.,They took the measurements.
sapere,true,sapere,verb,to know (a fact,how to),n/a,infinitive,n/a,n/a,"knowledge,ability",non-finite,false,false,false,n/a,n/a,n/a,n/a,false,base lemma,Voglio sapere la verità.
sapendo,false,sapere,verb,knowing,"knowledge,ability",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,"Sapendo quello che è successo, ho cambiato idea.","Knowing what happened, I changed my mind."
sapute,false,sapere,verb,known (feminine plural),"knowledge,ability",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Le ho sapute tutte.,I found out them all.
saputa,false,sapere,verb,known (feminine singular),"knowledge,ability",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,L'ho saputa subito.,I learned it right away.
saputi,false,sapere,verb,known (masculine plural),"knowledge,ability",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Li ho saputi pochi giorni fa.,I learned them a few days ago.
saputo,false,sapere,verb,known (masculine singular),"knowledge,ability",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Ho saputo la notizia.,I found out the news.
so,false,sapere,verb,I know,"knowledge,ability",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io so la risposta.,I know the answer.
sai,false,sapere,verb,you know,"knowledge,ability",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu sai parlare inglese.,You know how to speak English.
sa,false,sapere,verb,he/she/it knows,"knowledge,ability",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lei sa molte cose.,She knows many things.
sappiamo,false,sapere,verb,we know,"knowledge,ability",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi sappiamo la verità.,We know the truth.
sapete,false,sapere,verb,you (plural) know,"knowledge,ability",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi sapete la risposta.,You (plural) know the answer.
sanno,false,sapere,verb,they know,"knowledge,ability",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro sanno nuotare.,They know how to swim.
sapevo,false,sapere,verb,I knew / I used to know,"knowledge,ability",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io sapevo la verità.,I knew the truth.
sapevi,false,sapere,verb,you knew / you used to know,"knowledge,ability",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu sapevi tutto.,You knew everything.
sapeva,false,sapere,verb,he/she/it knew / used to know,"knowledge,ability",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lui sapeva la storia.,He knew the story.
sapevamo,false,sapere,verb,we knew / we used to know,"knowledge,ability",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi sapevamo cosa fare.,We knew what to do.
sapevate,false,sapere,verb,you (plural) knew / used to know,"knowledge,ability",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi sapevate la data.,You (plural) knew the date.
sapevano,false,sapere,verb,they knew / they used to know,"knowledge,ability",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro sapevano la verità.,They knew the truth.
ho saputo,false,sapere,verb,I have known / I learned,"knowledge,ability",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Ho saputo la notizia.,I have learned the news.
ho saputo,false,sapere,verb,I have known / I learned,"knowledge,ability",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Ho saputo la notizia.,I have learned the news.
hai saputo,false,sapere,verb,you have known / you learned,"knowledge,ability",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Hai saputo la verità?,Did you find out the truth?
hai saputo,false,sapere,verb,you have known / you learned,"knowledge,ability",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Hai saputo la verità?,Did you find out the truth?
ha saputo,false,sapere,verb,she has known / she learned,"knowledge,ability",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic; also 'you (formal)',Ha saputo la notizia.,She has learned the news.
ha saputo,false,sapere,verb,he has known / he learned,"knowledge,ability",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic; also 'you (formal)',Ha saputo tutto.,He has learned everything.
abbiamo saputo,false,sapere,verb,we have known / we learned,"knowledge,ability",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Abbiamo saputo la verità.,We have learned the truth.
abbiamo saputo,false,sapere,verb,we have known / we learned,"knowledge,ability",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Abbiamo saputo la verità.,We have learned the truth.
avete saputo,false,sapere,verb,you (plural) have known / you (plural) learned,"knowledge,ability",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Avete saputo della festa?,Have you (plural) heard about the party?
avete saputo,false,sapere,verb,you (plural) have known / you (plural) learned,"knowledge,ability",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Avete saputo della festa?,Have you (plural) heard about the party?
hanno saputo,false,sapere,verb,they have known / they learned,"knowledge,ability",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Hanno saputo la verità.,They have learned the truth.
hanno saputo,false,sapere,verb,they have known / they learned,"knowledge,ability",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Hanno saputo la verità.,They have learned the truth.
trovare,true,trovare,verb,to find,"finding,location",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio trovare le chiavi.,I want to find the keys.
trovando,false,trovare,verb,finding,"finding,location",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto trovando una soluzione.,I am finding a solution.
trovato,false,trovare,verb,found (masculine singular),"finding,location",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Il libro è stato trovato.,The book was found.
trovata,false,trovare,verb,found (feminine singular),"finding,location",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,La lettera è stata trovata.,The letter was found.
trovati,false,trovare,verb,found (masculine plural),"finding,location",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,I documenti sono stati trovati.,The documents were found.
trovate,false,trovare,verb,found (feminine plural),"finding,location",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Le chiavi sono state trovate.,The keys were found.
trovo,false,trovare,verb,I find / I am finding,"finding,location",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io trovo sempre ciò che cerco.,I always find what I look for.
trovi,false,trovare,verb,you find / you are finding,"finding,location",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu trovi spesso buone offerte.,You often find good deals.
trova,false,trovare,verb,he/she/it finds,"finding,location",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lui trova il tempo per leggere.,He finds time to read.
troviamo,false,trovare,verb,we find,"finding,location",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi troviamo la soluzione insieme.,We find the solution together.
trovate,false,trovare,verb,you (plural) find,"finding,location",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi trovate gli errori facilmente.,You (plural) find mistakes easily.
trovano,false,trovare,verb,they find,"finding,location",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro trovano la casa ideale.,They find the ideal house.
trovavo,false,trovare,verb,I was finding / I found (imperfect),"finding,location",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io trovavo spesso cose interessanti.,I often found interesting things.
trovavi,false,trovare,verb,you were finding,"finding,location",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu trovavi sempre una scusa.,You always found an excuse.
trovava,false,trovare,verb,he/she/it was finding,"finding,location",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you were (formal)',Lui trovava difficile concentrarsi.,He found it difficult to concentrate.
trovavamo,false,trovare,verb,we were finding,"finding,location",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi trovavamo piacere in piccoli gesti.,We found pleasure in small gestures.
trovavate,false,trovare,verb,you (plural) were finding,"finding,location",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi trovavate conforto negli amici.,You (plural) found comfort in friends.
trovavano,false,trovare,verb,they were finding,"finding,location",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro trovavano la strada giusta.,They found the right way.
ho trovato,false,trovare,verb,I have found / I found,"finding,location",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Ho trovato il portafoglio.,I have found the wallet.
ho trovato,false,trovare,verb,I have found / I found,"finding,location",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Io ho trovato la borsa.,I have found the handbag.
hai trovato,false,trovare,verb,you have found / you found,"finding,location",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato le chiavi?,Did you find the keys?
hai trovato,false,trovare,verb,you have found / you found,"finding,location",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato la tua spilla?,Did you find your pin?
ha trovato,false,trovare,verb,he/she has found / he/she found,"finding,location",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',Lui ha trovato la soluzione.,He has found the solution.
ha trovato,false,trovare,verb,he/she has found / he/she found,"finding,location",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',Lei ha trovato un lavoro.,She has found a job.
abbiamo trovato,false,trovare,verb,we have found / we found,"finding,location",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Noi abbiamo trovato i documenti.,We have found the documents.
abbiamo trovato,false,trovare,verb,we have found / we found,"finding,location",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Noi abbiamo trovato le borse.,We have found the bags.
avete trovato,false,trovare,verb,you (plural) have found / you (plural) found,"finding,location",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Voi avete trovato i biglietti?,Have you (pl.) found the tickets?
avete trovato,false,trovare,verb,you (plural) have found / you (plural) found,"finding,location",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Voi avete trovato le ricevute?,Have you (pl.) found the receipts?
hanno trovato,false,trovare,verb,they have found / they found,"finding,location",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Loro hanno trovato i soldi.,They have found the money.
hanno trovato,false,trovare,verb,they have found / they found,"finding,location",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Loro hanno trovato le chiavi.,They have found the keys.
ho trovato,false,trovare,verb,I have found / I found,"finding,location",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Ho trovato un vecchio diario.,I found an old diary.
ho trovato,false,trovare,verb,I have found / I found,"finding,location",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Ho trovato una vecchia foto.,I found an old photo.
hai trovato,false,trovare,verb,you have found / you found,"finding,location",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato il documento?,Did you find the document?
hai trovato,false,trovare,verb,you have found / you found,"finding,location",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato la chiave di casa?,Did you find the house key?
ha trovato,false,trovare,verb,he/she has found / he/she found,"finding,location",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',Marco ha trovato il regalo.,Marco has found the gift.
ha trovato,false,trovare,verb,he/she has found / he/she found,"finding,location",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',La signora ha trovato il suo ombrello.,The lady has found her umbrella.
abbiamo trovato,false,trovare,verb,we have found / we found,"finding,location",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Abbiamo trovato un accordo.,We have found an agreement.
abbiamo trovato,false,trovare,verb,we have found / we found,"finding,location",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Abbiamo trovato le informazioni richieste.,We have found the requested information.
avete trovato,false,trovare,verb,you (plural) have found / you (plural) found,"finding,location",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Avete trovato i risultati?,Have you (pl.) found the results?
avete trovato,false,trovare,verb,you (plural) have found / you (plural) found,"finding,location",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Avete trovato le vostre borse?,Have you (pl.) found your bags?
hanno trovato,false,trovare,verb,they have found / they found,"finding,location",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Hanno trovato i risultati dell'esame.,They have found the exam results.
hanno trovato,false,trovare,verb,they have found / they found,"finding,location",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere'; past participle does not agree with subject,Hanno trovato le soluzioni al problema.,They have found the solutions to the problem.
uscire,true,uscire,verb,to go out / to leave,"movement,departure",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio uscire stasera.,I want to go out tonight.
uscendo,false,uscire,verb,going out,"movement,departure",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto uscendo adesso.,I'm going out right now.
uscita,false,uscire,verb,gone out (feminine singular),"movement,departure",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,È uscita ieri.,She went out yesterday.
uscito,false,uscire,verb,gone out (masculine singular),"movement,departure",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,È uscito prima.,He went out earlier.
uscite,false,uscire,verb,gone out (feminine plural),"movement,departure",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,Sono uscite di corsa.,They (f.) went out in a hurry.
usciti,false,uscire,verb,gone out (masculine plural),"movement,departure",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,Siamo usciti insieme.,We went out together.
esco,false,uscire,verb,I go out / I am going out,"movement,departure",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io esco ogni sera.,I go out every evening.
esci,false,uscire,verb,you go out / you are going out,"movement,departure",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu esci spesso.,You go out often.
esce,false,uscire,verb,he/she/it goes out,"movement,departure",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lui esce spesso.,He goes out often.
usciamo,false,uscire,verb,we go out,"movement,departure",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi usciamo stasera.,We are going out tonight.
uscite,false,uscire,verb,you (plural) go out,"movement,departure",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi uscite domani.,You (plural) go out tomorrow.
escono,false,uscire,verb,they go out,"movement,departure",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro escono spesso insieme.,They go out together often.
uscivo,false,uscire,verb,I was going out / I used to go out,"movement,departure",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io uscivo ogni sabato.,I used to go out every Saturday.
uscivi,false,uscire,verb,you were going out / you used to go out,"movement,departure",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu uscivi tardi.,You used to go out late.
usciva,false,uscire,verb,he/she/it was going out / used to go out,"movement,departure",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lei usciva spesso.,She used to go out often.
uscivamo,false,uscire,verb,we were going out / we used to go out,"movement,departure",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi uscivamo insieme.,We used to go out together.
uscivate,false,uscire,verb,you (plural) were going out / you used to go out,"movement,departure",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi uscivate ogni weekend.,You (plural) used to go out every weekend.
uscivano,false,uscire,verb,they were going out / they used to go out,"movement,departure",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro uscivano spesso.,They used to go out often.
sono uscito,false,uscire,verb,I have gone out / I went out,"movement,departure",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Sono uscito ieri.,I went out yesterday.
sono uscita,false,uscire,verb,I have gone out / I went out,"movement,departure",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Sono uscita ieri.,I went out yesterday.
sei uscito,false,uscire,verb,you have gone out / you went out,"movement,departure",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Sei uscito tardi.,You went out late.
sei uscita,false,uscire,verb,you have gone out / you went out,"movement,departure",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Sei uscita tardi.,You went out late.
è uscito,false,uscire,verb,he has gone out / he went out,"movement,departure",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number; also 'you (formal)',È uscito presto.,He went out early.
è uscita,false,uscire,verb,she has gone out / she went out,"movement,departure",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number; also 'you (formal)',È uscita presto.,She went out early.
siamo usciti,false,uscire,verb,we have gone out / we went out,"movement,departure",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Siamo usciti ieri sera.,We went out last night.
siamo uscite,false,uscire,verb,we have gone out / we went out,"movement,departure",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Siamo uscite ieri sera.,We went out last night.
siete usciti,false,uscire,verb,you (plural) have gone out / you (plural) went out,"movement,departure",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Siete usciti presto.,You (plural) went out early.
siete uscite,false,uscire,verb,you (plural) have gone out / you (plural) went out,"movement,departure",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Siete uscite presto.,You (plural) went out early.
sono usciti,false,uscire,verb,they have gone out / they went out,"movement,departure",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Sono usciti insieme.,They went out together.
sono uscite,false,uscire,verb,they have gone out / they went out,"movement,departure",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses; agreement by subject gender/number,Sono uscite insieme.,They went out together.
vedere,true,vedere,verb,to see,"perception,vision",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio vedere quel film.,I want to see that movie.
vedendo,false,vedere,verb,seeing,"perception,vision",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto vedendo un film.,I am watching a film.
vista,false,vedere,verb,seen (feminine singular),"perception,vision",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,L'ho vista.,I saw it (feminine).
visto,false,vedere,verb,seen (masculine singular),"perception,vision",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Ho visto un film.,I have seen a film.
viste,false,vedere,verb,seen (feminine plural),"perception,vision",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Le ho viste.,I have seen them (feminine).
visti,false,vedere,verb,seen (masculine plural),"perception,vision",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Li ho visti.,I have seen them (masculine).
vedo,false,vedere,verb,I see,"perception,vision",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io vedo l'auto.,I see the car.
vedi,false,vedere,verb,you see,"perception,vision",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu vedi il panorama.,You see the view.
vede,false,vedere,verb,he/she/it sees,"perception,vision",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lui vede le stelle.,He sees the stars.
vediamo,false,vedere,verb,we see,"perception,vision",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi vediamo la scena successiva.,We see the next scene.
