term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
conoscevi,conoscere,to know (be acquainted with),verb,you used to know,"core,verb",,2s,,s,indicative,imperfect,False,False,False,,,,,,Conoscevi già la risposta.,You already knew the answer.,ca067f4f70fbfaa1ae6aef375cea9a69dcf2e839ea4676db7e68f84979244303,9f469a4de5f4e41b53ad654fab00ea4bc5933fd683639ab37b4a04be08863a3e
conosceva,conoscere,to know (be acquainted with),verb,he used to know/she used to know/you (formal) used to know,"core,verb",,3s,,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lui conosceva tutti.,He knew everyone.,0e97fd45fad487ac0c90ee236793c92d84172c896ed6a7283bf1b3449531d2d4,bb8525ac12f961803ff76ab9c1662fd648e57ab4e85aa87e8f482d4459a24902
conoscevamo,conoscere,to know (be acquainted with),verb,we used to know,"core,verb",,1p,,p,indicative,imperfect,False,False,False,,,,,,Conoscevamo il percorso.,We knew the route.,f3894937200966ec4b341eb9317eed2d7f92ade5faabe3426544a2463f5d6cd8,6cebf9e1988fb78ec9431afa622c38b010f1d182b39d86fc7b19751e226127b4
conoscevate,conoscere,to know (be acquainted with),verb,you (plural) used to know,"core,verb",,2p,,p,indicative,imperfect,False,False,False,,,,,,Conoscevate la storia.,You (plural) knew the story.,4a91a2dfb762eca9a1e5046af38a7d4b51e2c9a3b4715bb38922aedcdc2fd40d,6250b6377b1757c922979e927b62e4d9c760cf5c69f459432b7114b161252142
conoscevano,conoscere,to know (be acquainted with),verb,they used to know,"core,verb",,3p,,p,indicative,imperfect,False,False,False,,,,,,Conoscevano bene la città.,They knew the city well.,92544cb9673f3eb35336c0c3a53db8080f7413ada5fa3d5d9935bbc62f6a1369,50b65b509cf5a82a5a6bb800f1a2bc28d0c9a639962ca0ed9dbc3d382e6ec1d3
ho conosciuto,conoscere,to know (be acquainted with),verb,I met,"core,verb",,1s,,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'conosciuto',Ho conosciuto Maria ieri.,I met Maria yesterday.,d2ef01dcbbdf56e0cddd2ea38b7bf5f362b29cc1e32f5cd952469a6951475ae5,5e74e294a53e7e8bf72d557f95487a51410973dbb83cf24ee3501a738a5ac5af
hai conosciuto,conoscere,to know (be acquainted with),verb,you met,"core,verb",,2s,,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'conosciuto',Hai conosciuto i miei genitori?,Did you meet my parents?,dce37f374231124ea09d115c11f2b0f1fe68f289ae2d7392c0da72ad74bc049e,580be9475b986a234f6fb8d4870a960ba1c7dff254a19b7f2dc4e052ec5257ae
ha conosciuto,conoscere,to know (be acquainted with),verb,he met/she met/you (formal) met,"core,verb",,3s,,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'conosciuto'; also used as formal 'Lei',Ha conosciuto il suo futuro socio lì.,He met his future business partner there.,fab7e02370a26730896319931f1cd6d198a6bf490b01f3f69b79c7325c64f57e,cdc626bbfe4fec6eaa28996d6c1147e63ddc96a1cdb03dc2cdb7a380271e6708
abbiamo conosciuto,conoscere,to know (be acquainted with),verb,we met,"core,verb",,1p,,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'conosciuto',Abbiamo conosciuto persone fantastiche.,We met fantastic people.,2588644ed5278b77546e003a823d5c2acd5241038b1c9671eb6075b3d39034f4,0fe28989e2401c15b9e0e89b19a3c22e826e496b3a4617cee497bb91686c70aa
avete conosciuto,conoscere,to know (be acquainted with),verb,you (plural) met,"core,verb",,2p,,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'conosciuto',Avete conosciuto il nuovo capo?,Did you (plural) meet the new boss?,2cfd83e10e2bf74524171c2e5e7ebccdd7048e62b106aa51fff8f85f5f4187cc,5207141024b384411b9ec5fd0e4f9f327f3b757a024343cbdcaabf97e01cca7a
hanno conosciuto,conoscere,to know (be acquainted with),verb,they met,"core,verb",,3p,,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'conosciuto',Hanno conosciuto tanti artisti.,They met many artists.,77d3ea6e1f40587a405c1e644599e257880f9a04023b0e191039c18524a9ef0c,b84f84cbac6b85f7678cab2f7b31ce14805fd93c5abe7dbcc2ea758361ba9e8d
convenire,convenire,to agree,verb,to agree,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular -ire verb; past participle 'convenuto'; used with auxiliary essere,È meglio convenire su un prezzo.,It is better to agree on a price.,c519ab04e360f0ff54aba62fbe1e646553929c3924aa3448bf727af35777031b,4b9cbaad0526ef247a7f482ecfb92d8b7e85e1e454dbd0886db7a68d0c809a02
convenendo,convenire,to agree,verb,agreeing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Stiamo convenendo i dettagli.,We are agreeing on the details.,2b051f26e03fbad5c13975762e098dbde1234fdb3e81a4b346fbd6247f9b1b42,39ee1c2d424b323b36f1ab4480b528e33e8cebb050d4b14dc536f3fc27f18507
convenuto,convenire,to agree,verb,agreed,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle; masculine singular,È quanto convenuto.,It is what was agreed.,adb18f67fcdf9bec9de6d966182ad3fb7ea7b778f231008e0c2403f25b842c88,e574209a44fbf6587a50231d2d43b381ad6e0e5b7786052a3f71bfa66943ea05
convenuta,convenire,to agree,verb,agreed,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle; feminine singular,Ecco la cifra convenuta.,Here is the agreed amount.,11914b47157fa7a0ca28175da4e918049f3ec2a8bb5caf5ef589f6e00f1f8507,e574209a44fbf6587a50231d2d43b381ad6e0e5b7786052a3f71bfa66943ea05
convenuti,convenire,to agree,verb,agreed,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle; masculine plural,Rispettiamo i termini convenuti.,We respect the agreed terms.,2736aa4c2391fe104bbdf55dfacc9562653b9bdd416bf51ffea450fd279941eb,e574209a44fbf6587a50231d2d43b381ad6e0e5b7786052a3f71bfa66943ea05
convenute,convenire,to agree,verb,agreed,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle; feminine plural,Le regole convenute sono chiare.,The agreed rules are clear.,285b5bb098acbae93845f3be6aa29c9cb83d28af34757d5289fdbc1ce48af475,e574209a44fbf6587a50231d2d43b381ad6e0e5b7786052a3f71bfa66943ea05
convengo,convenire,to agree,verb,I agree,"core,verb",,1s,,s,indicative,present,False,False,False,,,,,,Io convengo sul prezzo.,I agree on the price.,9518f23aa3248a76509c38d2ca0ae74bba4972ae7d638ce8ec1c1e60e56b7983,de11372399fb6f8dffc200109c3cdcca50a6488a3e8cbb97705b090aaa77ca16
convieni,convenire,to agree,verb,you agree,"core,verb",,2s,,s,indicative,present,False,False,False,,,,,,Tu convieni con me?,Do you agree with me?,6486165a3bb5d153d4724c594cbce49dae0cca56f410645c8d24da56fa6b2b70,d01b89dc8be87120e07aa543b551c896740030b23edfbae1e2a33fedb42f341f
conviene,convenire,to agree,verb,he agrees/she agrees/you (formal) agree,"core,verb",,3s,,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui conviene con noi.,He agrees with us.,b0594c7708ae9aa36d6e07ecfc8cb8022d03e768b77f0f998b83589553127f07,5bf2fc193ee605e60ce86fd14a4c82e72541c56976ae6bfba7b95469fcfc0834
conveniamo,convenire,to agree,verb,we agree,"core,verb",,1p,,p,indicative,present,False,False,False,,,,,,Noi conveniamo su una data.,We agree on a date.,5a533600fc337d4bbfb71d3ab6e843c1aa53c16f7a2f4438bcf1ff0f1c6782c7,f8e60a855bb43cbd3ba87a84da81343668b8fd845110af546789d8262a6476a9
convenite,convenire,to agree,verb,you (plural) agree,"core,verb",,2p,,p,indicative,present,False,False,False,,,,,,Voi convenite con loro?,Do you (plural) agree with them?,ab1e2425e4235b4aa32bf690091dce4c27703207700d4258b69a8c3f2a8a4933,fb5fb711494bc7676e5b9e24396811cd61e29c62aef4ea824ff92eca8a2e37da
convengono,convenire,to agree,verb,they agree,"core,verb",,3p,,p,indicative,present,False,False,False,,,,,,Loro convengono sui termini.,They agree on the terms.,9df14eed690240456f37d6be4a3545a9976adc05915f45dd796636e03df9bda5,6e38be26d97d0f1fc57446baf73114a5c6756ad5f9254c6469dd9b8044b9172e
convenivo,convenire,to agree,verb,I was agreeing,"core,verb",,1s,,s,indicative,imperfect,False,False,False,,,,,,Io convenivo su tutto.,I was agreeing on everything.,b6df169b13e329049e29442487749e6d8e3c84f5ec83b5390f5c44a6f58f766e,b9c332880a0df85dd566c3c7ffb1694fdee13de819d9d5a45a90a0496e171919
convenivi,convenire,to agree,verb,you were agreeing,"core,verb",,2s,,s,indicative,imperfect,False,False,False,,,,,,Tu convenivi spesso con me.,You were often agreeing with me.,749e237e8045c0d0265c5991417a0b82d9f01aedd0f6cfb1d8230774b6e6ee42,87657a5c662f7d818843fbd9db8879de0351e203e47111ada29c277f85c5e14f
conveniva,convenire,to agree,verb,he was agreeing/she was agreeing/you (formal) were agreeing,"core,verb",,3s,,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei conveniva con il gruppo.,You (formal) were agreeing with the group.,b873edd815b852673f09cda3ec66e24fd911260d77cf932ee93f91de98cd4828,529f1d66f49359a7a86927a1e3bb64d1841db4c0c6d677cec70b58067adbd7ae
convenivamo,convenire,to agree,verb,we were agreeing,"core,verb",,1p,,p,indicative,imperfect,False,False,False,,,,,,Noi convenivamo sui dettagli.,We were agreeing on the details.,9cfc4dc21a3ba3f58e19dc35c98cda0a892d9e90a38afa9d0e0ef6e82263887a,e99f1a0b72be9436f35093ee42c805c279e83170475967f9adc46b340025a93e
convenivate,convenire,to agree,verb,you (plural) were agreeing,"core,verb",,2p,,p,indicative,imperfect,False,False,False,,,,,,Voi convenivate raramente.,You (plural) were agreeing rarely.,1357ac4f21246c44a27094c24473bbcdcc2dfe7d221f97f6e34d30e1b06255f7,0275b84c8263d129fdcadd994426743591e7dfa81a22673fc906d5f1d55e52da
convenivano,convenire,to agree,verb,they were agreeing,"core,verb",,3p,,p,indicative,imperfect,False,False,False,,,,,,Loro convenivano sul prezzo.,They were agreeing on the price.,ca48ce4166defa309d1f54b3a4018e23bc65e157f37971d165660aa360d2f397,5495075f2b5e4546a45e62e2a36bf0119d3488f0050a6260da96d1f3aee3c5a7
sono convenuto,convenire,to agree,verb,I have agreed,"core,verb",,1s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono convenuto sul prezzo.,I have agreed on the price.,bccae6a8376f5f287995cc5efb53eebf71464090e1026b68ef1ddad67414872f,a13270e1253cf67b6ce83b0f726a3a3584325a09a5fee9c92d473a55774ea7b6
sono convenuta,convenire,to agree,verb,I have agreed,"core,verb",,1s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono convenuta sulla data.,I have agreed on the date.,3278be55a8b6b7792cdeef7821232c735a43dfedefaec4b7f323a61cb1d74baa,a13270e1253cf67b6ce83b0f726a3a3584325a09a5fee9c92d473a55774ea7b6
sei convenuto,convenire,to agree,verb,you have agreed,"core,verb",,2s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sei convenuto con noi.,You have agreed with us.,502a644a65504986b664cff8773f5181cd5e16d251c038aeb03bb86f586f4e60,5fe3f4c3dda5b98ac73758514ec39a24afe65bbf24e7b30b6536d7bbbdf2c6e1
sei convenuta,convenire,to agree,verb,you have agreed,"core,verb",,2s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sei convenuta con me.,You have agreed with me.,a3e53b95c9dc44962f1c9e5991ede203949a8e5fbab226eec9d816451acc49bb,5fe3f4c3dda5b98ac73758514ec39a24afe65bbf24e7b30b6536d7bbbdf2c6e1
è convenuto,convenire,to agree,verb,he has agreed/you (formal) have agreed,"core,verb",,3s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject; also used as formal 'Lei',Lui è convenuto sull'accordo.,He has agreed on the deal.,9ed1447c98225bab3819eab8868ad8b561592a97511b59f5b3218737518b9aa8,5e1f92b0792bc5ec25e8cbe2382b78fbad234aeed3bf803833d2daedb2a746b0
è convenuta,convenire,to agree,verb,she has agreed/you (formal) have agreed,"core,verb",,3s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject; also used as formal 'Lei',Lei è convenuta sulla proposta.,She has agreed on the proposal.,86c9d625cbfbf099d5565c29e5c4cfeaef5b594549e30f22c5942c721615423b,0bb38bfa83c0fa735ef93973e82e14dddf61c6f8e4bbd5cd5ab79b6d2da9caae
siamo convenuti,convenire,to agree,verb,we have agreed,"core,verb",,1p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siamo convenuti sui termini.,We have agreed on the terms.,f768e10f3d84ef7ebb4c04e5a68414d809d0ffa0fc40a3335b6d9d64680c031b,9f1d9419c3de29c08677339c289a78d7d55f6980c8dcf620b15729e979583aab
siamo convenute,convenire,to agree,verb,we have agreed,"core,verb",,1p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siamo convenute sulla strategia.,We have agreed on the strategy.,7ca2eb3119942fa1b3a49f6f6c3c1f5aec970309ac0c43cf93ea8355f523f3f6,9f1d9419c3de29c08677339c289a78d7d55f6980c8dcf620b15729e979583aab
siete convenuti,convenire,to agree,verb,you (plural) have agreed,"core,verb",,2p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siete convenuti con il cliente.,You (plural) have agreed with the client.,633b9944bc7f74538d0e43b94f44bcf9908e211b326aea2f6565e3920a0ac7ee,2f1526a7be60ed0e2b383cb8503261d4c629533b8fe98a9720394eb5143bb340
siete convenute,convenire,to agree,verb,you (plural) have agreed,"core,verb",,2p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siete convenute con la direttrice.,You (plural) have agreed with the director.,118cdf2be5de85ac6d62ae899b139f6bdebec0cd45f7f72e92e7ef051280d96b,2f1526a7be60ed0e2b383cb8503261d4c629533b8fe98a9720394eb5143bb340
sono convenuti,convenire,to agree,verb,they have agreed,"core,verb",,3p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono convenuti su un prezzo.,They have agreed on a price.,8bf300a31808647728c669207ab50287739aba26a26c79f4bea6f518d67c570a,a372c8fb6909fde15b5fa388c03b0c6062923c7fcad3877287dca7346e0b7a8b
sono convenute,convenire,to agree,verb,they have agreed,"core,verb",,3p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono convenute sulla cifra.,They have agreed on the amount.,f7c4ffbc25ef6f2e3aac6a9a719306d88665bfd0d3e5df678e8f1138a434f942,a372c8fb6909fde15b5fa388c03b0c6062923c7fcad3877287dca7346e0b7a8b
correre,correre,to run,verb,to run,"movement,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular verb; past participle corso; may take avere or essere,Voglio correre domani.,I want to run tomorrow.,82440c4a44db283cc7acaddd820efc3e82ef5636d179c5f4c18bbdad68b6c05c,fcb4107009be8818dadc21ccc056a4411c07772fb194c27ad90da5ec2d5ecaab
correndo,correre,to run,verb,running,"movement,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto correndo adesso.,I am running now.,e8b987085c219a42c27a337d74879202b45ee0829efa634917982a749f052025,33c8872d340cb3fd7f02d49a50672fa76bb71352580e5988201ba63466e42586
corso,correre,to run,verb,run,"movement,verb",,,m,s,participle,past,False,False,False,,,,,past participle masculine singular,Ho corso per un'ora.,I ran for an hour.,bc9bcebe86d9eb005e5b33f800d412d3df295c5f7770d3dcbb54f5d2df4c9070,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a
corsa,correre,to run,verb,run,"movement,verb",,,f,s,participle,past,False,False,False,,,,,past participle feminine singular used with essere for motion,Sono corsa a casa.,I ran home.,f0b19712bf5b2a0c815cf969547ceb9a414998957147804b28dac9b39f5d8e56,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a
corsi,correre,to run,verb,run,"movement,verb",,,m,p,participle,past,False,False,False,,,,,past participle masculine plural,Sono corsi via.,They ran away.,0a76f247488d8bed907463c691c4c5195b049b6101205fd6351052409dbdd854,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a
corse,correre,to run,verb,run,"movement,verb",,,f,p,participle,past,False,False,False,,,,,past participle feminine plural,Sono corse al negozio.,They ran to the shop.,fea4b925eecfb257c80bbe971327ff7462321cf393983b6a879c69869e4a4920,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a
corro,correre,to run,verb,I run,"movement,verb",,1s,,s,indicative,present,False,False,False,,,,,,Corro ogni mattina.,I run every morning.,f4abf2b42ce946f2ed3f84c7471b8152048865e8544bb2c2e17ee88942890fb6,079e7067d935cdc71774be0823903880480d55a8e65a182719078b5498068be1
corri,correre,to run,verb,you run,"movement,verb",,2s,,s,indicative,present,False,False,False,,,,,,Corri troppo veloce.,You run too fast.,92a66852546e7d69401e6f2e0ddaff24ce9108cbe3a12dc421a2f67910fb62d1,ad3cadcb8198ad8a6b31d245fc707bdda5e0c0779985e3a3d09a437dfd49e982
corre,correre,to run,verb,he runs/she runs/you (formal) run,"movement,verb",,3s,,s,indicative,present,False,False,False,,,,,also used as formal Lei,Lui corre piano.,He runs slowly.,df8502711ed146ce8d87a8f0ed717f41a8bd7773c25fc960b5eff8e56c31ab86,fde94278135940c31bb5a5cae75fc6d1e1ad37b8c871559a0426a6d63f9e4687
corriamo,correre,to run,verb,we run,"movement,verb",,1p,,p,indicative,present,False,False,False,,,,,,Corriamo al parco.,We run at the park.,5c3cd0558cfb1329a56087e1bfb0c906d6b521cec08eed76c41f41d38cccf930,f3d0ead4a087236ac027def0cb7aefb2b2d47168598ff34e7ae7cbc2d128f784
correte,correre,to run,verb,you (plural) run,"movement,verb",,2p,,p,indicative,present,False,False,False,,,,,,Correte insieme.,You run together.,627106bb530d41f17cd85d27f23d59be1b12573a9b9a557354654bd584d00d1a,4018aff37fb04b14788a647cdc5cc06bae5a4086e42f2217d1c266f2f6618d80
corrono,correre,to run,verb,they run,"movement,verb",,3p,,p,indicative,present,False,False,False,,,,,,Corrono nella pioggia.,They run in the rain.,0ccace63f5acfb8d3ea7e2aefc64a149a94cfb56b251e575385a50232852cc11,af1c530887be5fe5c1c606ebdaaa142c3b84bbd2af5b31dbb77a45f072fa9fe9
correvo,correre,to run,verb,I was running,"movement,verb",,1s,,s,indicative,imperfect,False,False,False,,,,,,Correvo spesso da ragazzo.,I was running often as a boy.,cf768188acf976d4efb42a088f3de69c09bd542f9613fc9f42ca116630aa3561,f72b28f7964fd19cb7975553d6e92b52f63189a52d100f9518b45a0501c98c43
correvi,correre,to run,verb,you were running,"movement,verb",,2s,,s,indicative,imperfect,False,False,False,,,,,,Correvi con me da piccolo.,You used to run with me as a child.,146db03c7d9ea75aeaf7434ff5975718f65926cf6bb2de3da6e88ab44700b746,1cc6ba7256dd0628d0714dbcc73034d4d86f44d5023e3c6755f39db00febf597
correva,correre,to run,verb,he was running/she was running/you (formal) were running,"movement,verb",,3s,,s,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lei correva ogni giorno.,She was running every day.,e5b7cf084477805d8b6f5dde9d7e179dbd2c34a17e8b42f2418c6f66813405c0,f0bab31732a712c563d50c189e6ee391e15708811c95af6edd813c10a94e9515
correvamo,correre,to run,verb,we were running,"movement,verb",,1p,,p,indicative,imperfect,False,False,False,,,,,,Correvamo senza sosta.,We were running without stopping.,a8664df708777e66d613ec44181f9c7baaa1f228eaa5d463749bbefe20a24e0b,fdea8899f8c560de202cdf98e21a3c070b636f103f8a502da7e5ed9d301d2d53
correvate,correre,to run,verb,you (plural) were running,"movement,verb",,2p,,p,indicative,imperfect,False,False,False,,,,,,Correvate in pista.,You were running on the track.,c6f0d95267534405d3a043533c48515004ad2b9cbd812da1b9db72b98ebf4272,4f39e54d9432eee5233cf35d455545d3c0f0274de8ac6143a14b0382dc11f9d0
correvano,correre,to run,verb,they were running,"movement,verb",,3p,,p,indicative,imperfect,False,False,False,,,,,,Correvano al mattino.,They were running in the morning.,31fce7d7423f8b71f5bcc2f288559e392becad94def44f32bccda53d6d046c4d,fb409fda418153411b19fc65b568960383ca2d8e64ba6569659b730608666e86
ho corso,correre,to run,verb,I have run,"movement,verb",,1s,,s,indicative,passato prossimo,False,False,True,,,,,usually with auxiliary avere; sometimes essere with motion sense,Ho corso per due chilometri.,I have run for two kilometers.,f1907822d6e12332c14d5ac2bd0f365d3a5dacbcfe726decd917da4c01c57ead,62ada0605ef2654919d3b2896a733934a9e504d101f8facfeecec65af7e1b656
hai corso,correre,to run,verb,you have run,"movement,verb",,2s,,s,indicative,passato prossimo,False,False,True,,,,,usually with auxiliary avere; sometimes essere with motion sense,Hai corso bene oggi.,You have run well today.,cf2bb2347760d49de9fc93501491b3fc9de0cce7c74a0f9cf5f86ca31a2b984e,b0a2ff7f08fa118e51615622bf7248cc9e3dba67f862460fbd38ab6823d19470
ha corso,correre,to run,verb,he has run/she has run/you (formal) have run,"movement,verb",,3s,,s,indicative,passato prossimo,False,False,True,,,,,usually with auxiliary avere; also used as formal Lei; sometimes essere with motion sense,Ha corso una maratona.,He has run a marathon.,af5dfc2b37b3fd2adcf3b7696a2daa07a7b9f64dfa3d72a832ab05e6ae86affd,76c79a8759a8b24e158c60ed4d8336500f37bfffc46564a428b379bac271cf4b
abbiamo corso,correre,to run,verb,we have run,"movement,verb",,1p,,p,indicative,passato prossimo,False,False,True,,,,,usually with auxiliary avere; sometimes essere with motion sense,Abbiamo corso insieme.,We have run together.,eb7406ad667070b5fffe2fdcaf05f19ff9ae4aa5faba538d21d5f9af1391ba50,86b0d4aca84d48b97d9caac69634ef1c14a041f6e5e591e03b97163b6bd47b3b
avete corso,correre,to run,verb,you (plural) have run,"movement,verb",,2p,,p,indicative,passato prossimo,False,False,True,,,,,usually with auxiliary avere; sometimes essere with motion sense,Avete corso al parco.,You have run at the park.,315a6cf7c5e2c7aec09b7a91f40bf83cbc2b30303592d4140aa7071f49def947,622cc19b4693617e8a682880a6a757bfad125610230c58959fb2e80466c31bd6
hanno corso,correre,to run,verb,they have run,"movement,verb",,3p,,p,indicative,passato prossimo,False,False,True,,,,,usually with auxiliary avere; sometimes essere with motion sense,Hanno corso velocemente.,They have run quickly.,35cd1ecb16a08623165498403015539593556fbaedfcb7b528b99487eba15770,36923e0c13d12e956048487ed1244e477ed04d0719dd67c4b8b6e275482625e6
crescere,crescere,to grow,verb,to grow,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,intransitive; uses auxiliary essere; can use avere when transitive 'to raise'; past participle 'cresciuto',Voglio crescere professionalmente.,I want to grow professionally.,1750278d4114e53db92a08aa5963adbb2eba1498e94772f470e9825c1182cf6e,044e01b51a8b264933f05eb8282347b5982a723c4bcee230e43ad4c64b220a2e
crescendo,crescere,to grow,verb,growing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto crescendo in fretta.,I am growing quickly.,5597e6d2bd7a340acc4dcfa52acb6de1ec600256442db739ea8082e16c1ffffb,06346f03956aed097febb156ac352316f469764aa992163464d5821ff1614c40
cresciuto,crescere,to grow,verb,grown,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle; masculine singular,Sono cresciuto qui.,I grew up here.,8fb05b221a234c8e6fbcf23d990f68dd108e9a2351f9f7951752b5cd980cfb4f,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656
cresciuta,crescere,to grow,verb,grown,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle; feminine singular,Sono cresciuta qui.,I grew up here.,9bd59ddf115b9f763a5557f883fa9c4d7b38ad5bd0ead8b697abb3b42bf4e613,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656
cresciuti,crescere,to grow,verb,grown,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle; masculine plural,Siamo cresciuti qui.,We grew up here.,e99226fc90b7ea512e8c22b18b3da4e29e7b3493871c688ea94fec9e442c42a2,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656
cresciute,crescere,to grow,verb,grown,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle; feminine plural,Siamo cresciute qui.,We grew up here.,26a35063142143666480daa57f0789c9ce24670a879f0e9eee5096abed33660f,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656
cresco,crescere,to grow,verb,I grow,"core,verb",,1s,,s,indicative,present,False,False,False,,,,,,Io cresco ogni giorno.,I grow every day.,618d6f6c7d4996eef19daee8156e4d50a4c3e3fdacc9815ca7ced3608e404d77,15b5bb8c4b85b92975bfe15fceb5d4179b2c47a1f7bf77afe13bd83c93e9e8c6
cresci,crescere,to grow,verb,you grow,"core,verb",,2s,,s,indicative,present,False,False,False,,,,,,Tu cresci velocemente.,You grow quickly.,f7fff7ce8fabce3021a53407b4db4239955800dfc6806f9f2a70e7573f9b85c3,49503b7f4d33f81b4f57ee0e63262028b373f6f5d7de5715b8181302472b91a4
cresce,crescere,to grow,verb,he grows/she grows/you (formal) grow,"core,verb",,3s,,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui cresce bene.,He grows well.,3c951ad83636e6597f619049fcb720b535677a809d05827c916909f909a73d4b,a2afa9ad75cc7776bcee91eae48c60adb749a5f8ac3b363ad9a43b54028cc5f0
cresciamo,crescere,to grow,verb,we grow,"core,verb",,1p,,p,indicative,present,False,False,False,,,,,,Noi cresciamo insieme.,We grow together.,bb57c54865f2f0e174b2f4438f6ac71dc1448c3b814ee0891cadbad0002249a3,3c688531d06b9897ee22fdf088798ae156815e56147bbc4803daf15d510d0be2
crescete,crescere,to grow,verb,you (plural) grow,"core,verb",,2p,,p,indicative,present,False,False,False,,,,,,Voi crescete in fretta.,You grow quickly.,496d38eaed6cc12fd84e86f00aae206d515828b59cd55eaa1f55ab22f84c97d5,b941ebdf1e1e6723f465cb56bf20a00b8c9c4e8a804aa2a705f214d958836a82
crescono,crescere,to grow,verb,they grow,"core,verb",,3p,,p,indicative,present,False,False,False,,,,,,Loro crescono sani.,They grow healthy.,2f59dcd1aabed954242bc0cfcf2f749cca02944d8edc908134ab76a38fda4e0a,d80ad2cf687ca23b444103e409920a75571400d6de5a763bfc879ed4c809bab3
crescevo,crescere,to grow,verb,I was growing,"core,verb",,1s,,s,indicative,imperfect,False,False,False,,,,,,Da piccolo crescevo in campagna.,As a child I was growing up in the countryside.,9684117f957f19dfa66f29b7476908f6ab5dbab9847897c0fc5524d0987b7fb8,25c0f213b3e2aa5f2e6a07b67651f46624e2085a0b45b6e1381f4c371d0358bf
crescevi,crescere,to grow,verb,you were growing,"core,verb",,2s,,s,indicative,imperfect,False,False,False,,,,,,Da ragazzo crescevi a Roma.,As a boy you were growing up in Rome.,e16383d76c5da7adc51fada66a7b23c9f242a6ff1daa1131f1fd01380758b226,993f2538dd03929844ab828997d4de24f1b4274f542f9a6633dfb5adeaadedea
