term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
mancavate,mancare,to be missing; to lack; to miss,verb,you (plural) were missing,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Mancavate ieri.,You were missing yesterday.,,
mancavano,mancare,to be missing; to lack; to miss,verb,they were missing,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Mi mancavano i miei amici.,I was missing my friends.,,
sono mancato,mancare,to be missing; to lack; to miss,verb,I have been missing,"core,verb",,1s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Sono mancato alla riunione.,I have been missing from the meeting.,,
sono mancata,mancare,to be missing; to lack; to miss,verb,I have been missing,"core,verb",,1s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Sono mancata alla lezione.,I have been missing from the class.,,
sei mancato,mancare,to be missing; to lack; to miss,verb,you have been missing,"core,verb",,2s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Sei mancato ieri.,You have been missing yesterday.,,
sei mancata,mancare,to be missing; to lack; to miss,verb,you have been missing,"core,verb",,2s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Sei mancata a scuola.,You have been missing at school.,,
è mancato,mancare,to be missing; to lack; to miss,verb,he has been missing/it has been missing/you (formal) have been missing,"core,verb",,3s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees; also used as formal Lei,Mi è mancato il tuo aiuto.,Your help has been missing to me.,,
è mancata,mancare,to be missing; to lack; to miss,verb,she has been missing/it has been missing/you (formal) have been missing,"core,verb",,3s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees; also used as formal Lei,Mi è mancata la tua presenza.,Your presence has been missing to me.,,
siamo mancati,mancare,to be missing; to lack; to miss,verb,we have been missing,"core,verb",,1p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Siamo mancati per due giorni.,We have been missing for two days.,,
siamo mancate,mancare,to be missing; to lack; to miss,verb,we have been missing,"core,verb",,1p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Siamo mancate a lungo.,We have been missing for a long time.,,
siete mancati,mancare,to be missing; to lack; to miss,verb,you (plural) have been missing,"core,verb",,2p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Siete mancati alla prova.,You have been missing from the test.,,
siete mancate,mancare,to be missing; to lack; to miss,verb,you (plural) have been missing,"core,verb",,2p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Siete mancate ieri.,You have been missing yesterday.,,
sono mancati,mancare,to be missing; to lack; to miss,verb,they have been missing,"core,verb",,3p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Sono mancati tre giocatori.,Three players have been missing.,,
sono mancate,mancare,to be missing; to lack; to miss,verb,they have been missing,"core,verb",,3p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees,Sono mancate due persone.,Two people have been missing.,,
mangiare,mangiare,to eat,verb,to eat,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -are verb; auxiliary avere,Voglio mangiare presto.,I want to eat early.,,
mangiando,mangiare,to eat,verb,eating,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto mangiando una mela.,I am eating an apple.,,
mangiato,mangiare,to eat,verb,eaten,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle; used with auxiliary avere,L'ho mangiato.,I ate it.,,
mangiata,mangiare,to eat,verb,eaten,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle; agrees with direct object in some contexts,L'ho mangiata.,I ate it.,,
mangiati,mangiare,to eat,verb,eaten,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle; agrees with direct object in some contexts,Li ho mangiati.,I ate them.,,
mangiate,mangiare,to eat,verb,eaten,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle; agrees with direct object in some contexts,Le ho mangiate.,I ate them.,,
mangio,mangiare,to eat,verb,I eat,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Io mangio il pane.,I eat bread.,,
mangi,mangiare,to eat,verb,you eat,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Tu mangi troppo tardi.,You eat too late.,,
mangia,mangiare,to eat,verb,he eats/she eats/you (formal) eat,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui mangia in fretta.,He eats quickly.,,
mangiamo,mangiare,to eat,verb,we eat,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Noi mangiamo fuori.,We eat out.,,
mangiate,mangiare,to eat,verb,you (plural) eat,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Voi mangiate qui.,You (plural) eat here.,,
mangiano,mangiare,to eat,verb,they eat,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Loro mangiano poco.,They eat little.,,
mangiavo,mangiare,to eat,verb,I was eating,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Io mangiavo alle due.,I was eating at two.,,
mangiavi,mangiare,to eat,verb,you were eating,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Tu mangiavi con noi.,You were eating with us.,,
mangiava,mangiare,to eat,verb,he was eating/she was eating/you (formal) were eating,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei mangiava spesso pesce.,She was often eating fish.,,
mangiavamo,mangiare,to eat,verb,we were eating,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Noi mangiavamo insieme.,We were eating together.,,
mangiavate,mangiare,to eat,verb,you (plural) were eating,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Voi mangiavate tardi.,You (plural) were eating late.,,
mangiavano,mangiare,to eat,verb,they were eating,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Loro mangiavano a casa.,They were eating at home.,,
ho mangiato,mangiare,to eat,verb,I have eaten,"core,verb",,1s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho mangiato tutto.,I have eaten everything.,,
hai mangiato,mangiare,to eat,verb,you have eaten,"core,verb",,2s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai mangiato il dolce?,Have you eaten the dessert?,,
ha mangiato,mangiare,to eat,verb,he has eaten/she has eaten/you (formal) have eaten,"core,verb",,3s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha mangiato troppo.,He has eaten too much.,,
abbiamo mangiato,mangiare,to eat,verb,we have eaten,"core,verb",,1p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo mangiato bene.,We have eaten well.,,
avete mangiato,mangiare,to eat,verb,you (plural) have eaten,"core,verb",,2p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete mangiato qui?,Have you (plural) eaten here?,,
hanno mangiato,mangiare,to eat,verb,they have eaten,"core,verb",,3p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno mangiato tutto.,They have eaten everything.,,
mettere,mettere,to put,verb,to put,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle irregular 'messo',Voglio mettere il libro qui.,I want to put the book here.,,
mettendo,mettere,to put,verb,putting,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto mettendo il libro sul tavolo.,I am putting the book on the table.,,
messo,mettere,to put,verb,put,"core,verb",,,m,s,participle,past,False,False,False,,,,,"past participle, irregular root, masculine singular",L'ho messo in borsa.,I put it in my bag.,,
messa,mettere,to put,verb,put,"core,verb",,,f,s,participle,past,False,False,False,,,,,"past participle, irregular root, feminine singular",L'ho messa sul tavolo.,I put it on the table.,,
messi,mettere,to put,verb,put,"core,verb",,,m,p,participle,past,False,False,False,,,,,"past participle, irregular root, masculine plural",Li ho messi in ordine.,I put them in order.,,
messe,mettere,to put,verb,put,"core,verb",,,f,p,participle,past,False,False,False,,,,,"past participle, irregular root, feminine plural",Le ho messe via.,I put them away.,,
metto,mettere,to put,verb,I put,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Io metto il sale.,I put salt.,,
metti,mettere,to put,verb,you put,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Tu metti la giacca.,You put on the jacket.,,
mette,mettere,to put,verb,he puts/she puts/you (formal) put,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei mette la firma.,She signs.,,
mettiamo,mettere,to put,verb,we put,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Noi mettiamo la musica.,We put on the music.,,
mettete,mettere,to put,verb,you (plural) put,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Voi mettete i piatti in tavola.,You (plural) put the plates on the table.,,
mettono,mettere,to put,verb,they put,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Loro mettono le chiavi sul tavolo.,They put the keys on the table.,,
mettevo,mettere,to put,verb,I was putting,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Io mettevo sempre troppo sale.,I was always putting too much salt.,,
mettevi,mettere,to put,verb,you were putting,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Tu mettevi tutto in tasca.,You were putting everything in your pocket.,,
metteva,mettere,to put,verb,he was putting/she was putting/you (formal) were putting,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei metteva spesso la sciarpa.,She was often putting on a scarf.,,
mettevamo,mettere,to put,verb,we were putting,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Noi mettevamo da parte i soldi.,We were putting money aside.,,
mettevate,mettere,to put,verb,you (plural) were putting,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Voi mettevate sempre gli occhiali.,You (plural) were always putting on glasses.,,
mettevano,mettere,to put,verb,they were putting,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Loro mettevano i libri in ordine.,They were putting the books in order.,,
ho messo,mettere,to put,verb,I have put,"core,verb",,1s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'messo',Ho messo il telefono in carica.,I have put the phone on charge.,,
hai messo,mettere,to put,verb,you have put,"core,verb",,2s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'messo',Hai messo la crema?,Have you put the cream on?,,
ha messo,mettere,to put,verb,he has put/she has put/you (formal) have put,"core,verb",,3s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha messo la sveglia alle sette.,He has set the alarm for seven.,,
abbiamo messo,mettere,to put,verb,we have put,"core,verb",,1p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'messo',Abbiamo messo le valigie in macchina.,We have put the suitcases in the car.,,
avete messo,mettere,to put,verb,you (plural) have put,"core,verb",,2p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'messo',Avete messo a posto la stanza.,You (plural) have put the room in order.,,
hanno messo,mettere,to put,verb,they have put,"core,verb",,3p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'messo',Hanno messo il film su Netflix.,They have put the movie on Netflix.,,
morire,morire,to die,verb,to die,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,irregular present (muoio/muori/muore/muoiono); past participle 'morto'; uses auxiliary essere,Nessuno vuole morire.,Nobody wants to die.,,
morendo,morire,to die,verb,dying,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sta morendo la batteria.,The battery is dying.,,
morto,morire,to die,verb,died,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle; masculine singular; irregular,È già morto.,He has already died.,,
morta,morire,to die,verb,died,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle; feminine singular; irregular,La pianta è morta.,The plant has died.,,
morti,morire,to die,verb,died,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle; masculine plural; irregular,Sono morti in guerra.,They died in the war.,,
morte,morire,to die,verb,died,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle; feminine plural; irregular,Sono morte le piante.,The plants have died.,,
muoio,morire,to die,verb,I die,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Muoio dal ridere.,I am dying of laughter.,,
muori,morire,to die,verb,you die,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Se continui così muori.,If you keep this up you die.,,
muore,morire,to die,verb,he dies/she dies/you (formal) die,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui muore nel film.,He dies in the movie.,,
moriamo,morire,to die,verb,we die,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Moriamo di caldo.,We are dying of heat.,,
morite,morire,to die,verb,you (plural) die,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Se non bevete morite di sete.,If you do not drink you die of thirst.,,
muoiono,morire,to die,verb,they die,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Le api muoiono d'inverno.,Bees die in winter.,,
morivo,morire,to die,verb,I was dying,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Da piccolo morivo di vergogna.,As a child I was dying of embarrassment.,,
morivi,morire,to die,verb,you were dying,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Senza acqua morivi di sete.,Without water you were dying of thirst.,,
moriva,morire,to die,verb,he was dying/she was dying/you (formal) were dying,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',In estate moriva dal caldo.,In summer he was dying from the heat.,,
morivamo,morire,to die,verb,we were dying,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,In montagna morivamo di freddo.,In the mountains we were dying of cold.,,
morivate,morire,to die,verb,you (plural) were dying,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Senza musica morivate di noia.,Without music you were dying of boredom.,,
morivano,morire,to die,verb,they were dying,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Durante la carestia morivano in molti.,During the famine many were dying.,,
sono morto,morire,to die,verb,I have died,"core,verb",,1s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Nel gioco sono morto subito.,In the game I have died immediately.,,
sono morta,morire,to die,verb,I have died,"core,verb",,1s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono morta dal ridere.,I have died from laughing.,,
sei morto,morire,to die,verb,you have died,"core,verb",,2s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Nel videogioco sei morto subito.,In the video game you have died immediately.,,
sei morta,morire,to die,verb,you have died,"core,verb",,2s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Nel videogioco sei morta subito.,In the video game you have died immediately.,,
è morto,morire,to die,verb,he has died/she has died/you (formal) have died,"core,verb",,3s,m,s,indicative,passato prossimo,False,False,True,,,,,also used as formal 'Lei'; used with auxiliary essere; participle agrees with subject,È morto all'improvviso.,He has died suddenly.,,
è morta,morire,to die,verb,he has died/she has died/you (formal) have died,"core,verb",,3s,f,s,indicative,passato prossimo,False,False,True,,,,,also used as formal 'Lei'; used with auxiliary essere; participle agrees with subject,È morta da poco.,She has died recently.,,
siamo morti,morire,to die,verb,we have died,"core,verb",,1p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Al livello difficile siamo morti subito.,At the hard level we have died immediately.,,
siamo morte,morire,to die,verb,we have died,"core,verb",,1p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siamo morte dal ridere.,We have died from laughing.,,
siete morti,morire,to die,verb,you (plural) have died,"core,verb",,2p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siete morti in battaglia.,You have died in battle.,,
siete morte,morire,to die,verb,you (plural) have died,"core,verb",,2p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siete morte di fatica.,You have died of exhaustion.,,
sono morti,morire,to die,verb,they have died,"core,verb",,3p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono morti in mare.,They have died at sea.,,
sono morte,morire,to die,verb,they have died,"core,verb",,3p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono morte durante la notte.,They have died during the night.,,
parlare,parlare,to speak,verb,to speak,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -are verb; past participle 'parlato',Voglio parlare con te.,I want to speak with you.,,
parlando,parlare,to speak,verb,speaking,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto parlando adesso.,I am speaking now.,,
parlato,parlare,to speak,verb,spoken,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle masculine singular,Ho parlato con lei.,I spoke with her.,,
parlata,parlare,to speak,verb,spoken,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle feminine singular,La parte parlata è interessante.,The spoken part is interesting.,,
parlati,parlare,to speak,verb,spoken,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle masculine plural,I dialetti parlati qui sono tanti.,The spoken dialects here are many.,,
parlate,parlare,to speak,verb,spoken,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle feminine plural,Le lingue parlate in città sono molte.,The languages spoken in the city are many.,,
parlo,parlare,to speak,verb,I speak,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Parlo italiano ogni giorno.,I speak Italian every day.,,
parli,parlare,to speak,verb,you speak,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Parli molto velocemente.,You speak very quickly.,,
parla,parlare,to speak,verb,he speaks/she speaks/you (formal) speak,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei parla lentamente.,You (formal) speak slowly.,,
parliamo,parlare,to speak,verb,we speak,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Parliamo dopo la riunione.,We speak after the meeting.,,
parlate,parlare,to speak,verb,you (plural) speak,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Parlate sempre tra voi.,You (plural) always speak among yourselves.,,
parlano,parlare,to speak,verb,they speak,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Parlano al telefono.,They speak on the phone.,,
parlavo,parlare,to speak,verb,I was speaking,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Parlavo spesso con mia nonna.,I often spoke with my grandmother.,,
parlavi,parlare,to speak,verb,you were speaking,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Parlavi di viaggi.,You talked about travel.,,
parlava,parlare,to speak,verb,he was speaking/she was speaking/you (formal) were speaking,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei parlava poco da giovane.,She spoke little when young.,,
parlavamo,parlare,to speak,verb,we were speaking,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Parlavamo fino a tardi.,We spoke until late.,,
parlavate,parlare,to speak,verb,you (plural) were speaking,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Parlavate di lavoro ogni giorno.,You (plural) talked about work every day.,,
parlavano,parlare,to speak,verb,they were speaking,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Parlavano sempre a bassa voce.,They always spoke in a low voice.,,
ho parlato,parlare,to speak,verb,I have spoken,"core,verb",,1s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'parlato',Ho parlato con il capo.,I have spoken with the boss.,,
hai parlato,parlare,to speak,verb,you have spoken,"core,verb",,2s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'parlato',Hai parlato con tua madre?,Have you spoken with your mother?,,
ha parlato,parlare,to speak,verb,he has spoken/she has spoken/you (formal) have spoken,"core,verb",,3s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'parlato'; also used as formal 'Lei',Ha parlato con me.,He has spoken with me.,,
abbiamo parlato,parlare,to speak,verb,we have spoken,"core,verb",,1p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'parlato',Abbiamo parlato ieri sera.,We spoke last night.,,
avete parlato,parlare,to speak,verb,you (plural) have spoken,"core,verb",,2p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'parlato',Avete parlato con loro.,You (plural) have spoken with them.,,
hanno parlato,parlare,to speak,verb,they have spoken,"core,verb",,3p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'parlato',Hanno parlato troppo.,They have spoken too much.,,
passare,passare,to pass,verb,to pass,"movement,time",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -are verb; intransitive usually with auxiliary essere; transitive uses avere,Voglio passare più tempo con te.,I want to spend more time with you.,,
passando,passare,to pass,verb,passing,"movement,time",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto passando di lì.,I am passing by there.,,
passato,passare,to pass,verb,passed,"movement,time",,,m,s,participle,past,False,False,False,,,,,past participle; agrees when used with essere,Sono passato di qui.,I passed by here.,,
passata,passare,to pass,verb,passed,"movement,time",,,f,s,participle,past,False,False,False,,,,,past participle; agrees when used with essere,Sono passata di qui.,I passed by here.,,
passati,passare,to pass,verb,passed,"movement,time",,,m,p,participle,past,False,False,False,,,,,past participle; agrees when used with essere,Siamo passati di qui.,We passed by here.,,
passate,passare,to pass,verb,passed,"movement,time",,,f,p,participle,past,False,False,False,,,,,past participle; agrees when used with essere,Siamo passate di qui.,We passed by here.,,
passo,passare,to pass,verb,I pass,"movement,time",,1s,n/a,s,indicative,present,False,False,False,,,,,,Io passo dopo.,I pass by later.,,
passi,passare,to pass,verb,you pass,"movement,time",,2s,n/a,s,indicative,present,False,False,False,,,,,,Tu passi domani?,Do you pass by tomorrow?,,
passa,passare,to pass,verb,he passes/she passes/you (formal) pass,"movement,time",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal Lei,Lui passa alle tre.,He passes by at three.,,
passiamo,passare,to pass,verb,we pass,"movement,time",,1p,n/a,p,indicative,present,False,False,False,,,,,,Passiamo davanti alla scuola.,We pass in front of the school.,,
passate,passare,to pass,verb,you (plural) pass,"movement,time",,2p,n/a,p,indicative,present,False,False,False,,,,,,Voi passate spesso di qui.,You often pass by here.,,
passano,passare,to pass,verb,they pass,"movement,time",,3p,n/a,p,indicative,present,False,False,False,,,,,,Loro passano in silenzio.,They pass in silence.,,
passavo,passare,to pass,verb,I was passing,"movement,time",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Passavo ogni sera.,I was passing every evening.,,
passavi,passare,to pass,verb,you were passing,"movement,time",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Passavi spesso di lì.,You were passing there often.,,
passava,passare,to pass,verb,he was passing/she was passing/you (formal) were passing,"movement,time",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lei passava ogni giorno.,You (formal) were passing every day.,,
passavamo,passare,to pass,verb,we were passing,"movement,time",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Passavamo di là.,We were passing that way.,,
passavate,passare,to pass,verb,you (plural) were passing,"movement,time",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Passavate davanti al bar.,You (plural) were passing in front of the bar.,,
passavano,passare,to pass,verb,they were passing,"movement,time",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Passavano ogni ora.,They were passing every hour.,,
sono passato,passare,to pass,verb,I have passed,"movement,time",,1s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Sono passato a salutare.,I have passed by to say hello.,,
sono passata,passare,to pass,verb,I have passed,"movement,time",,1s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Sono passata a salutare.,I have passed by to say hello.,,
sei passato,passare,to pass,verb,you have passed,"movement,time",,2s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Sei passato da me?,Have you passed by my place?,,
sei passata,passare,to pass,verb,you have passed,"movement,time",,2s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Sei passata da me?,Have you passed by my place?,,
è passato,passare,to pass,verb,he has passed,"movement,time",,3s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,È passato il treno.,The train has passed.,,
è passata,passare,to pass,verb,she has passed/you (formal) have passed,"movement,time",,3s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal Lei,È passata alle tre.,She has passed by at three.,,
siamo passati,passare,to pass,verb,we have passed,"movement,time",,1p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Siamo passati ieri.,We passed by yesterday.,,
siamo passate,passare,to pass,verb,we have passed,"movement,time",,1p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Siamo passate ieri.,We passed by yesterday.,,
siete passati,passare,to pass,verb,you (plural) have passed,"movement,time",,2p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Siete passati tardi.,You (plural) passed by late.,,
siete passate,passare,to pass,verb,you (plural) have passed,"movement,time",,2p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Siete passate tardi.,You (plural) passed by late.,,
sono passati,passare,to pass,verb,they have passed,"movement,time",,3p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Sono passati due anni.,Two years have passed.,,
sono passate,passare,to pass,verb,they have passed,"movement,time",,3p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere,Sono passate tre ore.,Three hours have passed.,,
pensare,pensare,to think,verb,to think,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio pensare un attimo.,I want to think for a moment.,,
pensando,pensare,to think,verb,thinking,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto pensando a te.,I am thinking of you.,,
pensato,pensare,to think,verb,thought,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,L'ho pensato anch'io.,I thought it too.,,
pensata,pensare,to think,verb,thought,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,L'ho pensata bene.,I thought it through well.,,
pensati,pensare,to think,verb,thought,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,Li ho pensati a lungo.,I thought them up for a long time.,,
pensate,pensare,to think,verb,thought,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,Le ho pensate tutte.,I thought them all up.,,
penso,pensare,to think,verb,I think,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Penso di uscire.,I think I will go out.,,
pensi,pensare,to think,verb,you think,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Pensi troppo.,You think too much.,,
