text_it	text_en	hash	text_it_length	text_en_length
Mary ha già speso la sua paghetta.	Mary has already spent her allowance.	288f28bd-cd55-5c4c-ac4d-034a2e5d01e6	34	37
Tom ha una paghetta.	Tom has an allowance.	d1f9069a-5502-51a5-9882-5dee12754fe0	20	21
Tom ha dato a Mary una paghetta.	Tom gave Mary an allowance.	115f0d87-0b5f-5588-811e-55062485789d	32	27
Tom diede a Mary una paghetta.	Tom gave Mary an allowance.	4d467edf-5281-5015-b442-1754f018c703	30	27
Tom ha già speso la sua paghetta.	Tom has already spent his allowance.	908b5526-fd51-500d-8db6-7efae95fb37e	33	36
Dà una paghetta ai suoi figli.	He gives his children an allowance.	80502013-1745-5b21-8f5b-ad5eae4210bd	30	35
Dà una paghetta alle sue figlie.	He gives his children an allowance.	aabdeb31-52e8-5512-822f-926e838093a3	32	35
Tom dà una paghetta ai suoi figli.	Tom gives his kids an allowance.	540becf5-c6a3-58e0-bef9-04b536f5d4c6	34	32
Ho già speso la mia paghetta.	I've already spent my allowance.	e0fff614-4601-58ff-a90f-1a60bd3237b2	29	32
Mary dà una paghetta ai suoi figli.	Mary gives her kids an allowance.	1e98eb10-46ad-59f6-b708-77e99651c153	35	33
Alcuni bambini ricevono una paghetta settimanale.	Some children get a weekly allowance.	7a3ea393-1b5f-54e8-bbdd-457875fac605	49	37
Do una paghetta ai miei figli.	I give my children an allowance.	fdd0213c-225b-5e1b-a4d1-b35999dbfd43	30	32
Tom non riceve una paghetta.	Tom doesn't get an allowance.	2fc1a284-2e3e-5a9b-84bd-1d2dcfddc6e0	28	29
Me ne occuperò più tardi.	I'll take care of that later.	a44e6fae-0246-55c8-bcf5-247c2b90a0c3	25	29
Posso avere un passaggio a casa?	Can I get a ride home?	7efba4a7-bfa1-568b-93fc-6c05ee5cf1a2	32	22
Ti incontrerò al bar.	I'll meet you at the café.	f4355fdb-c182-5559-b45d-29008ece89f8	21	26
Vi incontrerò al bar.	I'll meet you at the café.	eea30c63-debd-53fd-b53f-cc1a3aa803fb	21	26
La incontrerò al bar.	I'll meet you at the café.	23413797-e7e8-50b2-ae2f-284a835cf085	21	26
Qual è il piano per stasera?	What's the plan for this evening?	d6e2e4d6-d60a-5bb6-8039-d9e682f13351	28	33
Qual è il piano per questa sera?	What's the plan for this evening?	2cfc3703-8a4d-50bd-be0e-ff5c06a8d8f0	32	33
Ti vedrò dopo il mio appuntamento.	I'll see you after my appointment.	c5af8ca4-fe3e-54fe-8567-d908c614cdf2	34	34
Vi vedrò dopo il mio appuntamento.	I'll see you after my appointment.	e28eda5d-ad75-5ea8-ad16-a60bb3b685f2	34	34
La vedrò dopo il mio appuntamento.	I'll see you after my appointment.	86b2a883-aa9b-593f-8ac2-0237145d6513	34	34
Facciamo una passeggiata dopo pranzo.	Let's take a walk after lunch.	ecf11ce0-0b47-5e94-b211-89edaaaa4ed0	37	30
Avrò finito fra un momento.	I'll be finished in a moment.	38ec0f93-4a21-537d-a539-5b2e2ad97fa3	27	29
Avrò finito tra un momento.	I'll be finished in a moment.	74094012-a704-5ea7-92d9-14f6adb5b6c9	27	29
Mi sto sentendo un pochino stanco.	I'm feeling a little bit tired.	6e94c066-099f-54dd-89fd-19c2c8ac9726	34	31
Mi sto sentendo un pochino stanca.	I'm feeling a little bit tired.	b5968c95-fe7d-5acf-ae86-b8b8bf7274ca	34	31
Andiamo a fare una passeggiata più tardi.	Let's go for a walk later.	728e4a29-d30b-5c06-a0af-0944a1ee2b38	41	26
Ti chiamerò appena finisco.	I'll call you after I finish.	a873dfac-23aa-5314-a38d-c0ebc92f4d25	27	29
Vi chiamerò appena finisco.	I'll call you after I finish.	786f4812-1330-5065-91e3-d5eb394f08d0	27	29
La chiamerò appena finisco.	I'll call you after I finish.	a654d6f9-4dc3-5a5c-8ba7-62ddc72f1f93	27	29
Farò una passeggiata ora.	I'm going to take a walk now.	6feb0b53-7e8c-5359-b8c6-fbf789c84bfd	25	29
Farò una passeggiata adesso.	I'm going to take a walk now.	457b351e-8bd0-5b0a-ab3f-1cbf8335695a	28	29
Sarò pronto fra un minuto.	I'll be ready in a minute.	0ad4380b-290e-50f1-9b41-de6866e2fe12	26	26
Sarò pronta fra un minuto.	I'll be ready in a minute.	74f084ce-f03a-5374-ba67-feabcde28ccf	26	26
Andiamo in palestra più tardi.	Let's go to the gym later.	90db94e4-d3b8-5e2d-80af-deeb903e8ecc	30	26
Ho dimenticato di comprare il latte.	I forgot to buy milk.	bfc2f588-b59e-5fbc-9d48-9e2b53f8b559	36	21
Dimenticai di comprare il latte.	I forgot to buy milk.	403b21a4-a999-5cf6-adf2-ad3f5126c7cc	32	21
Ho scordato di comprare il latte.	I forgot to buy milk.	11a3f5f6-5b76-5cc7-be68-4bd9383a623d	33	21
Scordai di comprare il latte.	I forgot to buy milk.	2a5859af-b2ae-540a-91ec-b2b8690a0dbd	29	21
Mi sto sentendo piuttosto stanco oggi.	I'm feeling kind of tired today.	b0e19568-8cba-512b-b1b5-f3eb0f6b1ac7	38	32
Mi sto sentendo piuttosto stanca oggi.	I'm feeling kind of tired today.	c44119b8-94e6-557a-93cf-69f73cd0935a	38	32
Ci vedremo in ufficio.	I'll see you at the office.	65016c97-dd1c-5dad-8918-a740a377e6e8	22	27
Com'è stata la tua giornata finora?	How's your day been so far?	684d481b-f37b-56bb-8032-875bfc552098	35	27
Com'è stata la sua giornata finora?	How's your day been so far?	51130dd0-e12c-52b0-9a71-e379a1c59214	35	27
Com'è stata la vostra giornata finora?	How's your day been so far?	e23e70f9-c8fb-5934-8e4e-79509adca5de	38	27
Come sta andando tutto al lavoro?	How's everything going at work?	89016438-ae1e-5e1c-8ab0-09cbdc71159a	33	31
A che ora chiude questo posto?	What time does this place close?	3ceb02b1-d660-523a-bd46-99ab8cc54040	30	32
Sarò a casa fra dieci minuti.	I'll be home in ten minutes.	15859e04-28b5-5fd4-9bfc-643bf1da080c	29	28
Possiamo discutere di questo dopo il lavoro?	Can we discuss this after work?	fc731b49-6ec8-575a-9f24-9034d9c24d84	44	31
Sarò a casa per le tre.	I'll be home by three.	270ec776-1390-5e58-98d1-c45b859a0eca	23	22
Ci vedremo al parco.	I'll see you at the park.	5f583298-28e3-54cb-b3f2-b96bf299f2fc	20	25
Sarò al parco più tardi.	I'll be at the park later.	c0e4e717-e62e-5280-836c-4502d91124c8	24	26
Sarò a casa fra un'ora.	I'll be home in an hour.	605ce748-f6e5-5618-a151-b7698a798eda	23	24
Prendiamo la cena dopo la riunione.	Let's grab dinner after the meeting.	fedfa6f3-79c2-5344-81ef-4675e7a98fc9	35	36
Facciamo una breve pausa ora.	Let's take a short break now.	7d32e556-f2fd-5a3a-809e-510caf577763	29	29
Facciamo una breve pausa adesso.	Let's take a short break now.	e541d5af-90d8-5fbe-9fe3-812df4a69f1c	32	29
Ci incontreremo al ristorante.	I'll meet you at the restaurant.	780204b2-e71e-534a-b7c4-0f6814712d9e	30	32
Devo finire questa e-mail.	I need to finish this email.	5114a7e5-87cb-56f9-ac97-d4cabfb7ea2b	26	28
Ho bisogno di finire questa e-mail.	I need to finish this email.	09b08f80-3cf0-55cb-b55e-7cd2f658ce5a	35	28
Possiamo parlare più tardi questo pomeriggio?	Can we talk later this afternoon?	1d6e4b4a-4a8e-5449-972a-9c67c0452c65	45	33
Sto pensando di andare a fare una passeggiata.	I'm thinking of going for a walk.	e93331e7-437b-55e2-ab9c-8c971142c24b	46	33
Ho ordinato qualcosa da mangiare.	I've ordered something to eat.	1f5eaa3a-d751-5bf4-a704-933f992171f5	33	30
Quella ragazza è carina.	That girl's cute.	11fe5428-b855-5af3-9541-406f221f592b	24	17
Sarò di ritorno fra un po'.	I'll be back in a bit.	3e6e942a-c982-5a3a-9d2f-b9f3168fc956	27	22
Avrò finito fra qualche minuto.	I'll be finished in a few minutes.	cacb399d-d402-5f7d-9b25-1b3e0e29886a	31	34
Andiamo a correre più tardi.	Let's go for a run later.	6fc7d540-490e-5ddd-bddc-ef778144a338	28	25
Ti chiamerò quando arrivo.	I'll call you when I arrive.	c4df1eca-91b4-51fd-be85-e7875d49f8d6	26	28
Vi chiamerò quando arrivo.	I'll call you when I arrive.	91df5a1b-88c9-53ce-b737-ec0e6752c563	26	28
La chiamerò quando arrivo.	I'll call you when I arrive.	5973ed37-53f0-59d6-8a8c-ac350762a9aa	26	28
Possiamo discutere di questo più tardi?	Can we discuss this later?	39110992-5783-5a9f-a849-248d4f84e807	39	26
Ci incontreremo in ufficio.	I'll meet you at the office.	eb216ea8-d90a-53a8-8d5b-94efd2686e9b	27	28
A che ora inizia la tua lezione?	What time does your class start?	aa8cc2aa-3395-5c0b-a739-9e553b8adec0	32	32
A che ora inizia la sua lezione?	What time does your class start?	9bd96e8c-0fc6-5ccc-8556-68be7fd7fbbe	32	32
A che ora inizia la vostra lezione?	What time does your class start?	09b51133-e182-5630-87f5-3cac6bb35c52	35	32
Amerei andare in Australia un giorno.	I'd love to go to Australia someday.	a212ffad-0b0e-5138-8f9b-965676dcb046	37	36
Ho chiesto un consiglio ai miei amici.	I asked my friends for advice.	a29edfbb-0bd5-5b33-a34a-e8da69c3fadf	38	30
Chiesi un consiglio ai miei amici.	I asked my friends for advice.	8b6cb467-184f-5ae6-8c65-98c4f17afa8f	34	30
Ho chiesto un consiglio alle mie amiche.	I asked my friends for advice.	85dac9e0-2306-5c49-b6b0-d3a1dfdd2454	40	30
Chiesi un consiglio alle mie amiche.	I asked my friends for advice.	cee9d812-8b2d-538c-bea9-84e7f941fc8f	36	30
Gli tsunami non capitano molto spesso.	Tsunamis don't happen very often.	ada98e17-a431-5141-9ed5-3a88fde9386d	38	33
Mi sto sentendo improvvisamente molto assonnato.	I'm suddenly feeling sleepy.	63a8f962-5f65-5e80-836c-f95870298426	48	28
Mi sto sentendo improvvisamente molto assonnata.	I'm suddenly feeling sleepy.	e2e04554-ce17-55c8-a7a2-85ba068bb7ee	48	28
Sono preoccupato per domani.	I'm worried about tomorrow.	6be842c0-50ff-57d7-9cc7-a520d0961ae0	28	27
Sono preoccupata per domani.	I'm worried about tomorrow.	6225c199-ed35-5843-9f0f-22dc19bdd4ad	28	27
Sono già alle superiori.	I'm already in high school.	164f298f-6ff2-5248-927b-48ab9d1c2a2f	24	27
Andiamo a mangiare del ramen.	Let's go eat ramen.	3016d6c1-d71c-5fb1-8ebf-2df4be490a21	29	19
L'estate sta finalmente iniziando.	Summer is finally beginning.	a1320fa9-7786-5c03-bc87-530b9649190b	34	28
L'estate sta finalmente cominciando.	Summer is finally beginning.	e0d8e6c7-71f1-5bf9-9014-aba53f1a9e91	36	28
Non sarei in grado di parlare.	I wouldn't be able to speak.	950c4037-db0c-5e36-bf74-dd5ca6c05b34	30	28
Non riuscivo a parlare.	I couldn't speak.	efbc17c4-35b6-5668-9759-8ed82aa2bdc8	23	17
Non potevo parlare.	I couldn't speak.	11eb94a1-fa34-5e82-b998-ea159b9ca981	19	17
La mia carriola è piena.	My wheelbarrow is full.	419f545a-fc1b-5d6e-b398-2b4f6c19df8a	24	23
Perché è là?	Why is that there?	e9dd2fd2-a422-5166-a904-e8a9437af22c	12	18
Quel ragazzino sembra assonnato.	That kid looks sleepy.	062b87c3-24f6-5753-be12-5fc066a0925e	32	22
Non ricordo quando inizia la festa.	I don't remember when the party starts.	ffc39651-9975-5453-8248-9497d8412cb9	35	39
Non ricordo quando comincia la festa.	I don't remember when the party starts.	3761b9fd-643b-5b24-91aa-a2600624fca0	37	39
Non ricordo quando è la scadenza.	I don't remember when the deadline is.	7974a45d-fdc8-5350-93df-8d871caa94ec	33	38
Non ricordo quand'è la scadenza.	I don't remember when the deadline is.	9f1e6506-02fb-5cb0-84c3-ef34f4af0f86	32	38
Non ricordo se ho chiuso a chiave la mia bici.	I don't remember if I locked my bike.	c7d30b14-5c9f-5225-ad38-e90c300821a3	46	37
Non ricordo di averlo comprato.	I don't remember buying that.	f8b90b42-0bad-5fef-8b6c-0f25a3932bc7	31	29
Il Natale è un momento magico per i bambini.	Christmas is a magical time for children.	2b42f103-32c3-5524-b3ae-507892ad4a9d	44	41
Il vero amore è amore senza coercizione.	True love is love without coercion.	8134b405-b950-5caf-be30-c65b288c653e	40	35
Hai speso tutta la tua paghetta?	Did you spend all your allowance?	ef0d2401-e53a-5330-b6b9-826fee3c4bbd	32	33
Ha speso tutta la sua paghetta?	Did you spend all your allowance?	f3c71130-0908-58e4-8e55-87f50f364953	31	33
Avete speso tutta la vostra paghetta?	Did you spend all your allowance?	e49b88ed-a8af-53ad-8dc3-2ec16961b256	37	33
Ti darò metà della mia paghetta.	I'll give you half my allowance.	ce2f2115-039c-5682-8076-603d073032ae	32	32
Vi darò metà della mia paghetta.	I'll give you half my allowance.	9c49f505-f0ea-5d93-b519-8a7e4167f63b	32	32
Le darò metà della mia paghetta.	I'll give you half my allowance.	c0d1327a-b160-5e34-b87b-e8f562aac576	32	32
Mary ha detto che era assetata.	Mary said that she was thirty.	f9003bf3-7d69-52f0-b902-600d117f4113	31	30
Mary disse che era assetata.	Mary said that she was thirty.	5acfd906-71b2-5c2b-a94b-82d575ca7bea	28	30
Il nuovo anno è un momento di speranza.	The New Year is a time for hope.	0e9af85b-12b4-5551-ad63-c6548d45fc84	39	32
Mary dice che ha letto questo libro tre volte.	Mary says she's read this book three times.	414eac18-d1ea-5168-8411-d125d3144ea0	46	43
Mary dice di avere letto questo libro tre volte.	Mary says she's read this book three times.	90d2bb17-8bdb-5941-9829-73e5426338c2	48	43
Mary mi ha detto che lo aveva fatto nel 2013.	Mary told me she did that in 2013.	aff68ddf-f1f4-54e7-b396-7f7ae94c1045	45	34
Mary mi disse che lo aveva fatto nel 2013.	Mary told me she did that in 2013.	1634592a-b8a4-56fc-9fa4-a5fdaa90d040	42	34
Mary ha detto a Tom che si sentiva stanca.	Mary told Tom that she felt tired.	86de1476-0cc4-5904-b58f-bd57c858c30a	42	34
Mary disse a Tom che si sentiva stanca.	Mary told Tom that she felt tired.	2c186b95-8b1e-510e-9148-ecbaac6b3635	39	34
Dubito che Tom cambierà idea.	I doubt Tom will change his mind.	d93b8642-ef3a-5d0c-993c-63c51b7f506b	29	33
Spero che a Tom piaccia lavorare qui.	I hope Tom likes working here.	1f283c28-bd14-5a8e-b50c-739716e45f1d	37	30
Spero che a Tom piaccia lavorare qua.	I hope Tom likes working here.	642574f9-7afe-5e4e-8764-cdad00c83d3f	37	30
Mary portò la sua macchina fotografica con sé.	Mary took her camera with her.	87afc82f-36b6-5b37-9627-a2ac5cb2fef1	46	30
La stagione natalizia è piena di felicità.	The Christmas season is full of happiness.	4e9c2e35-4978-5f13-a16b-af8a0507fa02	42	42
Tom assomiglia un po' a Harry Potter.	Tom looks a bit like Harry Potter.	afd8401e-e93c-5779-ba9a-3b8f52e8c382	37	34
Tom potrebbe essere qui più tardi.	Tom might be here later.	00c022e0-edde-54b5-b572-371a88e795c2	34	24
Tom potrebbe essere qua più tardi.	Tom might be here later.	9a44ea7b-5656-5d2d-91e5-d56a3d5052c7	34	24
Lei pensa che sia normale.	She thinks that it's normal.	79b7aed8-5ec9-5424-96d1-ae1ad5d10cf9	26	28
Ho incontrato un amico per strada.	I met a friend in the street.	52d5a131-5bf5-5555-8b35-2516179a4c58	34	29
Ho incontrato un'amica per strada.	I met a friend in the street.	e2884503-3f92-5b78-99fd-9df2bb136345	34	29
Incontrai un amico per strada.	I met a friend in the street.	d94e5f30-54e2-52da-a630-7052540d46f7	30	29
Incontrai un'amica per strada.	I met a friend in the street.	a0f95286-9040-570a-a688-9fd727e1f2f0	30	29
Tom era loro complice.	Tom was their accomplice.	c7207b45-3f47-5d60-9b87-cb8ba88e679d	22	25
Vieni qui per un momento!	Come here for a moment!	e4ca504e-a2ce-5b13-9e32-c16b54eca6d4	25	23
Vieni qua per un momento!	Come here for a moment!	1f9ece97-a28d-52c6-99f0-353cba4dbb6c	25	23
Venga qui per un momento!	Come here for a moment!	5d5a8bb6-78de-5014-affd-bd6da9bb0aa5	25	23
Venga qua per un momento!	Come here for a moment!	66b360ad-5827-5f68-9401-7d02ef129112	25	23
Venite qui per un momento!	Come here for a moment!	e51e1c04-7e73-54ca-b019-973146579fe7	26	23
Venite qua per un momento!	Come here for a moment!	c6f89d9c-20b9-5796-9047-a89fb2944d3b	26	23
Perderò con Tom.	I will lose to Tom.	e9c82213-6847-55ed-a32a-45c67f4fed66	16	19
Dove hai lasciato la tua camicia?	Where did you leave your shirt?	3e7add43-931c-53d4-a388-eef3886e7f68	33	31
Dove ha lasciato la sua camicia?	Where did you leave your shirt?	c1d7170f-3987-5dc9-9a5d-fd3cced1b28d	32	31
Dove avete lasciato la vostra camicia?	Where did you leave your shirt?	509c54f9-f38a-5497-a33e-c8d2a1aa1fc9	38	31
Ecco l'ABC francese.	Here are the French ABCs.	7167e492-6d03-5b50-98f3-fce8bb16b4cf	20	25
Mary ha realizzato che stava annegando.	Mary realized that she was drowning.	dd3fa8df-7569-5920-8645-5e1f643efd71	39	36
Mary realizzò che stava annegando.	Mary realized that she was drowning.	c12d316a-f824-5535-8488-33f2b7f8cdf5	34	36
Mary ha reso chiara la sua posizione.	Mary has made her position clear.	318b1e4b-1a61-5984-b408-67dea57b4c08	37	33
Mary ha bisogno di te nel suo ufficio.	Mary needs you in her office.	0eab1851-52e7-5c38-b4ed-09c466d09f1f	38	29
Mary ha bisogno di voi nel suo ufficio.	Mary needs you in her office.	3c0e7407-cecf-5a17-a9dc-3981e57e24f7	39	29
Mary ha bisogno di lei nel suo ufficio.	Mary needs you in her office.	2090b9df-3c10-57d1-8455-b7dcfe802333	39	29
Mary sta solo facendo il suo dovere.	Mary is just doing her duty.	6202afcc-617f-570c-95e4-e2980cd46a94	36	28
Mary sta soltanto facendo il suo dovere.	Mary is just doing her duty.	ea2197dc-5c4f-5ccf-8396-a60b8c3c0f27	40	28
Mary sta solamente facendo il suo dovere.	Mary is just doing her duty.	db86f989-840e-57fc-9e37-a7660c01d93c	41	28
Mary non farebbe del male a Tom, vero?	Mary wouldn't hurt Tom, would she?	7f4b4b2d-e56f-5ee1-b8eb-4948eeea9381	38	34
Mary è a casa con i suoi genitori.	Mary is at home with her parents.	166c726a-c4b8-515b-a889-2d60e6e12994	34	33
Mary ha detto che non era in pensione.	Mary said that she wasn't retired.	64dd6f1b-2f61-509c-b8d7-4c74875e3e29	38	34
Mary disse che non era in pensione.	Mary said that she wasn't retired.	3c484591-0d1d-5c59-bd45-f00851b0c4c4	35	34
Mary ha messo la sua borsa sulla scrivania di Tom.	Mary put her bag on Tom's desk.	e7eca1e2-4311-5d69-a0e9-1c5ecc018a96	50	31
Mary mise la sua borsa sulla scrivania di Tom.	Mary put her bag on Tom's desk.	43f00fda-1d75-519f-bc28-7f2f56fb8d00	46	31
Mary dice che partirà lunedì.	Mary says she'll leave on Monday.	f80fcc9e-40d6-5cab-aefc-86f24a277eda	29	33
Mary dice che se ne andrà lunedì.	Mary says she'll leave on Monday.	7ae82881-ddd3-5ffc-b094-5758d7ba76ff	33	33
Mary è diretta all'ospedale.	Mary is on her way to the hospital.	a72a85fe-f72c-556f-a9d4-361b43f70634	28	35
Mary è una compositrice, vero?	Mary is a songwriter, isn't she?	aa3273e1-238d-5236-a861-228764337d1c	30	32
Io ho paura di lui.	I'm afraid of him.	4844bd8f-2971-547d-b1ca-4abff3ea8b29	19	18
Marie è pronta.	Mary is ready.	34daacd9-9b86-52c4-a3d7-351fd7e76d64	15	14
È un piacere guidare una moto.	It's a pleasure to ride a motorbike.	829a2923-8383-5918-9852-8e27898485cf	30	36
OK, facciamolo.	Okay, let's do it.	e9a96cc5-32c5-55bc-95dc-b1327ba7e807	15	18
OK, facciamola.	Okay, let's do it.	fbb31782-cfeb-55e8-aa95-ee3bf3bea749	15	18
Sembra infastidito da qualcosa.	He seems annoyed by something.	b921ecab-1887-51cd-82f1-ebe20d86b788	31	30
Sono tagliaunghie.	They're nail clippers.	b25ba5e1-205e-58d4-b71d-58d9cb383dbf	18	22
Sono miei ospiti.	They're my guests.	2c4ef0f4-ab9f-5cc3-8af9-aad9a2e60d77	17	18
Sono mie ospiti.	They're my guests.	6dd715cd-6202-5d04-adbe-6728070d065a	16	18
Le mele sono il mio frutto preferito.	Apples are my favourite fruit.	9a78ec57-afa9-5395-a9d6-71d40917d041	37	30
La posta arriva prima di mezzogiorno.	The post arrives before midday.	ff395404-2943-5513-9708-d1286855328d	37	31
Vorresti andare su un'isola deserta?	Would you like to go to a desert island?	d19a34ae-4fee-50e4-8d6a-75313ad0daca	36	40
Vorreste andare su un'isola deserta?	Would you like to go to a desert island?	58dd9799-908f-5b0f-a12d-55bbeb686b05	36	40
Vorrebbe andare su un'isola deserta?	Would you like to go to a desert island?	7247b5b5-2528-5603-a9b3-0ed73e37224b	36	40
Ieri non sono andato a scuola.	Yesterday I didn't go to school.	975a3da8-a6ec-53df-b3f0-858c569b54e9	30	32
Ieri non sono andata a scuola.	Yesterday I didn't go to school.	ec7b485a-8c81-53eb-9973-8d717e238569	30	32
Preferisco guidare piuttosto che camminare.	I prefer driving to walking.	c988d9e0-b472-5237-8793-9315c92bb6f5	43	28
Scrivi queste parole sul tuo quaderno.	Write these words down in your notebook.	e4d2cebe-22fe-59a2-8bf3-b829a85cbaeb	38	40
Scriva queste parole sul suo quaderno.	Write these words down in your notebook.	31596785-f7bf-5072-99f6-f235b7581cd1	38	40
Scrivete queste parole sul vostro quaderno.	Write these words down in your notebook.	d712d195-3389-56ce-8886-7b812c449aad	43	40
Lo yiddish non è ebraico.	Yiddish is not Hebrew.	4ac6c965-cc06-5fff-a9e5-e9adc02827c5	25	22
Siamo vivi?	We are alive?	61084b5c-c01b-5bfb-ab21-336a7289c4f2	11	13
Siamo vive?	We are alive?	bd3ed400-babb-5d0f-b985-12b03f10fc0d	11	13
Mary sta facendo del suo meglio.	Mary is doing her best.	0b7223c5-353c-547d-bc61-ec4810dc9730	32	23
Il suo nome non è Mary?	Isn't her name Mary?	1bfee69f-184c-512f-b076-c3f5a4a5b626	23	20
Mary è sempre molto impegnata, vero?	Mary is always very busy, isn't she?	e6307d2f-ac6d-56fd-91b9-756ddd3735b6	36	36
Mary ha detto che è cresciuta in Australia.	Mary said she grew up in Australia.	9ffb1000-f79a-590e-bd59-4a96650374c9	43	35
Mary disse che crebbe in Australia.	Mary said she grew up in Australia.	2fa08334-d469-5930-b7f6-a4700def6cd5	35	35
Mary non ci ha ancora detto cosa deve fare.	Mary hasn't yet told us what she's supposed to do.	84866f71-764e-527c-9650-b3ccba3296ef	43	50
Mary non ci ha ancora detto che cosa deve fare.	Mary hasn't yet told us what she's supposed to do.	a04f8a01-59a4-51c3-a3d9-d3bff361798a	47	50
Mary dice che non ha ancora fame.	Mary says she isn't hungry yet.	6341d450-f928-588c-a146-3943824052a6	33	31
Mary dice che non è ancora affamata.	Mary says she isn't hungry yet.	a3755d85-005e-5d8c-a397-c34b2f5d3b37	36	31
Mary è scoraggiata, vero?	Mary is discouraged, isn't she?	2c34fe7a-5c03-5c3d-8e57-794c4d2904e7	25	31
Mary è sempre cortese, vero?	Mary is always courteous, isn't she?	2f29a4a6-929a-5908-987a-3a3785204130	28	36
Chiedi a Mary se vuole andare.	Ask Mary if she wants to go.	fb42f1c6-b4f5-51cb-9094-6741dbfa3092	30	28
Chieda a Mary se vuole andare.	Ask Mary if she wants to go.	7d3ac0a1-9624-5229-94c0-e9043518774d	30	28
Chiedete a Mary se vuole andare.	Ask Mary if she wants to go.	9831597d-c304-56d9-a929-b4e2e467e29b	32	28
Mary sta facendo il meglio che può.	Mary is doing the best she can.	018273e4-530c-5493-b45c-4add1eda6766	35	31
Mary sta facendo il meglio che riesce.	Mary is doing the best she can.	39e209cd-87c4-58b4-b563-997edf556329	38	31
Mary aveva molte cose per la testa.	Mary had a lot on her mind.	ad968518-04db-512e-b2a9-df8beffb072f	35	27
Mary ha detto che andrà a Boston a ottobre.	Mary said she'll go to Boston in October.	6877a522-2e65-55f5-b620-897bd20dfa1f	43	41
Mary si è tolta la vita.	Mary took her own life.	7302e3c2-051f-5ea4-8c7a-69f8e4907f60	24	23
Mary si tolse la vita.	Mary took her own life.	0f103c42-d35b-5e7f-bcfb-903f4fa20e8e	22	23
Mary mangia alla sua scrivania tutto il giorno.	Mary eats at her desk all day.	6b00f809-bd9a-5197-8ace-cdc30f097996	47	30
Mary tornerà. Sono sicuro che lo farà.	Mary will come back. I'm sure she will.	d1fc5a75-39fd-5d03-b5ea-971a88707925	38	39
Mary tornerà. Sono sicura che lo farà.	Mary will come back. I'm sure she will.	6dbd65e1-952c-571f-8a94-a318ffdf2e40	38	39
La signorina Green ci insegna musica.	Miss Green teaches us music.	c325118c-5b60-51b2-a3dc-65de7519a9bd	37	28
Mary non ha paura delle altezze, vero?	Mary isn't afraid of heights, is she?	ca3c1991-915a-575f-8b5b-adf7375b4066	38	37
Mary visita Tom ogni volta che va a Boston.	Mary visits Tom every time she goes to Boston.	325bfe90-3d16-5470-aff5-c44a0d2d5e75	43	46
La gioia rende la vita degna di essere vissuta.	Joy makes life worth living.	59af3b8d-04bb-5684-9858-e4081b117238	47	28
Mary dice che ha molto da fare.	Mary says she has a lot to do.	02206e06-7b56-54e0-af9b-bbbd4ef72407	31	30
Mary dice di avere molto da fare.	Mary says she has a lot to do.	4771a601-fb8a-5e5e-a2f1-c328a13da430	33	30
Non ho ancora avuto modo di farlo.	I haven't gotten around to doing it yet.	04f4c09e-99a1-5518-8217-dede96c2f256	34	40
I passi cessarono improvvisamente.	The footsteps suddenly stopped.	b7c3866d-f992-5b64-a9d2-6b3ba943dc2c	34	31
È terribilmente urgente.	It's terribly urgent.	ca5e848b-36c8-5ba7-8009-34e9780fffbf	24	21
L'anno scorso abbiamo visto molta neve.	We saw a lot of snow last year.	18d0ff3e-967b-5434-8c54-aedb7184b3df	39	31
Il nome della ragazza di Ziri è Rima.	Ziri's girlfriend's name is Rima.	f3e3f432-39c9-5bfa-bb2b-c9748576274b	37	33
Il nome della fidanzata di Ziri è Rima.	Ziri's girlfriend's name is Rima.	cfc19436-c24a-5623-a9fa-70445fb320a5	39	33
Il nome della morosa di Ziri è Rima.	Ziri's girlfriend's name is Rima.	d3f0146d-405a-5f51-b9d8-2893e460f06a	36	33
La ragazza di Ziri si chiama Rima.	Ziri's girlfriend's name is Rima.	402bbc0c-6e8e-5ec3-965c-91607a4067da	34	33
La fidanzata di Ziri si chiama Rima.	Ziri's girlfriend's name is Rima.	56eafb1b-046e-5617-8b14-5648751e3067	36	33
La morosa di Ziri si chiama Rima.	Ziri's girlfriend's name is Rima.	718474a0-a1b7-5dda-ab91-fadaac053bb9	33	33
Mary mi ha detto che era impressionata.	Mary told me she was impressed.	eb2a9b3a-127b-5e4f-a11c-c0f43560dfa9	39	31
Mary mi disse che era impressionata.	Mary told me she was impressed.	f50b5f44-8f88-523d-ae81-fa3702d8bb9a	36	31
Anche Sami è stato abusato da suo padre.	Sami too has been abused by his father.	b3b95331-68f9-52eb-bb94-72da60ca4f0c	40	39
Abbiamo due gatti neri.	We have two black cats.	596d2329-ad14-5c65-a8b6-f8e71dda1087	23	23
Penso di non aver studiato abbastanza.	I think I haven't studied enough.	43305718-a00c-59d0-bc9c-d414945fad80	38	33
Impossibile! Non può essere vero.	Impossible! It can't be true.	6690f09f-02c4-5ba0-93eb-1516ddebd2fd	33	29
Mary va a scuola, vero?	Mary goes to school, doesn't she?	26f33467-d7e5-585f-9f63-aed8c68bac18	23	33
Mary è cieca, vero?	Mary is blind, isn't she?	1f1a8810-ec16-5306-92b2-ca07edf49c91	19	25
La cucina di questa casa è molto grande.	The kitchen of this house is very large.	ef8b36df-9de2-5a44-bdf3-ef844b77ec2b	40	40
