part_of_speech,base_word_italian,english,italian,topics,base_word_english
verb,trafilare,he draws,trafilina,[jewelry and metal working],he draws
verb,trafilare,we draw,trafiliniamo,[jewelry and metal working],we draw
verb,trafilare,they draw,trafilano,[jewelry and metal working],they draw
verb,trafilare,you (plural) draw,trafilate,[jewelry and metal working],you (plural) draw
verb,trafilare,I drew (wire),ho trafilato,[jewelry and metal working],I drew (wire)
verb,trafilare,you drew (wire),hai trafilato,[jewelry and metal working],you drew (wire)
verb,trafilare,she drew (wire),ha trafilato,[jewelry and metal working],she drew (wire)
verb,trafilare,he drew (wire),ha trafilato,[jewelry and metal working],he drew (wire)
verb,trafilare,we drew (wire),abbiamo trafilato,[jewelry and metal working],we drew (wire)
verb,trafilare,they drew (wire),hanno trafilato,[jewelry and metal working],they drew (wire)
verb,trafilare,you (plural) drew (wire),avete trafilato,[jewelry and metal working],you (plural) drew (wire)
verb,trafilare,drawing (wire),trafilando,[jewelry and metal working],drawing (wire)
verb,misurare,to measure,misurare,[jewelry and metal working],to measure
verb,misurare,I measure,misuro,[jewelry and metal working],I measure
verb,misurare,you measure,misuri,[jewelry and metal working],you measure
verb,misurare,she measures,misura,[jewelry and metal working],she measures
verb,misurare,he measures,misura,[jewelry and metal working],he measures
verb,misurare,we measure,misuriamo,[jewelry and metal working],we measure
verb,misurare,they measure,misurano,[jewelry and metal working],they measure
verb,misurare,you (plural) measure,misurate,[jewelry and metal working],you (plural) measure
verb,misurare,I measured,ho misurato,[jewelry and metal working],I measured
verb,misurare,you measured,hai misurato,[jewelry and metal working],you measured
verb,misurare,she measured,ha misurato,[jewelry and metal working],she measured
verb,misurare,he measured,ha misurato,[jewelry and metal working],he measured
verb,misurare,we measured,abbiamo misurato,[jewelry and metal working],we measured
verb,misurare,they measured,hanno misurato,[jewelry and metal working],they measured
verb,misurare,you (plural) measured,avete misurato,[jewelry and metal working],you (plural) measured
verb,misurare,measuring,misurando,[jewelry and metal working],measuring
verb,spazzolare,to buff,spazzolare,[jewelry and metal working],to buff
verb,spazzolare,I buff,spazzolo,[jewelry and metal working],I buff
verb,spazzolare,you buff,spazzoli,[jewelry and metal working],you buff
verb,spazzolare,she buffs,spazzola,[jewelry and metal working],she buffs
verb,spazzolare,he buffs,spazzola,[jewelry and metal working],he buffs
verb,spazzolare,we buff,spazzoliamo,[jewelry and metal working],we buff
verb,spazzolare,they buff,spazzolano,[jewelry and metal working],they buff
verb,spazzolare,you (plural) buff,spazzolate,[jewelry and metal working],you (plural) buff
verb,spazzolare,I buffed,ho spazzolato,[jewelry and metal working],I buffed
verb,spazzolare,you buffed,hai spazzolato,[jewelry and metal working],you buffed
verb,spazzolare,she buffed,ha spazzolato,[jewelry and metal working],she buffed
verb,spazzolare,he buffed,ha spazzolato,[jewelry and metal working],he buffed
verb,spazzolare,we buffed,abbiamo spazzolato,[jewelry and metal working],we buffed
verb,spazzolare,they buffed,hanno spazzolato,[jewelry and metal working],they buffed
verb,spazzolare,you (plural) buffed,avete spazzolato,[jewelry and metal working],you (plural) buffed
verb,spazzolare,buffing,spazzolando,[jewelry and metal working],buffing
verb,decapare,to pickle,decapare,[jewelry and metal working],to pickle
verb,decapare,I pickle,decapo,[jewelry and metal working],I pickle
verb,decapare,you pickle,decapi,[jewelry and metal working],you pickle
verb,decapare,she pickles,decapa,[jewelry and metal working],she pickles
verb,decapare,he pickles,decapa,[jewelry and metal working],he pickles
verb,decapare,we pickle,decapiamo,[jewelry and metal working],we pickle
verb,decapare,they pickle,decapano,[jewelry and metal working],they pickle
verb,decapare,you (plural) pickle,decapate,[jewelry and metal working],you (plural) pickle
verb,decapare,I pickled,ho decapato,[jewelry and metal working],I pickled
verb,decapare,you pickled,hai decapato,[jewelry and metal working],you pickled
verb,decapare,she pickled,ha decapato,[jewelry and metal working],she pickled
verb,decapare,he pickled,ha decapato,[jewelry and metal working],he pickled
verb,decapare,we pickled,abbiamo decapato,[jewelry and metal working],we pickled
verb,decapare,they pickled,hanno decapato,[jewelry and metal working],they pickled
verb,decapare,you (plural) pickled,avete decapato,[jewelry and metal working],you (plural) pickled
verb,decapare,pickling,decapando,[jewelry and metal working],pickling
verb,temprare,to quench,temprare,[jewelry and metal working],to quench
verb,temprare,I quench,tempro,[jewelry and metal working],I quench
verb,temprare,you quench,tempri,[jewelry and metal working],you quench
verb,temprare,she quenches,tempra,[jewelry and metal working],she quenches
verb,temprare,he quenches,tempra,[jewelry and metal working],he quenches
verb,temprare,we quench,tempriamo,[jewelry and metal working],we quench
verb,temprare,they quench,temprano,[jewelry and metal working],they quench
verb,temprare,you (plural) quench,temprate,[jewelry and metal working],you (plural) quench
verb,temprare,I quenched,ho temprato,[jewelry and metal working],I quenched
verb,temprare,you quenched,hai temprato,[jewelry and metal working],you quenched
verb,temprare,she quenched,ha temprato,[jewelry and metal working],she quenched
verb,temprare,he quenched,ha temprato,[jewelry and metal working],he quenched
verb,temprare,we quenched,abbiamo temprato,[jewelry and metal working],we quenched
verb,temprare,they quenched,hanno temprato,[jewelry and metal working],they quenched
verb,temprare,you (plural) quenched,avete temprato,[jewelry and metal working],you (plural) quenched
verb,temprare,quenching,temprando,[jewelry and metal working],quenching
verb,piegare,to bend,piegare,[jewelry and metal working],to bend
verb,piegare,I bend,piego,[jewelry and metal working],I bend
verb,piegare,you bend,pieghi,[jewelry and metal working],you bend
verb,piegare,she bends,piega,[jewelry and metal working],she bends
verb,piegare,he bends,piega,[jewelry and metal working],he bends
verb,piegare,we bend,pieghiamo,[jewelry and metal working],we bend
verb,piegare,they bend,piegano,[jewelry and metal working],they bend
verb,piegare,you (plural) bend,piegate,[jewelry and metal working],you (plural) bend
verb,piegare,I bent,ho piegato,[jewelry and metal working],I bent
verb,piegare,you bent,hai piegato,[jewelry and metal working],you bent
verb,piegare,she bent,ha piegato,[jewelry and metal working],she bent
verb,piegare ,he bent,ha piegato,[jewelry and metal working],he bent
verb,piegare,we bent,abbiamo piegato,[jewelry and metal working],we bent
verb,piegare,they bent,hanno piegato,[jewelry and metal working],they bent
verb,piegare,you (plural) bent,avete piegato,[jewelry and metal working],you (plural) bent
verb,piegare,bending,piegando,[jewelry and metal working],bending
verb,comprare,to buy,comprare,[shopping],to buy
verb,comprare,I buy,compro,[shopping],I buy
verb,comprare,you buy,compri,[shopping],you buy
verb,comprare,she buys,compra,[shopping],she buys
verb,comprare,he buys,compra,[shopping],he buys
verb,comprare,we buy,compriamo,[shopping],we buy
verb,comprare,they buy,comprano,[shopping],they buy
verb,comprare,you (plural) buy,comprate,[shopping],you (plural) buy
verb,comprare,I bought,ho comprato,[shopping],I bought
verb,comprare,you bought,hai comprato,[shopping],you bought
verb,comprare,she bought,ha comprato,[shopping],she bought
verb,comprare,he bought,ha comprato,[shopping],he bought
verb,comprare,we bought,abbiamo comprato,[shopping],we bought
verb,comprare,they bought,hanno comprato,[shopping],they bought
verb,comprare,you (plural) bought,avete comprato,[shopping],you (plural) bought
verb,comprare,buying,comprando,[shopping],buying
verb,pagare,to pay,pagare,[shopping],to pay
verb,pagare,I pay,pago,[shopping],I pay
verb,pagare,you pay,paghi,[shopping],you pay
verb,pagare,she pays,paga,[shopping],she pays
verb,pagare,he pays,paga,[shopping],he pays
verb,pagare,we pay,paghiamo,[shopping],we pay
verb,pagare,they pay,pagano,[shopping],they pay
verb,pagare,you (plural) pay,pagate,[shopping],you (plural) pay
verb,pagare,I paid,ho pagato,[shopping],I paid
verb,pagare,you paid,hai pagato,[shopping],you paid
verb,pagare,she paid,ha pagato,[shopping],she paid
verb,pagare,he paid,ha pagato,[shopping],he paid
verb,pagare,we paid,abbiamo pagato,[shopping],we paid
verb,pagare,they paid,hanno pagato,[shopping],they paid
verb,pagare,you (plural) paid,avete pagato,[shopping],you (plural) paid
verb,pagare,paying,pagando,[shopping],paying
verb,provare,to try on,provare,[shopping],to try on
verb,provare,I try on,provo,[shopping],I try on
verb,provare,you try on,provi,[shopping],you try on
verb,provare,she tries on,prova,[shopping],she tries on
verb,provare,he tries on,prova,[shopping],he tries on
verb,provare,we try on,proviamo,[shopping],we try on
verb,provare,they try on,provano,[shopping],they try on
verb,provare,you (plural) try on,provate,[shopping],you (plural) try on
verb,provare,I tried on,ho provato,[shopping],I tried on
verb,provare,you tried on,hai provato,[shopping],you tried on
verb,provare,she tried on,ha provato,[shopping],she tried on
verb,provare,he tried on,ha provato,[shopping],he tried on
verb,provare,we tried on,abbiamo provato,[shopping],we tried on
verb,provare,they tried on,hanno provato,[shopping],they tried on
verb,provare,you (plural) tried on,avete provato,[shopping],you (plural) tried on
verb,provare,trying on,provando,[shopping],trying on
verb,costare,to cost,costare,[shopping],to cost
verb,costare,costing,costando,[shopping],costing
verb,scegliere,to choose,scegliere,[shopping],to choose
verb,scegliere,I choose,scelgo,[shopping],I choose
verb,scegliere,you choose,scegli,[shopping],you choose
verb,scegliere,she chooses,sceglie,[shopping],she chooses
verb,scegliere,he chooses,sceglie,[shopping],he chooses
verb,scegliere,we choose,scegliamo,[shopping],we choose
verb,scegliere,they choose,scegono,[shopping],they choose
verb,scegliere,you (plural) choose,scegliete,[shopping],you (plural) choose
verb,sceltare,I chose,ho scelto,[shopping],I chose
verb,sceltare,you chose,hai scelto,[shopping],you chose
verb,sceltare,she chose,ha scelto,[shopping],she chose
verb,sceltare,he chose,ha scelto,[shopping],he chose
verb,sceltare,we chose,abbiamo scelto,[shopping],we chose
verb,sceltare,they chose,hanno scelto,[shopping],they chose
verb,sceltare,you (plural) chose,avete scelto,[shopping],you (plural) chose
verb,scegliere,choosing,scegliendo,[shopping],choosing
verb,cambiare,to exchange,cambiare,[shopping],to exchange
verb,cambiare,I exchange,cambio,[shopping],I exchange
verb,cambiare,you exchange,cambi,[shopping],you exchange
verb,cambiare,she exchanges,cambia,[shopping],she exchanges
verb,cambiare,he exchanges,cambia,[shopping],he exchanges
verb,cambiare,we exchange,cambiamo,[shopping],we exchange
verb,cambiare,they exchange,cambiano,[shopping],they exchange
verb,cambiare,you (plural) exchange,cambiate,[shopping],you (plural) exchange
verb,cambiare,I exchanged,ho cambiato,[shopping],I exchanged
verb,cambiare,you exchanged,hai cambiato,[shopping],you exchanged
verb,cambiare,she exchanged,ha cambiato,[shopping],she exchanged
verb,cambiare,he exchanged,ha cambiato,[shopping],he exchanged
verb,cambiare,we exchanged,abbiamo cambiato,[shopping],we exchanged
verb,cambiare,they exchanged,hanno cambiato,[shopping],they exchanged
verb,cambiare,you (plural) exchanged,avete cambiato,[shopping],you (plural) exchanged
verb,cambiare,exchanging,cambiando,[shopping],exchanging
verb,restituire,to return,restituire,[shopping],to return
verb,restituire,I return,restituisco,[shopping],I return
verb,restituire,you return,restituisci,[shopping],you return
verb,restituire,she returns,restituisce,[shopping],she returns
verb,restituire,he returns,restituisce,[shopping],he returns
verb,restituire,we return,restituiamo,[shopping],we return
verb,restituire,they return,restituiscono,[shopping],they return
verb,restituire,you (plural) return,restituite,[shopping],you (plural) return
verb,restituire,I returned,ho restituito,[shopping],I returned
verb,restituire,you returned,hai restituito,[shopping],you returned
verb,restituire,she returned,ha restituito,[shopping],she returned
verb,restituire,he returned,ha restituito,[shopping],he returned
verb,restituire,we returned,abbiamo restituito,[shopping],we returned
verb,restituire,they returned,hanno restituito,[shopping],they returned
verb,restituire,you (plural) returned,avete restituito,[shopping],you (plural) returned
verb,restituire,returning,restituendo,[shopping],returning
verb,vendere,to sell,vendere,[shopping],to sell
verb,vendere,I sell,vendo,[shopping],I sell
verb,vendere,you sell,vendi,[shopping],you sell
verb,vendere,she sells,vende,[shopping],she sells
verb,vendere,he sells,vende,[shopping],he sells
verb,vendere,we sell,vendiamo,[shopping],we sell
verb,vendere,they sell,vendono,[shopping],they sell
verb,vendere,you (plural) sell,vendete,[shopping],you (plural) sell
verb,vendere,I sold,ho venduto,[shopping],I sold
verb,vendere,you sold,hai venduto,[shopping],you sold
verb,vendere,she sold,ha venduto,[shopping],she sold
verb,vendere,he sold,ha venduto,[shopping],he sold
verb,vendere,we sold,abbiamo venduto,[shopping],we sold
verb,vendere,they sold,hanno venduto,[shopping],they sold
verb,vendere,you (plural) sold,avete venduto,[shopping],you (plural) sold
verb,vendere,selling,vendendo,[shopping],selling
verb,richiedere,to ask for,richiedere,[shopping],to ask for
verb,richiedere,I ask for,richiedo,[shopping],I ask for
verb,richiedere,you ask for,richiedi,[shopping],you ask for
verb,richiedere,she asks for,richiede,[shopping],she asks for
verb,richiedere,he asks for,richiede,[shopping],he asks for
verb,richiedere,we ask for,richiediamo,[shopping],we ask for
verb,richiedere,they ask for,richiedono,[shopping],they ask for
verb,richiedere,you (plural) ask for,richiedete,[shopping],you (plural) ask for
verb,richiestare,I asked for,ho richiesto,[shopping],I asked for
verb,richiestare,you asked for,hai richiesto,[shopping],you asked for
verb,richiestare,she asked for,ha richiesto,[shopping],she asked for
verb,richiestare,he asked for,ha richiesto,[shopping],he asked for
verb,richiestare,we asked for,abbiamo richiesto,[shopping],we asked for
verb,richiestare,they asked for,hanno richiesto,[shopping],they asked for
verb,richiestare,you (plural) asked for,avete richiesto,[shopping],you (plural) asked for
verb,richiedere,asking for,richiedendo,[shopping],asking for
