english_term,italian_term,part_of_speech,topics,english_base_term,italian_base_term,is_base
they paid,hanno pagato,verb,[shopping],to pay,pagare,False
you pay (plural),pagate,verb,[shopping],to pay,pagare,False
I paid,ho pagato,verb,[shopping],to pay,pagare,False
we paid,abbiamo pagato,verb,[shopping],to pay,pagare,False
we pay,paghiamo,verb,[shopping],to pay,pagare,False
they pay,pagano,verb,[shopping],to pay,pagare,False
you paid (plural),avete pagato,verb,[shopping],to pay,pagare,False
he paid,ha pagato,verb,[shopping],to pay,pagare,False
he pays,paga,verb,[shopping],to pay,pagare,False
she pays,paga,verb,[shopping],to pay,pagare,False
you paid (familiar),hai pagato,verb,[shopping],to pay,pagare,False
you pay (familiar),paghi,verb,[shopping],to pay,pagare,False
I pay,pago,verb,[shopping],to pay,pagare,False
to pay,pagare,verb,[shopping],to pay,pagare,True
paying,pagando,verb,[shopping],to pay,pagare,False
the pickle,il decapante,noun,[jewelry and metal working],to pickle,decapante,unknown
pickle,decapante,noun,[jewelry and metal working],to pickle,decapante,unknown
she pickles,decapa,verb,[jewelry and metal working],to pickle,decapare,False
he pickles,decapa,verb,[jewelry and metal working],to pickle,decapare,False
we pickle,decapiamo,verb,[jewelry and metal working],to pickle,decapare,False
they pickle,decapano,verb,[jewelry and metal working],to pickle,decapare,False
you pickle (plural),decapate,verb,[jewelry and metal working],to pickle,decapare,False
I pickled,ho decapato,verb,[jewelry and metal working],to pickle,decapare,False
we pickled,abbiamo decapato,verb,[jewelry and metal working],to pickle,decapare,False
she pickled,ha decapato,verb,[jewelry and metal working],to pickle,decapare,False
he pickled,ha decapato,verb,[jewelry and metal working],to pickle,decapare,False
they pickled,hanno decapato,verb,[jewelry and metal working],to pickle,decapare,False
you pickled (plural),avete decapato,verb,[jewelry and metal working],to pickle,decapare,False
pickling,decapando,verb,[jewelry and metal working],to pickle,decapare,False
you pickled (familiar),hai decapato,verb,[jewelry and metal working],to pickle,decapare,False
you pickle (familiar),decapi,verb,[jewelry and metal working],to pickle,decapare,False
I pickle,decapo,verb,[jewelry and metal working],to pickle,decapare,False
to pickle,decapare,verb,[jewelry and metal working],to pickle,decapare,True
he polished,ha lucidato,verb,[jewelry and metal working],to polish,lucidare,False
you polished (familiar),hai lucidato,verb,[jewelry and metal working],to polish,lucidare,False
she polished,ha lucidato,verb,[jewelry and metal working],to polish,lucidare,False
I polished,ho lucidato,verb,[jewelry and metal working],to polish,lucidare,False
they polish,lucidano,verb,[jewelry and metal working],to polish,lucidare,False
we polish,lucidiamo,verb,[jewelry and metal working],to polish,lucidare,False
he polishes,lucida,verb,[jewelry and metal working],to polish,lucidare,False
you polish (plural),lucidate,verb,[jewelry and metal working],to polish,lucidare,False
you polish (familiar),lucidi,verb,[jewelry and metal working],to polish,lucidare,False
I polish,lucido,verb,[jewelry and metal working],to polish,lucidare,False
to polish,lucidare,verb,[jewelry and metal working],to polish,lucidare,True
polishing,lucidando,verb,[jewelry and metal working],to polish,lucidare,False
you polished (plural),avete lucidato,verb,[jewelry and metal working],to polish,lucidare,False
they polished,hanno lucidato,verb,[jewelry and metal working],to polish,lucidare,False
we polished,abbiamo lucidato,verb,[jewelry and metal working],to polish,lucidare,False
she polishes,lucida,verb,[jewelry and metal working],to polish,lucidare,False
you quenched (familiar),hai temprato,verb,[jewelry and metal working],to quench,temprare,False
quenching,temprando,verb,[jewelry and metal working],to quench,temprare,False
you quenched (plural),avete temprato,verb,[jewelry and metal working],to quench,temprare,False
they quenched,hanno temprato,verb,[jewelry and metal working],to quench,temprare,False
we quenched,abbiamo temprato,verb,[jewelry and metal working],to quench,temprare,False
he quenched,ha temprato,verb,[jewelry and metal working],to quench,temprare,False
she quenched,ha temprato,verb,[jewelry and metal working],to quench,temprare,False
I quenched,ho temprato,verb,[jewelry and metal working],to quench,temprare,False
you quench (plural),temprate,verb,[jewelry and metal working],to quench,temprare,False
we quench,tempriamo,verb,[jewelry and metal working],to quench,temprare,False
he quenches,tempra,verb,[jewelry and metal working],to quench,temprare,False
she quenches,tempra,verb,[jewelry and metal working],to quench,temprare,False
you quench (familiar),tempri,verb,[jewelry and metal working],to quench,temprare,False
I quench,tempro,verb,[jewelry and metal working],to quench,temprare,False
to quench,temprare,verb,[jewelry and metal working],to quench,temprare,True
they quench,temprano,verb,[jewelry and metal working],to quench,temprare,False
I relaxed (masculine),mi sono rilassato,verb,[emotions],to relax,rilassarsi,False
they relax,si rilassano,verb,[emotions],to relax,rilassarsi,False
we relax,ci rilassiamo,verb,[emotions],to relax,rilassarsi,False
she relaxes,si rilassa,verb,[emotions],to relax,rilassarsi,False
he relaxes,si rilassa,verb,[emotions],to relax,rilassarsi,False
you relax (plural),vi rilassate,verb,[emotions],to relax,rilassarsi,False
you relax (familiar),ti rilassi,verb,[emotions],to relax,rilassarsi,False
I relax,mi rilasso,verb,[emotions],to relax,rilassarsi,False
to relax,rilassarsi,verb,[emotions],to relax,rilassarsi,True
she relaxed,si è rilassata,verb,[emotions],to relax,rilassarsi,False
you relaxed (plural),vi siete rilassati,verb,[emotions],to relax,rilassarsi,False
he relaxed,si è rilassato,verb,[emotions],to relax,rilassarsi,False
we relaxed,ci siamo rilassati,verb,[emotions],to relax,rilassarsi,False
they relaxed,si sono rilassati,verb,[emotions],to relax,rilassarsi,False
relaxing,rilassandosi,verb,[emotions],to relax,rilassarsi,False
you relaxed (masculine) (familiar),ti sei rilassato,verb,[emotions],to relax,rilassarsi,False
returning,restituendo,verb,[shopping],to return,restituire,False
you returned (plural),avete restituito,verb,[shopping],to return,restituire,False
they returned,hanno restituito,verb,[shopping],to return,restituire,False
to return,restituire,verb,[shopping],to return,restituire,True
they return,restituiscono,verb,[shopping],to return,restituire,False
we returned,abbiamo restituito,verb,[shopping],to return,restituire,False
you return (plural),restituite,verb,[shopping],to return,restituire,False
I returned,ho restituito,verb,[shopping],to return,restituire,False
we return,restituiamo,verb,[shopping],to return,restituire,False
he returns,restituisce,verb,[shopping],to return,restituire,False
you returned (familiar),hai restituito,verb,[shopping],to return,restituire,False
you return (familiar),restituisci,verb,[shopping],to return,restituire,False
I return,restituisco,verb,[shopping],to return,restituire,False
he returned,ha restituito,verb,[shopping],to return,restituire,False
she returned,ha restituito,verb,[shopping],to return,restituire,False
she returns,restituisce,verb,[shopping],to return,restituire,False
he rolls,lamina,verb,[jewelry and metal working],to roll,laminare,False
we roll,laminiamo,verb,[jewelry and metal working],to roll,laminare,False
they roll,laminano,verb,[jewelry and metal working],to roll,laminare,False
you roll (plural),laminate,verb,[jewelry and metal working],to roll,laminare,False
you rolled (familiar),hai laminato,verb,[jewelry and metal working],to roll,laminare,False
she rolled,ha laminato,verb,[jewelry and metal working],to roll,laminare,False
he rolled,ha laminato,verb,[jewelry and metal working],to roll,laminare,False
they rolled,hanno laminato,verb,[jewelry and metal working],to roll,laminare,False
you rolled (plural),avete laminato,verb,[jewelry and metal working],to roll,laminare,False
rolling,laminando,verb,[jewelry and metal working],to roll,laminare,False
to roll,laminare,verb,[jewelry and metal working],to roll,laminare,True
we rolled,abbiamo laminato,verb,[jewelry and metal working],to roll,laminare,False
I rolled,ho laminato,verb,[jewelry and metal working],to roll,laminare,False
I roll,lamino,verb,[jewelry and metal working],to roll,laminare,False
you roll (familiar),lamini,verb,[jewelry and metal working],to roll,laminare,False
she rolls,lamina,verb,[jewelry and metal working],to roll,laminare,False
they sand,levigano,verb,[jewelry and metal working],to sand,levigare,False
you sand (plural),levigate,verb,[jewelry and metal working],to sand,levigare,False
I sanded,ho levigato,verb,[jewelry and metal working],to sand,levigare,False
you sanded (familiar),hai levigato,verb,[jewelry and metal working],to sand,levigare,False
she sanded,ha levigato,verb,[jewelry and metal working],to sand,levigare,False
he sanded,ha levigato,verb,[jewelry and metal working],to sand,levigare,False
we sanded,abbiamo levigato,verb,[jewelry and metal working],to sand,levigare,False
they sanded,hanno levigato,verb,[jewelry and metal working],to sand,levigare,False
sanding,levigando,verb,[jewelry and metal working],to sand,levigare,False
he sands,leviga,verb,[jewelry and metal working],to sand,levigare,False
she sands,leviga,verb,[jewelry and metal working],to sand,levigare,False
you sand (familiar),levighi,verb,[jewelry and metal working],to sand,levigare,False
I sand,levigo,verb,[jewelry and metal working],to sand,levigare,False
to sand,levigare,verb,[jewelry and metal working],to sand,levigare,True
you sanded (plural),avete levigato,verb,[jewelry and metal working],to sand,levigare,False
we sand,levighiamo,verb,[jewelry and metal working],to sand,levigare,False
the saw,la sega,noun,[jewelry and metal working],to saw,sega,unknown
the saws,le seghe,noun,[jewelry and metal working],to saw,sega,unknown
a saw,una sega,noun,[jewelry and metal working],to saw,sega,unknown
she sawed,ha segato,verb,[jewelry and metal working],to saw,segare,False
you saw (familiar),seghi,verb,[jewelry and metal working],to saw,segare,False
sawing,segando,verb,[jewelry and metal working],to saw,segare,False
she saws,sega,verb,[jewelry and metal working],to saw,segare,False
he saws,sega,verb,[jewelry and metal working],to saw,segare,False
we saw,seghiamo,verb,[jewelry and metal working],to saw,segare,False
to saw,segare,verb,[jewelry and metal working],to saw,segare,True
they saw,seghano,verb,[jewelry and metal working],to saw,segare,False
you saw (plural),segate,verb,[jewelry and metal working],to saw,segare,False
I sawed,ho segato,verb,[jewelry and metal working],to saw,segare,False
you sawed (familiar),hai segato,verb,[jewelry and metal working],to saw,segare,False
they sawed,hanno segato,verb,[jewelry and metal working],to saw,segare,False
we sawed,abbiamo segato,verb,[jewelry and metal working],to saw,segare,False
he sawed,ha segato,verb,[jewelry and metal working],to saw,segare,False
you sawed (plural),avete segato,verb,[jewelry and metal working],to saw,segare,False
I saw,sego,verb,[jewelry and metal working],to saw,segare,False
to sell,vendere,verb,[shopping],to sell,vendere,True
she sold,ha venduto,verb,[shopping],to sell,vendere,False
you sold (plural),avete venduto,verb,[shopping],to sell,vendere,False
selling,vendendo,verb,[shopping],to sell,vendere,False
you sell (familiar),vendi,verb,[shopping],to sell,vendere,False
she sells,vende,verb,[shopping],to sell,vendere,False
he sells,vende,verb,[shopping],to sell,vendere,False
we sell,vendiamo,verb,[shopping],to sell,vendere,False
they sell,vendono,verb,[shopping],to sell,vendere,False
you sell (plural),vendete,verb,[shopping],to sell,vendere,False
I sold,ho venduto,verb,[shopping],to sell,vendere,False
you sold (familiar),hai venduto,verb,[shopping],to sell,vendere,False
he sold,ha venduto,verb,[shopping],to sell,vendere,False
we sold,abbiamo venduto,verb,[shopping],to sell,vendere,False
I sell,vendo,verb,[shopping],to sell,vendere,False
they sold,hanno venduto,verb,[shopping],to sell,vendere,False
he sets,incastona,verb,[jewelry and metal working],to set,incastonare,False
we set,incastoniamo,verb,[jewelry and metal working],to set,incastonare,False
setting,incastonando,verb,[jewelry and metal working],to set,incastonare,False
you set (past) (plural),avete incastonato,verb,[jewelry and metal working],to set,incastonare,False
we set (past),abbiamo incastonato,verb,[jewelry and metal working],to set,incastonare,False
he set (past),ha incastonato,verb,[jewelry and metal working],to set,incastonare,False
she set (past),ha incastonato,verb,[jewelry and metal working],to set,incastonare,False
you set (past) (familiar),hai incastonato,verb,[jewelry and metal working],to set,incastonare,False
I set (past),ho incastonato,verb,[jewelry and metal working],to set,incastonare,False
they set (past),hanno incastonato,verb,[jewelry and metal working],to set,incastonare,False
you set (plural),incastonate,verb,[jewelry and metal working],to set,incastonare,False
they set,incastonano,verb,[jewelry and metal working],to set,incastonare,False
to set,incastonare,verb,[jewelry and metal working],to set,incastonare,True
I set,incastono,verb,[jewelry and metal working],to set,incastonare,False
you set (familiar),incastoni,verb,[jewelry and metal working],to set,incastonare,False
she sets,incastona,verb,[jewelry and metal working],to set,incastonare,False
you smile (familiar),sorridi,verb,[emotions],to smile,sorridere,False
you smile (plural),sorridete,verb,[emotions],to smile,sorridere,False
he smiles,sorride,verb,[emotions],to smile,sorridere,False
she smiles,sorride,verb,[emotions],to smile,sorridere,False
we smile,sorridiamo,verb,[emotions],to smile,sorridere,False
you smiled (familiar),hai sorriso,verb,[emotions],to smile,sorridere,False
I smiled,ho sorriso,verb,[emotions],to smile,sorridere,False
he smiled,ha sorriso,verb,[emotions],to smile,sorridere,False
you smiled (plural),avete sorriso,verb,[emotions],to smile,sorridere,False
I smile,sorrido,verb,[emotions],to smile,sorridere,False
we smiled,abbiamo sorriso,verb,[emotions],to smile,sorridere,False
she smiled,ha sorriso,verb,[emotions],to smile,sorridere,False
they smile,sorridono,verb,[emotions],to smile,sorridere,False
to smile,sorridere,verb,[emotions],to smile,sorridere,True
they smiled,hanno sorriso,verb,[emotions],to smile,sorridere,False
smiling,sorridendo,verb,[emotions],to smile,sorridere,False
you solder (familiar),saldi,verb,[jewelry and metal working],to solder,saldare,False
soldering,saldando,verb,[jewelry and metal working],to solder,saldare,False
you soldered (plural),avete saldato,verb,[jewelry and metal working],to solder,saldare,False
they soldered,hanno saldato,verb,[jewelry and metal working],to solder,saldare,False
we soldered,abbiamo saldato,verb,[jewelry and metal working],to solder,saldare,False
she solders,salda,verb,[jewelry and metal working],to solder,saldare,False
she soldered,ha saldato,verb,[jewelry and metal working],to solder,saldare,False
he soldered,ha saldato,verb,[jewelry and metal working],to solder,saldare,False
you solder (plural),saldate,verb,[jewelry and metal working],to solder,saldare,False
they solder,saldano,verb,[jewelry and metal working],to solder,saldare,False
we solder,saldiamo,verb,[jewelry and metal working],to solder,saldare,False
he solders,salda,verb,[jewelry and metal working],to solder,saldare,False
to solder,saldare,verb,[jewelry and metal working],to solder,saldare,True
I solder,saldo,verb,[jewelry and metal working],to solder,saldare,False
I soldered,ho saldato,verb,[jewelry and metal working],to solder,saldare,False
you soldered (familiar),hai saldato,verb,[jewelry and metal working],to solder,saldare,False
the solder,lo stagno,noun,[jewelry and metal working],to solder,stagno,unknown
solder,stagno,noun,[jewelry and metal working],to solder,stagno,unknown
to stop,fermarsi,verb,[directions],to stop,fermarsi,True
she stops,si ferma,verb,[directions],to stop,fermarsi,False
you stopped (familiar),ti sei fermato,verb,[directions],to stop,fermarsi,False
we stopped,ci siamo fermati,verb,[directions],to stop,fermarsi,False
they stopped,si sono fermati,verb,[directions],to stop,fermarsi,False
you stopped (plural),vi siete fermati,verb,[directions],to stop,fermarsi,False
I stopped,mi sono fermato,verb,[directions],to stop,fermarsi,False
they stop,si fermano,verb,[directions],to stop,fermarsi,False
we stop,ci fermiamo,verb,[directions],to stop,fermarsi,False
he stops,si ferma,verb,[directions],to stop,fermarsi,False
she stopped,si è fermata,verb,[directions],to stop,fermarsi,False
he stopped,si è fermato,verb,[directions],to stop,fermarsi,False
you stop (familiar),ti fermi,verb,[directions],to stop,fermarsi,False
I stop,mi fermo,verb,[directions],to stop,fermarsi,False
stopping,fermandomi,verb,[directions],to stop,fermarsi,False
you stop (plural),vi fermate,verb,[directions],to stop,fermarsi,False
the stops,le fermate,noun,[directions],to stop,fermata,unknown
the stop,la fermata,noun,[directions],to stop,fermata,unknown
a stop,una fermata,noun,[directions],to stop,fermata,unknown
we tried on,abbiamo provato,verb,[shopping],to try on,provare,False
he tried on,ha provato,verb,[shopping],to try on,provare,False
they tried on,hanno provato,verb,[shopping],to try on,provare,False
you tried on (plural),avete provato,verb,[shopping],to try on,provare,False
trying on,provando,verb,[shopping],to try on,provare,False
to try on,provare,verb,[shopping],to try on,provare,True
she tried on,ha provato,verb,[shopping],to try on,provare,False
I tried on,ho provato,verb,[shopping],to try on,provare,False
you try on (plural),provate,verb,[shopping],to try on,provare,False
they try on,provano,verb,[shopping],to try on,provare,False
we try on,proviamo,verb,[shopping],to try on,provare,False
he tries on,prova,verb,[shopping],to try on,provare,False
you tried on (familiar),hai provato,verb,[shopping],to try on,provare,False
I try on,provo,verb,[shopping],to try on,provare,False
you try on (familiar),provi,verb,[shopping],to try on,provare,False
she tries on,prova,verb,[shopping],to try on,provare,False
you turned (familiar),hai girato,verb,[directions],to turn,girare,False
we turned,abbiamo girato,verb,[directions],to turn,girare,False
he turned,ha girato,verb,[directions],to turn,girare,False
I turned,ho girato,verb,[directions],to turn,girare,False
they turned,sono girati,verb,[directions],to turn,girare,False
you turned (plural),siete girati,verb,[directions],to turn,girare,False
turning,girando,verb,[directions],to turn,girare,False
she turned,ha girato,verb,[directions],to turn,girare,False
they turn,girano,verb,[directions],to turn,girare,False
you turn (familiar),giri,verb,[directions],to turn,girare,False
he turns,gira,verb,[directions],to turn,girare,False
she turns,gira,verb,[directions],to turn,girare,False
you (plural) turn,girate,verb,[directions],to turn,girare,False
I turn,giro,verb,[directions],to turn,girare,False
to turn,girare,verb,[directions],to turn,girare,True
we turn,giriamo,verb,[directions],to turn,girare,False
the turns,le svolte,noun,[directions],to turn,svolta,unknown
the turn,la svolta,noun,[directions],to turn,svolta,unknown
a turn,una svolta,noun,[directions],to turn,svolta,unknown
worrying,preoccupandosi,verb,[emotions],to worry,preoccuparsi,False
they worried,si sono preoccupati,verb,[emotions],to worry,preoccuparsi,False
you worried (plural),vi siete preoccupati,verb,[emotions],to worry,preoccuparsi,False
she worried,si è preoccupata,verb,[emotions],to worry,preoccuparsi,False
you worry (familiar),ti preoccupi,verb,[emotions],to worry,preoccuparsi,False
I worry,mi preoccupo,verb,[emotions],to worry,preoccuparsi,False
to worry,preoccuparsi,verb,[emotions],to worry,preoccuparsi,True
you worry (plural),vi preoccupate,verb,[emotions],to worry,preoccuparsi,False
he worries,si preoccupa,verb,[emotions],to worry,preoccuparsi,False
we worry,ci preoccupiamo,verb,[emotions],to worry,preoccuparsi,False
they worry,si preoccupano,verb,[emotions],to worry,preoccuparsi,False
she worries,si preoccupa,verb,[emotions],to worry,preoccuparsi,False
I worried (masculine),mi sono preoccupato,verb,[emotions],to worry,preoccuparsi,False
you worried (masculine) (familiar),ti sei preoccupato,verb,[emotions],to worry,preoccuparsi,False
he worried,si è preoccupato,verb,[emotions],to worry,preoccuparsi,False
we worried,ci siamo preoccupati,verb,[emotions],to worry,preoccuparsi,False
today,oggi,noun,[time],today,oggi,True
a tomato,un pomodoro,noun,[food],tomato,pomodoro,unknown
the tomato,il pomodoro,noun,[food],tomato,pomodoro,unknown
the tomatoes,i pomodori,noun,[food],tomato,pomodoro,unknown
tomorrow,domani,noun,[time],tomorrow,domani,True
the topaz,il topazio,noun,[jewelry and metal working],topaz,topazio,unknown
the topazes,i topazi,noun,[jewelry and metal working],topaz,topazio,unknown
a topaz,un topazio,noun,[jewelry and metal working],topaz,topazio,unknown
the torches,le torce,noun,[jewelry and metal working],torch,torcia,unknown
a torch,una torcia,noun,[jewelry and metal working],torch,torcia,unknown
the torch,la torcia,noun,[jewelry and metal working],torch,torcia,unknown
the tour,il tour,noun,[travel],tour,tour,unknown
the tours,i tour,noun,[travel],tour,tour,unknown
a tour,un tour,noun,[travel],tour,tour,unknown
the tourists (feminine),le turiste,noun,[people],tourist,turista,unknown
the tourist (masculine),il turista,noun,[people],tourist,turista,unknown
a tourist (masculine),un turista,noun,[people],tourist,turista,unknown
the tourists (masculine),i turisti,noun,[people],tourist,turista,unknown
the tourist (feminine),la turista,noun,[people],tourist,turista,unknown
a tourist (feminine),una turista,noun,[people],tourist,turista,unknown
the towns,i paesi,noun,[places],town,paese,unknown
a town,un paese,noun,[places],town,paese,unknown
the town,il paese,noun,[places],town,paese,unknown
the traffic lights,i semafori,noun,[directions],traffic light,semaforo,unknown
the traffic light,il semaforo,noun,[directions],traffic light,semaforo,unknown
a traffic light,un semaforo,noun,[directions],traffic light,semaforo,unknown
the trains,i treni,noun,[travel],train,treno,unknown
a train,un treno,noun,[travel],train,treno,unknown
the train,il treno,noun,[travel],train,treno,unknown
trendy,trendy,adjective,[shopping],trendy,trendy,True
the trip,il viaggio,noun,[travel],trip,viaggio,unknown
a trip,un viaggio,noun,[travel],trip,viaggio,unknown
the trips,i viaggi,noun,[travel],trip,viaggio,unknown
a tumbler,un buratto,noun,[jewelry and metal working],tumbler,buratto,unknown
the tumbler,il buratto,noun,[jewelry and metal working],tumbler,buratto,unknown
the tumblers,i buratti,noun,[jewelry and metal working],tumbler,buratto,unknown
a tunnel,un tunnel,noun,[directions],tunnel,tunnel,unknown
the tunnels,i tunnel,noun,[directions],tunnel,tunnel,unknown
the tunnel,il tunnel,noun,[directions],tunnel,tunnel,unknown
the turquoises,i turchesi,noun,[jewelry and metal working],turquoise,turchese,unknown
the turquoise,il turchese,noun,[jewelry and metal working],turquoise,turchese,unknown
a turquoise,un turchese,noun,[jewelry and metal working],turquoise,turchese,unknown
ugly (feminine) (plural),brutte,adjective,[general],ugly,brutto,False
ugly (masculine) (plural),brutti,adjective,[general],ugly,brutto,False
ugly (feminine),brutta,adjective,[general],ugly,brutto,False
ugly (masculine),brutto,adjective,[general],ugly,brutto,True
uncomfortable (feminine),scomoda,adjective,[shopping],uncomfortable,scomodo,False
uncomfortable (masculine),scomodo,adjective,[shopping],uncomfortable,scomodo,True
the universities,le università,noun,[places],university,università,unknown
the university,l'università,noun,[places],university,università,unknown
a university,un'università,noun,[places],university,università,unknown
us,ci,pronoun,[object],us,ci,True
used (masculine),usato,adjective,[shopping],used,usato,True
used (feminine),usata,adjective,[shopping],used,usato,False
the vacations,le vacanze,noun,[travel],vacation,vacanza,unknown
a vacation,una vacanza,noun,[travel],vacation,vacanza,unknown
the vacation,la vacanza,noun,[travel],vacation,vacanza,unknown
vast (feminine) (plural),vaste,adjective,[size],vast,vasto,False
vast (masculine) (plural),vasti,adjective,[size],vast,vasto,False
vast (feminine),vasta,adjective,[size],vast,vasto,False
vast (masculine),vasto,adjective,[size],vast,vasto,True
the visas,i visti,noun,[travel],visa,visto,unknown
a visa,un visto,noun,[travel],visa,visto,unknown
the visa,il visto,noun,[travel],visa,visto,unknown
a waiter,un cameriere,noun,[people],waiter,cameriere,unknown
the waiter,il cameriere,noun,[people],waiter,cameriere,unknown
the waiters,i camerieri,noun,[people],waiter,cameriere,unknown
the waitress,la cameriera,noun,[people],waitress,cameriera,unknown
the waitresses,le cameriere,noun,[people],waitress,cameriera,unknown
a waitress,una cameriera,noun,[people],waitress,cameriera,unknown
warm (feminine) (plural),tiepide,adjective,[temperature],warm,tiepido,False
warm (masculine),tiepido,adjective,[temperature],warm,tiepido,True
warm (feminine),tiepida,adjective,[temperature],warm,tiepido,False
warm (masculine) (plural),tiepidi,adjective,[temperature],warm,tiepido,False
water,acqua,noun,[drinks],water,acqua,True
the water,l'acqua,noun,[drinks],water,acqua,False
the waters,le acque,noun,[restaurant],water,acqua,False
a water,un'acqua,noun,[restaurant],water,acqua,False
we,noi,pronoun,[subject],we,noi,True
weather,tempo,noun,[weather],weather,tempo,True
the weather,il tempo,noun,[weather],weather,tempo,False
the weeks,le settimane,noun,[time],week,settimana,unknown
a week,una settimana,noun,[time],week,settimana,unknown
the week,la settimana,noun,[time],week,settimana,unknown
a weekend,un fine settimana,noun,[time],weekend,fine settimana,unknown
the weekend,il fine settimana,noun,[time],weekend,fine settimana,unknown
the weekends,i fine settimana,noun,[time],weekend,fine settimana,unknown
the west,l'ovest,noun,[directions],west,ovest,False
west,ovest,noun,[directions],west,ovest,True
what,che cosa,pronoun,[interrogative],what,che,True
which,quale,pronoun,[interrogative],which,quale,True
which (plural),quali,pronoun,[interrogative],which,quale,False
the white wine,il vino bianco,noun,[drinks],white wine,vino bianco,True
white (masculine),bianco,adjective,[color],white,bianco,True
white (feminine),bianca,adjective,[color],white,bianco,False
who,chi,pronoun,[interrogative],who,chi,True
wide (feminine) (plural),larghe,adjective,[size],wide,largo,False
wide (feminine),larga,adjective,[size],wide,largo,False
wide (masculine),largo,adjective,[size],wide,largo,True
wide (masculine) (plural),larghi,adjective,[size],wide,largo,False
the wind,il vento,noun,[weather],wind,vento,False
wind,vento,noun,[weather],wind,vento,True
the windows,le finestre,noun,[general],window,finestra,unknown
a window,una finestra,noun,[general],window,finestra,unknown
the window,la finestra,noun,[general],window,finestra,unknown
wine,vino,noun,[drinks],wine,vino,True
a wine,un vino,noun,[restaurant],wine,vino,False
the wines,i vini,noun,[restaurant],wine,vino,False
the wine,il vino,noun,[drinks],wine,vino,False
the winters,gli inverni,noun,[time],winter,inverno,unknown
a winter,un inverno,noun,[time],winter,inverno,unknown
the winter,l'inverno,noun,[time],winter,inverno,unknown
a wire,un filo,noun,[jewelry and metal working],wire,filo,unknown
the wires,i fili,noun,[jewelry and metal working],wire,filo,unknown
the wire,il filo,noun,[jewelry and metal working],wire,filo,unknown
the women,le donne,noun,[people],woman,donna,unknown
a woman,una donna,noun,[people],woman,donna,unknown
the woman,la donna,noun,[people],woman,donna,unknown
the year,l'anno,noun,[time],year,anno,unknown
the years,gli anni,noun,[time],year,anno,unknown
a year,un anno,noun,[time],year,anno,unknown
yellow (feminine),gialla,adjective,[color],yellow,giallo,False
yellow (masculine),giallo,adjective,[color],yellow,giallo,True
yesterday,ieri,noun,[time],yesterday,ieri,True
you (plural),voi,pronoun,[subject],you (plural),voi,True
you (familiar),ti,pronoun,[object],you,ti,True
you (familiar),tu,pronoun,[subject],you,tu,True
you (familiar) (plural),vi,pronoun,[object],you,vi,True
yours (familiar) (masculine) (plural),i tuoi,pronoun,[possessive],yours,tuo,False
yours (familiar) (feminine),la tua,pronoun,[possessive],yours,tuo,False
yours (familiar) (masculine),il tuo,pronoun,[possessive],yours,tuo,True
yours (familiar) (feminine) (plural),le tue,pronoun,[possessive],yours,tuo,False
yours (plural) (masculine) (plural),i vostri,pronoun,[possessive],yours,vostro,False
yours (plural) (feminine) (plural),le vostre,pronoun,[possessive],yours,vostro,False
yours (plural) (feminine),la vostra,pronoun,[possessive],yours,vostro,False
yours (plural) (masculine),il vostro,pronoun,[possessive],yours,vostro,True
yourself (polite),si,pronoun,[reflexive],yourself,si,True
yourself (familiar),ti,pronoun,[reflexive],yourself,ti,True
yourselves (familiar) (plural),vi,pronoun,[reflexive],yourselves,vi,True
